"Year","Age","AgeE","FSIM","Length_cm"
66,1,1.50019146683732,"MED MED",9.69995541253842
13,1,1.50236736052226,"MED MED",9.83215760349453
30,2,2.5000289489954,"MED MED",12.0708860463146
4,0,0.500902068022492,"MED MED",6.16099278674895
17,1,1.49981449153311,"MED MED",9.53794182718237
26,1,1.49914937072223,"MED MED",10.4523588240594
62,0,0.499745213090328,"MED MED",6.18260705532599
64,3,3.50034902905669,"MED MED",16.5503830682655
19,6,6.49945173449942,"MED MED",17.9564331434499
69,6,6.49978534856534,"MED MED",18.7054993557309
78,2,2.50025906397801,"MED MED",12.5724068982786
57,3,3.4983857543471,"MED MED",15.9026683364598
18,0,0.49769262633354,"MED MED",6.46782981968504
75,1,1.50089101005123,"MED MED",9.23251428691146
94,0,0.501891256208487,"MED MED",6.20390758596238
74,1,1.49858870068306,"MED MED",9.70275239696561
84,0,0.501268498013025,"MED MED",6.20340745669152
12,2,2.50017791726611,"MED MED",12.9833032943457
26,3,3.50086390231506,"MED MED",14.5626586071767
74,2,2.49893750226516,"MED MED",12.5756697316707
28,1,1.50051073776336,"MED MED",9.66588575614267
8,4,4.4991717899217,"MED MED",15.6728802849931
12,1,1.49884720877061,"MED MED",9.80767330754637
53,4,4.49872426828821,"MED MED",15.2024008781423
48,3,3.49925674279898,"MED MED",14.6336999180468
5,0,0.500619394278668,"MED MED",6.25706045823407
36,10,10.4996822404369,"MED MED",20.0487191278614
94,2,2.50018332604486,"MED MED",11.8215003269029
86,2,2.49955368418072,"MED MED",13.1973944652314
55,2,2.50056218698038,"MED MED",12.7735078399329
48,0,0.497982574664816,"MED MED",6.38911397868891
26,5,5.4982139970469,"MED MED",16.4516130922
80,0,0.49890846675593,"MED MED",6.2556995249628
91,2,2.49993098016137,"MED MED",12.783046236414
22,0,0.50073404362892,"MED MED",6.20840537042938
7,0,0.498760418652797,"MED MED",6.25172146923724
28,1,1.49901904723594,"MED MED",10.1068498195438
30,2,2.50072625417028,"MED MED",13.2397444482715
9,6,6.49921123397966,"MED MED",20.2764904281696
22,0,0.499542441857143,"MED MED",6.27038706772157
64,0,0.500523641725469,"MED MED",5.91694995723211
31,0,0.501408957830083,"MED MED",6.11589959391922
55,0,0.499885468728402,"MED MED",6.31966551586123
30,6,6.49849982732136,"MED MED",17.5595008192162
73,1,1.50034421351736,"MED MED",9.44812682429091
68,0,0.499506907960643,"MED MED",6.08323184188012
9,1,1.5000710068416,"MED MED",9.75868650235407
71,1,1.50052726953921,"MED MED",9.93915503907868
81,4,4.50042511970497,"MED MED",15.3667620042915
70,2,2.50086861522019,"MED MED",12.8228239757661
22,1,1.49949710216726,"MED MED",10.3148019959657
10,4,4.4999179461912,"MED MED",16.9495160728662
20,0,0.500898334351218,"MED MED",6.32029248751055
31,2,2.50157942723568,"MED MED",11.5347518373196
86,5,5.49957739332002,"MED MED",15.9932896898839
67,6,6.50006822708329,"MED MED",19.7101151784163
14,4,4.50072990452231,"MED MED",17.0561666024439
81,1,1.50015427552831,"MED MED",10.2175092330631
50,1,1.49965114735422,"MED MED",9.82677257838799
24,2,2.50276922746291,"MED MED",12.3729298023977
78,0,0.499245997074048,"MED MED",5.91798754601605
56,0,0.500385627208295,"MED MED",6.02419060774079
98,1,1.49881934296209,"MED MED",9.95948652415878
48,3,3.50081383077021,"MED MED",14.6563948154691
94,2,2.49862605233134,"MED MED",12.5576403669693
41,1,1.50057691153327,"MED MED",10.4065241504066
80,1,1.50007054170619,"MED MED",9.75256013875888
98,3,3.49880367198481,"MED MED",13.7853557947858
68,0,0.501041071339567,"MED MED",6.32804910929169
14,4,4.49874457180692,"MED MED",17.0143651227586
93,2,2.49951972232293,"MED MED",12.5214352987114
8,1,1.49941089316134,"MED MED",9.80588212901975
35,3,3.49917142121023,"MED MED",15.0001177883713
78,4,4.50076792619289,"MED MED",16.319943401222
72,2,2.49860209153789,"MED MED",12.0645519120058
82,4,4.49852286318626,"MED MED",16.1891429148243
55,2,2.50141761174801,"MED MED",12.3027452843209
85,2,2.4990799790913,"MED MED",12.0583026677639
50,0,0.499392962493615,"MED MED",6.35870542450524
62,0,0.500440132787442,"MED MED",6.30965647234627
37,3,3.50019252546139,"MED MED",15.6796911583846
5,1,1.4998665524222,"MED MED",9.65659659660061
86,1,1.50104374639047,"MED MED",9.82212860339933
90,2,2.50090467304106,"MED MED",12.5379306915771
89,2,2.49852343170941,"MED MED",13.208311005491
29,0,0.499010360920092,"MED MED",6.35490984576456
18,0,0.498753113705198,"MED MED",6.14084620486334
18,4,4.50028242097546,"MED MED",15.528575267464
86,1,1.49933885772122,"MED MED",9.68864979871519
35,6,6.49858858212529,"MED MED",16.9395620315283
70,7,7.50032212237825,"MED MED",18.2430755684967
40,5,5.49975994861742,"MED MED",19.9711750089887
2,2,2.49862859309847,"MED MED",12.65304011007
32,2,2.50012710254038,"MED MED",12.1480835875626
22,0,0.49894904436645,"MED MED",6.5115880098694
14,5,5.49921492426477,"MED MED",19.5458647986451
25,1,1.50029547546171,"MED MED",9.69355004164713
26,0,0.500087324820031,"MED MED",6.11611069873389
8,1,1.50098905044832,"MED MED",9.84343149627559
36,1,1.50009100744228,"MED MED",10.2416687252185
92,2,2.49914719054732,"MED MED",13.1389246312256
32,4,4.49889623578253,"MED MED",17.9191928194961
47,2,2.4997138647279,"MED MED",11.802613293547
31,5,5.49961166238232,"MED MED",18.9614018581819
87,2,2.5001949008377,"MED MED",12.1787351609436
20,5,5.50015869464645,"MED MED",18.5535522496623
33,5,5.49848707278714,"MED MED",17.0674509079224
87,2,2.50085874366734,"MED MED",12.9132716851509
70,3,3.49941664861083,"MED MED",14.2093024145449
16,9,9.50019615466197,"MED MED",19.8354857766341
66,3,3.50179614459587,"MED MED",15.0231615167542
1,1,1.49888195964489,"MED MED",9.67400820221736
78,0,0.499535249297947,"MED MED",6.50801728840809
65,2,2.50011878411445,"MED MED",12.672650323308
24,3,3.50149592409977,"MED MED",13.4017692888868
75,1,1.50041964653758,"MED MED",9.50689256516596
26,1,1.5015405740559,"MED MED",9.54186864802451
39,2,2.49856564533083,"MED MED",12.5493778524
33,0,0.501799331937804,"MED MED",6.11105879611975
97,6,6.49948041862167,"MED MED",17.6149951181968
33,5,5.49998836412295,"MED MED",19.0154926730284
53,6,6.50081303907559,"MED MED",17.7932679568821
45,0,0.500408126260585,"MED MED",6.56718016759147
75,0,0.500019236628256,"MED MED",6.33733484073638
81,4,4.50179051371838,"MED MED",15.7700471437395
53,2,2.49982451820701,"MED MED",13.6702610161132
93,3,3.50136338230623,"MED MED",16.1698174469801
18,4,4.50062957686966,"MED MED",17.7280653803069
83,5,5.50140887398285,"MED MED",16.2433381329212
9,9,9.50110913322461,"MED MED",22.4135767309845
24,0,0.500545077714338,"MED MED",6.32649817245894
16,0,0.499624028922989,"MED MED",6.57350806714676
71,2,2.49958920559905,"MED MED",12.8322417820988
75,0,0.499787341771405,"MED MED",6.07988402923266
82,1,1.49984526017628,"MED MED",9.44816732801981
45,2,2.50014474844705,"MED MED",13.2144224158989
91,0,0.498927727560203,"MED MED",6.38098495967258
95,2,2.49870833117737,"MED MED",11.7626840774779
25,3,3.49997614214807,"MED MED",14.5893892937768
43,3,3.49912227662914,"MED MED",13.8961288335169
27,1,1.50066512347362,"MED MED",9.621676260893
47,0,0.501089473215453,"MED MED",6.34907613202956
5,1,1.50102653730993,"MED MED",9.48555212071046
16,1,1.50092983315079,"MED MED",10.0537836682687
62,0,0.49893753838298,"MED MED",6.2386239117615
20,0,0.501604046975411,"MED MED",5.96026032937114
12,1,1.49940468757297,"MED MED",9.54823173092769
14,4,4.49979140504608,"MED MED",15.7019175917758
31,4,4.49993845728466,"MED MED",15.634808214147
37,1,1.50070247595256,"MED MED",10.5691901816896
83,0,0.500942089084015,"MED MED",6.34937428302018
