"Year","Age","AgeE","Length_cm","FSIM","FMORT","REG"
0,0,0.498939371655884,4.94894168642195,"MED MED MED",0,"R2"
1,1,1.50222948892615,15.6894744009993,"MED MED MED",0,"R2"
2,2,2.50133690644847,22.4680061980901,"MED MED MED",0,"R2"
3,3,3.49897411335844,26.7460522266458,"MED MED MED",0,"R2"
4,4,4.49859715902487,29.4459994084672,"MED MED MED",0,"R2"
5,5,5.50001861638216,31.1499817256201,"MED MED MED",0,"R2"
6,6,6.50192514447284,32.2253937769074,"MED MED MED",0,"R2"
7,7,7.50121473523317,32.9041045055411,"MED MED MED",0,"R2"
0,0,0.499575912767162,4.99937340897397,"MED MED MED",0,"R2"
1,1,1.49910607864622,15.8815091633528,"MED MED MED",0,"R2"
2,2,2.50058805639989,22.819395717653,"MED MED MED",0,"R2"
3,3,3.49890983474182,27.2426331157869,"MED MED MED",0,"R2"
4,4,4.50026698202435,30.0626603570977,"MED MED MED",0,"R2"
0,0,0.501274180555428,5.12181604996777,"MED MED MED",0,"R2"
1,1,1.49965084664805,16.3504476732513,"MED MED MED",0,"R2"
2,2,2.50004099211309,23.6845723710499,"MED MED MED",0,"R2"
0,0,0.500920395720795,4.98914583331141,"MED MED MED",0,"R2"
1,1,1.49933553533761,15.8425119911371,"MED MED MED",0,"R2"
2,2,2.5011862843881,22.7479007325751,"MED MED MED",0,"R2"
0,0,0.501797440818346,5.05597067805437,"MED MED MED",0,"R2"
1,1,1.49982049019482,16.0977936903072,"MED MED MED",0,"R2"
2,2,2.49902745263605,23.2171840640761,"MED MED MED",0,"R2"
3,3,3.49691314380018,27.8075238329593,"MED MED MED",0,"R2"
4,4,4.49991313863252,30.7672181449086,"MED MED MED",0,"R2"
5,5,5.50119299993056,32.6755279566497,"MED MED MED",0,"R2"
6,6,6.50033781869576,33.9059409499392,"MED MED MED",0,"R2"
7,7,7.49833670138168,34.6992692264806,"MED MED MED",0,"R2"
8,8,8.49843491506616,35.2107802051459,"MED MED MED",0,"R2"
9,9,9.4995987714005,35.5405850148722,"MED MED MED",0,"R2"
10,10,10.5012238457609,35.7532318925647,"MED MED MED",0,"R2"
11,11,11.4994087854,35.8903393369038,"MED MED MED",0,"R2"
