"#Yr" "Seas" "Flt" "Gender" "Part" "Ageerr" "Lbin_lo" "Lbin_hi" "Nsamp" "0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15"
41 1 1 0 0 1 115 115 20 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0
41 1 1 0 0 1 145 145 20 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0
41 1 1 0 0 1 165 165 20 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0
41 1 1 0 0 1 175 175 20 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0
41 1 1 0 0 1 195 195 20 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0
40 1 1 0 0 1 115 115 20 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0
40 1 1 0 0 1 125 125 20 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0
40 1 1 0 0 1 145 145 20 0 0 0 14 7 0 0 0 0 0 0 0 0 0 0 0
40 1 1 0 0 1 165 165 20 0 0 0 0 0 4 5 4 0 0 0 0 0 0 0 0
40 1 1 0 0 1 175 175 20 0 0 0 0 0 0 9 8 0 0 0 0 0 0 0 0
40 1 1 0 0 1 185 185 20 0 0 0 0 10 0 0 3 3 0 0 0 0 0 0 0
40 1 1 0 0 1 195 195 20 0 0 0 0 0 9 0 0 0 9 0 0 0 0 0 0
40 1 1 0 0 1 205 205 20 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0
42 1 1 0 0 1 125 125 20 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0
42 1 1 0 0 1 145 145 20 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0
42 1 1 0 0 1 155 155 20 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0
42 1 1 0 0 1 165 165 20 0 0 0 8 0 0 0 0 12 0 0 0 0 0 0 0
42 1 1 0 0 1 195 195 20 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0
43 1 1 0 0 1 125 125 20 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0
43 1 1 0 0 1 135 135 20 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0
43 1 1 0 0 1 155 155 20 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0
43 1 1 0 0 1 175 175 20 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0
44 1 1 0 0 1 125 125 20 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0
44 1 1 0 0 1 155 155 20 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0
44 1 1 0 0 1 165 165 20 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0
