"Year","Age","AgeE","Length_cm","FSIM","FMORT","block","Flev","REG"
48,2,2.50109435647305,13.1656361414913,"HIGH MED NA",0,"early","high","R1"
84,2,2.50186186880294,12.7196934187866,"HIGH MED NA",0.21091746094171,"late","med","R1"
81,1,1.49921764224881,10.1758731802374,"HIGH MED NA",0.258446474187076,"late","med","R1"
98,0,0.497435546514624,6.34565601671214,"HIGH MED NA",0.296956782834604,"late","med","R1"
9,0,0.499354110306836,6.24774924164925,"HIGH MED NA",0,"early","high","R1"
44,4,4.49899996316237,17.6758421505562,"HIGH MED NA",0,"early","high","R1"
86,1,1.50068476212645,9.85393100273432,"HIGH MED NA",0.268323604995385,"late","med","R1"
14,8,8.50011919955738,20.1312223413023,"HIGH MED NA",0,"early","high","R1"
25,4,4.49925450442272,16.1755783240151,"HIGH MED NA",0,"early","high","R1"
84,0,0.499802093624489,6.51313664669015,"HIGH MED NA",0.218026631930843,"late","med","R1"
10,1,1.49965208964139,10.1060105160935,"HIGH MED NA",0,"early","high","R1"
51,4,4.50136387189565,17.185899399557,"HIGH MED NA",0.350664928299375,"early","high","R1"
3,3,3.50001790135906,15.7674522842324,"HIGH MED NA",0,"early","high","R1"
13,0,0.499689206922407,6.45011193148716,"HIGH MED NA",0,"early","high","R1"
18,0,0.500272840459445,6.04997782106943,"HIGH MED NA",0,"early","high","R1"
24,4,4.49928567076115,17.1521628035987,"HIGH MED NA",0,"early","high","R1"
10,1,1.49918974055278,9.2640381522486,"HIGH MED NA",0,"early","high","R1"
86,3,3.50036401485704,13.3784123908661,"HIGH MED NA",0.24999014318455,"late","med","R1"
12,1,1.49950625710115,10.2981018601482,"HIGH MED NA",0,"early","high","R1"
17,8,8.50136538390037,21.2706112718279,"HIGH MED NA",0,"early","high","R1"
49,2,2.49907898633872,12.4881225472047,"HIGH MED NA",0,"early","high","R1"
26,2,2.49978053314894,12.7494604140018,"HIGH MED NA",0,"early","high","R1"
41,0,0.499379876437667,6.33278240537208,"HIGH MED NA",0,"early","high","R1"
55,1,1.50046402301772,9.70779569408311,"HIGH MED NA",0.389900811575353,"early","high","R1"
48,7,7.50101697165762,20.5053099535464,"HIGH MED NA",0,"early","high","R1"
43,6,6.50107331278941,18.1544818517422,"HIGH MED NA",0,"early","high","R1"
34,11,11.5009001237954,19.9370783663884,"HIGH MED NA",0,"early","high","R1"
95,1,1.50103424199971,10.1130176555124,"HIGH MED NA",0.210456345090643,"late","med","R1"
97,0,0.499573005792466,6.45235964795259,"HIGH MED NA",0.216107397153974,"late","med","R1"
88,0,0.500456437117974,6.40000674924043,"HIGH MED NA",0.26892241735477,"late","med","R1"
50,1,1.4994866412454,9.48822668491778,"HIGH MED NA",0.308759990148246,"early","high","R1"
60,1,1.50003120000697,10.0616043700407,"HIGH MED NA",0.318900625105016,"early","high","R1"
6,3,3.50119163841224,14.7586056317798,"HIGH MED NA",0,"early","high","R1"
96,1,1.50052142222163,9.66344840823618,"HIGH MED NA",0.270124907419086,"late","med","R1"
