"Year","Age","AgeE","FSIM","Length_cm"
78,0,0.5008935970202,"MED HIGH",6.25274629293485
33,3,3.5005259450698,"MED HIGH",16.2487357204998
3,0,0.499900973013956,"MED HIGH",6.66433574252629
14,3,3.49983587572394,"MED HIGH",15.0407961758036
64,0,0.498856997925367,"MED HIGH",6.24570636993428
27,0,0.500062344763109,"MED HIGH",6.17502606566377
71,0,0.498790198997309,"MED HIGH",6.21876077739032
45,1,1.49930513675552,"MED HIGH",10.2932819096737
77,3,3.49988328821267,"MED HIGH",16.874736792036
13,1,1.50107286663053,"MED HIGH",10.2633290515953
41,4,4.50028131348598,"MED HIGH",17.3663214619972
50,3,3.50068633242461,"MED HIGH",13.3440537769611
55,0,0.50202749045701,"MED HIGH",6.16635628273949
25,3,3.50061956228099,"MED HIGH",15.0149720054645
39,3,3.49973400753889,"MED HIGH",14.3005465936069
91,1,1.49947859706478,"MED HIGH",9.93939961853141
4,2,2.50050578787577,"MED HIGH",12.3859797681571
49,0,0.500797407061497,"MED HIGH",6.11031539044785
57,0,0.499950613393362,"MED HIGH",6.2321285821374
59,2,2.50000245398524,"MED HIGH",12.342521986946
29,3,3.50098123673204,"MED HIGH",14.9143356813773
22,3,3.50123873386791,"MED HIGH",15.3019763199396
76,0,0.501246324654286,"MED HIGH",6.43750904156085
24,2,2.49991815113348,"MED HIGH",13.0597115729896
53,1,1.50146639540855,"MED HIGH",10.0933182391437
8,0,0.4996069110378,"MED HIGH",6.43520096247989
30,5,5.50142139006586,"MED HIGH",16.4457002124867
39,4,4.50030825804857,"MED HIGH",15.7562138691383
84,0,0.497029884381365,"MED HIGH",6.14270353468763
44,1,1.50292389538659,"MED HIGH",9.66104915312165
31,0,0.501245356662223,"MED HIGH",6.02126915021206
57,0,0.501420451614232,"MED HIGH",6.29803865292644
29,2,2.49972269100352,"MED HIGH",13.7460974390351
35,1,1.50259553957185,"MED HIGH",9.58119994661597
5,4,4.50096345324932,"MED HIGH",17.6427888873447
69,0,0.501371434670445,"MED HIGH",6.38312825335448
26,0,0.50095761100481,"MED HIGH",6.24842349491448
89,4,4.49957476528395,"MED HIGH",14.7027797944222
24,6,6.50212821596371,"MED HIGH",19.0187746930316
46,4,4.50023005523809,"MED HIGH",16.9625276139385
41,2,2.50070158132952,"MED HIGH",12.4595576527666
6,1,1.49977821152327,"MED HIGH",9.44406313488134
97,2,2.50016416537179,"MED HIGH",13.3866735791186
47,0,0.499828151433081,"MED HIGH",6.2652203294341
42,0,0.499718204047241,"MED HIGH",6.36841962975886
43,5,5.50065393532478,"MED HIGH",16.7419182998215
5,1,1.49811292059617,"MED HIGH",10.3033590933236
66,0,0.499751153035411,"MED HIGH",6.34662556619437
17,4,4.49970350061652,"MED HIGH",14.5080876433878
41,0,0.502104810505709,"MED HIGH",6.28885683602257
4,0,0.501268861835033,"MED HIGH",6.30423004447493
9,3,3.49911631236768,"MED HIGH",14.8285300518621
