"cohort","uni_ind","ind","fish_size","Year","Age","AgeE","FMORT","M","Sel","FSIM"
1,5,5,131.433415398857,2,2,2.50054280731742,0,0.25,0.170722931434358,"LOW MED"
1,1,1,143.443307770808,3,3,3.49796040436699,0,0.25,0.410688612489117,"LOW MED"
1,7,7,136.324245082217,3,3,3.50032828025591,0,0.25,0.252762116641987,"LOW MED"
1,8,8,150.995623065541,3,3,3.50058653033862,0,0.25,0.60005280020449,"LOW MED"
1,9,9,153.911108817039,3,3,3.5000699009438,0,0.25,0.6685648680334,"LOW MED"
1,12,12,144.807700937519,3,3,3.49992346748212,0,0.25,0.44458129134963,"LOW MED"
2,17,4,129.779829822733,3,2,2.49988252727968,0,0.25,0.148248507573831,"LOW MED"
1,4,4,167.521935780192,4,4,4.50157195434118,0,0.25,0.889302968725662,"LOW MED"
1,5,5,173.429828329839,4,4,4.49828738034534,0,0.25,0.936044969763006,"LOW MED"
1,7,7,149.987988312733,4,4,4.49889574054491,0,0.25,0.575267981238112,"LOW MED"
1,9,9,172.163746974801,4,4,4.49966538936877,0,0.25,0.927904359224142,"LOW MED"
1,12,12,160.608913647815,4,4,4.50059837761495,0,0.25,0.799271168478207,"LOW MED"
2,15,2,150.096927866826,4,3,3.50021886595321,0,0.25,0.577968265721058,"LOW MED"
2,17,4,152.581965344259,4,3,3.50003187207181,0,0.25,0.638012967409465,"LOW MED"
2,26,13,137.243020343363,4,3,3.500381640443,0,0.25,0.270783837472409,"LOW MED"
1,4,4,180.963174854868,5,5,5.49891441226894,0,0.25,0.969182252255996,"LOW MED"
1,5,5,188.059335934854,5,5,5.50048133348804,0,0.25,0.984765666403459,"LOW MED"
1,9,9,186.534715981396,5,5,5.50106434314214,0,0.25,0.982260343071742,"LOW MED"
2,17,4,170.46666119514,5,4,4.49905862210411,0,0.25,0.915492812924639,"LOW MED"
2,26,13,151.131295856318,5,4,4.50190452002876,0,0.25,0.603354095978479,"LOW MED"
3,29,3,144.582414579908,5,3,3.49902189205983,0,0.25,0.438940473838954,"LOW MED"
3,30,4,144.646694560058,5,3,3.49866894682643,0,0.25,0.440548401194955,"LOW MED"
3,31,5,147.98649645413,5,3,3.50004785478783,0,0.25,0.525019419517456,"LOW MED"
3,39,13,144.194829113965,5,3,3.49936333077597,0,0.25,0.429273547363476,"LOW MED"
4,48,9,136.449988238567,5,2,2.49963108451499,0,0.25,0.255181066568271,"LOW MED"
1,4,4,191.435029206418,6,6,6.49929469901427,0,0.25,0.989138331028601,"LOW MED"
1,5,5,199.61009903576,6,6,6.49901487371095,0,0.25,0.995234749315678,"LOW MED"
1,7,7,167.782343489758,6,6,6.50181756117805,0,0.25,0.891879121929381,"LOW MED"
1,9,9,197.849505021942,6,6,6.49980019395524,0,0.25,0.994307353962604,"LOW MED"
3,29,3,160.325014910692,6,4,4.50015630518175,0,0.25,0.794606677327019,"LOW MED"
3,31,5,164.62536872779,6,4,4.50034032377051,0,0.25,0.856871558004127,"LOW MED"
3,36,10,159.497131797263,6,4,4.50018994632778,0,0.25,0.780548138684734,"LOW MED"
3,39,13,159.836826352461,6,4,4.49971164732262,0,0.25,0.786398832804669,"LOW MED"
4,40,1,146.490843423033,6,3,3.50037259785107,0,0.25,0.487078907883985,"LOW MED"
4,44,5,146.275061805269,6,3,3.50115961580298,0,0.25,0.481607128287301,"LOW MED"
