"cohort","ind","fish_size","Year","Age","AgeE","dtype","FMORT","M","Sel","FSIM","REG"
1,1,187.382975440463,5,5,5.50089661910945,"M",0,0.25,0.983700379790478,"LOW HIGH NA",NA
1,2,170.061227507251,5,5,5.50023701564453,"M",0,0.25,0.912253127427892,"LOW HIGH NA",NA
1,3,123.009025428694,2,2,2.5000069799715,"M",0,0.25,0.0804786957401922,"LOW HIGH NA",NA
1,4,98.4681393927597,1,1,1.49952065831236,"M",0,0.25,0.00719209103736955,"LOW HIGH NA",NA
1,5,103.387383942096,1,1,1.49879481867943,"M",0,0.25,0.0117964198667358,"LOW HIGH NA",NA
1,6,175.990414181266,8,8,8.49881433287269,"M",0,0.25,0.949953749375776,"LOW HIGH NA",NA
1,7,126.789754331652,2,2,2.50073484781788,"M",0,0.25,0.113851021936306,"LOW HIGH NA",NA
1,8,63.149463154645,0,0,0.499826759313808,"M",0,0.25,0.000200690795929316,"LOW HIGH NA",NA
1,9,161.117775295055,4,4,4.4998623069724,"M",0,0.25,0.80743228037346,"LOW HIGH NA",NA
1,10,63.7091503522012,0,0,0.501762572687886,"M",0,0.25,0.000212423098321748,"LOW HIGH NA",NA
2,1,60.88683618401,1,0,0.502480592659651,"M",0,0.25,0.000159505226497922,"LOW HIGH NA",NA
2,2,65.0607098433468,1,0,0.498824429518718,"M",0,0.25,0.000243660493926952,"LOW HIGH NA",NA
2,3,96.3469320941689,2,1,1.49978955402539,"M",0,0.25,0.00580665822583886,"LOW HIGH NA",NA
2,4,145.169605594891,4,3,3.50010645898367,"M",0,0.25,0.453672188440694,"LOW HIGH NA",NA
2,5,136.613712122189,3,2,2.50044561372243,"M",0,0.25,0.258353384925075,"LOW HIGH NA",NA
2,6,149.501492118086,4,3,3.50029418406618,"M",0,0.25,0.563156472328049,"LOW HIGH NA",NA
2,7,165.768748227213,5,4,4.49870823200041,"M",0,0.25,0.870528041492067,"LOW HIGH NA",NA
2,8,63.1498142654556,1,0,0.500567816303893,"M",0,0.25,0.000200697949070347,"LOW HIGH NA",NA
2,9,156.441857663451,4,3,3.49889378667768,"M",0,0.25,0.722852286051327,"LOW HIGH NA",NA
2,10,178.391855927617,5,4,4.50065471959014,"M",0,0.25,0.960353158343251,"LOW HIGH NA",NA
3,1,192.614131747175,11,9,9.50085893201097,"M",0,0.25,0.990352014315094,"LOW HIGH NA",NA
3,2,63.6580485886491,2,0,0.501171055711217,"M",0,0.25,0.000211324031182159,"LOW HIGH NA",NA
3,3,147.660728019787,5,3,3.50101602304925,"M",0,0.25,0.516765034837491,"LOW HIGH NA",NA
3,4,100.638492861916,3,1,1.49945898192036,"M",0,0.25,0.00894926702159392,"LOW HIGH NA",NA
3,5,175.96440909904,10,8,8.50035125087885,"M",0,0.25,0.949828073241862,"LOW HIGH NA",NA
3,6,173.717629209842,6,4,4.50050182615045,"M",0,0.25,0.93777215488398,"LOW HIGH NA",NA
3,7,100.148291489954,3,1,1.50041355790548,"M",0,0.25,0.00851845451084372,"LOW HIGH NA",NA
3,8,234.306060445107,10,8,8.49909437105294,"M",0,0.25,0.999858687005058,"LOW HIGH NA",NA
3,9,170.525210849635,6,4,4.49892492077958,"M",0,0.25,0.91595159330051,"LOW HIGH NA",NA
3,10,123.12221504671,4,2,2.49970437964945,"M",0,0.25,0.081333266462479,"LOW HIGH NA",NA
3,11,186.41655784681,9,7,7.49998339439273,"M",0,0.25,0.982050084004595,"LOW HIGH NA",NA
4,1,184.957282656922,8,5,5.50115100594899,"M",0,0.25,0.979242937152199,"LOW HIGH NA",NA
4,2,62.8075626996107,3,0,0.500269182866523,"M",0,0.25,0.000193844884678185,"LOW HIGH NA",NA
4,3,62.569564605677,3,0,0.500899777333103,"M",0,0.25,0.000189217735411442,"LOW HIGH NA",NA
4,4,114.840263709472,5,2,2.49928915214844,"M",0,0.25,0.0367825897763517,"LOW HIGH NA",NA
4,5,97.6954484158632,4,1,1.4991344296317,"M",0,0.25,0.00665302491908109,"LOW HIGH NA",NA
4,6,156.07455005529,6,3,3.50026535253941,"M",0,0.25,0.715319266737471,"LOW HIGH NA",NA
4,7,135.251783878069,5,2,2.5006784810023,"M",0,0.25,0.232754187715515,"LOW HIGH NA",NA
4,8,219.100468538608,10,7,7.49993207818145,"M",0,0.25,0.999338627713397,"LOW HIGH NA",NA
4,9,205.162628185609,11,8,8.49927480215886,"M",0,0.25,0.997282684945484,"LOW HIGH NA",NA
4,10,63.5797191623724,3,0,0.500262009422706,"M",0,0.25,0.0002096503932455,"LOW HIGH NA",NA
4,11,194.459481334478,9,6,6.49873623581974,"M",0,0.25,0.991987232475488,"LOW HIGH NA",NA
5,1,62.879844435711,4,0,0.499980392255146,"M",0,0.25,0.00019527245421227,"LOW HIGH NA",NA
5,2,99.5820123277916,5,1,1.50112262337493,"M",0,0.25,0.008046323928467,"LOW HIGH NA",NA
5,3,197.410751159478,13,9,9.49961754669568,"M",0,0.25,0.994049569308261,"LOW HIGH NA",NA
5,4,134.603300023323,7,3,3.49909166234367,"M",0,0.25,0.221203543372,"LOW HIGH NA",NA
5,5,62.6197216623729,4,0,0.499285298344714,"M",0,0.25,0.000190183613127764,"LOW HIGH NA",NA
5,6,176.186063292809,10,6,6.50053773400313,"M",0,0.25,0.950889753422038,"LOW HIGH NA",NA
5,7,121.634666545298,6,2,2.50101704073116,"M",0,0.25,0.0707383400085923,"LOW HIGH NA",NA
5,8,61.265025497288,4,0,0.500173867682757,"M",0,0.25,0.00016574805697774,"LOW HIGH NA",NA
5,9,62.8047065952818,4,0,0.501904599760583,"M",0,0.25,0.000193788691210248,"LOW HIGH NA",NA
5,10,174.147974595962,8,4,4.50192359039014,"M",0,0.25,0.94027369387817,"LOW HIGH NA",NA
5,11,94.1959757197933,5,1,1.50096591032449,"M",0,0.25,0.00467277618331571,"LOW HIGH NA",NA
5,12,187.056600812497,10,6,6.49910287812827,"M",0,0.25,0.983160448568212,"LOW HIGH NA",NA
6,1,191.408939285146,15,10,10.501322422774,"M",0,0.25,0.989109834382058,"LOW HIGH NA",NA
6,2,63.440593439383,5,0,0.500276782767542,"M",0,0.25,0.000206710347191956,"LOW HIGH NA",NA
6,3,93.1415644239384,6,1,1.50028946771537,"M",0,0.25,0.00420036320190968,"LOW HIGH NA",NA
6,4,95.1242599156733,6,1,1.50024508996305,"M",0,0.25,0.00513224168888193,"LOW HIGH NA",NA
6,5,214.616648505745,12,7,7.49962602264232,"M",0,0.25,0.998957696386522,"LOW HIGH NA",NA
