"cohort","uni_ind","ind","fish_size","Year","Age","AgeE","FMORT","M","Sel","FSIM"
1,2,2,98.6173876196649,1,1,1.49914820079258,0,0.25,0.00730110475676078,"MED MED"
2,22,9,96.127081313661,2,1,1.50034181570092,0,0.25,0.00567920605988394,"MED MED"
1,2,2,147.803841691028,3,3,3.49851457238413,0,0.25,0.520392671070079,"MED MED"
1,4,4,151.492742706897,3,3,3.50035954214412,0,0.25,0.612102554787523,"MED MED"
1,12,12,150.700223533319,3,3,3.49796380424554,0,0.25,0.592833766847816,"MED MED"
1,13,13,155.304133275212,3,3,3.50064152106974,0,0.25,0.699125788080881,"MED MED"
1,2,2,164.39404542957,4,4,4.499443330901,0,0.25,0.853966860079541,"MED MED"
1,4,4,169.078450962978,4,4,4.50172754278575,0,0.25,0.903930244069679,"MED MED"
1,12,12,168.069829698098,4,4,4.49972663758934,0,0.25,0.894661826613191,"MED MED"
1,13,13,173.946038230402,4,4,4.49857057545271,0,0.25,0.93911181234464,"MED MED"
2,19,6,150.609123334714,4,3,3.50167693544428,0,0.25,0.590599173247055,"MED MED"
1,2,2,177.22499539982,5,5,5.50073587563678,0,0.25,0.955587937242397,"MED MED"
1,3,3,165.274289103437,5,5,5.50092684845475,0,0.25,0.864763626091984,"MED MED"
1,4,4,182.828261772609,5,5,5.49884044047626,0,0.25,0.974362533748078,"MED MED"
1,10,10,171.303262802507,5,5,5.49934611337649,0,0.25,0.921836715485039,"MED MED"
2,19,6,167.953966489183,5,4,4.50016341761212,0,0.25,0.893548017448037,"MED MED"
3,35,10,143.967839393006,5,3,3.49954015877104,0,0.25,0.42363656913127,"MED MED"
3,36,11,149.30754218319,5,3,3.50107834198275,0,0.25,0.558306094206639,"MED MED"
4,39,3,128.080583540227,5,2,2.49976506485969,0,0.25,0.127757521291972,"MED MED"
1,2,2,187.148518928141,6,6,6.50036120627795,0,0.25,0.983314265287818,"MED MED"
1,3,3,173.539235262089,6,6,6.49982901840056,0,0.25,0.936706756179264,"MED MED"
1,4,4,193.578883501778,6,6,6.50010927834724,0,0.25,0.99124437575317,"MED MED"
2,17,4,180.241696091089,6,5,5.49972609759518,0,0.25,0.966917491613329,"MED MED"
3,29,4,167.188065589564,6,4,4.50111495202967,0,0.25,0.885921578846761,"MED MED"
3,34,9,156.710301448762,6,4,4.50109775152902,0,0.25,0.728279314836152,"MED MED"
3,35,10,159.551056112156,6,4,4.4992535553441,0,0.25,0.781484536737214,"MED MED"
3,36,11,166.300346555654,6,4,4.50065531875621,0,0.25,0.876490749407271,"MED MED"
4,37,1,157.582478358926,6,3,3.49954613349098,0,0.25,0.745444955662838,"MED MED"
5,49,1,135.275312872051,6,2,2.50196428830652,0,0.25,0.233181078816352,"MED MED"
5,56,8,128.750540040093,6,2,2.50084456974423,0,0.25,0.135531465300829,"MED MED"
5,59,11,134.59351575853,6,2,2.49949581681902,0,0.25,0.221032451845026,"MED MED"
1,3,3,179.774497751485,7,7,7.50031057422172,0,0.25,0.965366042406629,"MED MED"
1,4,4,201.984516798399,7,7,7.50098947516232,0,0.25,0.996251741986296,"MED MED"
3,29,4,180.563537581612,7,5,5.49892632844405,0,0.25,0.96794697684372,"MED MED"
3,35,10,171.463119813344,7,5,5.49899728669761,0,0.25,0.922998218215457,"MED MED"
3,36,11,179.501677423937,7,5,5.49899986207441,0,0.25,0.964427871320274,"MED MED"
4,37,1,176.869035854841,7,4,4.49982470869702,0,0.25,0.954028603094371,"MED MED"
4,39,3,167.443976288659,7,4,4.49924656258857,0,0.25,0.888521345705246,"MED MED"
5,52,4,149.325464059166,7,3,3.5003397101219,0,0.25,0.558754773068013,"MED MED"
5,53,5,156.66080108737,7,3,3.49889014943556,0,0.25,0.727283608557078,"MED MED"
5,56,8,151.142865710854,7,3,3.50016923332135,0,0.25,0.603635192145299,"MED MED"
5,59,11,159.356724566988,7,3,3.50106865747122,0,0.25,0.77809644597402,"MED MED"
5,60,12,170.125352080845,7,3,3.50076622787416,0,0.25,0.912772896477366,"MED MED"
5,61,13,146.120798366792,7,3,3.50037670858367,0,0.25,0.47769794957833,"MED MED"
1,3,3,184.478520931476,8,8,8.49868067234567,0,0.25,0.978231521239341,"MED MED"
1,4,4,208.55666424226,8,8,8.50030218250562,0,0.25,0.998073254834447,"MED MED"
3,29,4,190.97610789064,8,6,6.49990759515975,0,0.25,0.988626143749269,"MED MED"
3,35,10,180.568894582348,8,6,6.50064032112048,0,0.25,0.967963847667848,"MED MED"
3,36,11,189.75749705641,8,6,6.50169717317365,0,0.25,0.987147363644913,"MED MED"
4,37,1,192.211461419702,8,5,5.49840071929545,0,0.25,0.989953435954064,"MED MED"
4,43,7,168.577699521277,8,5,5.50170907007768,0,0.25,0.899423480675737,"MED MED"
5,52,4,166.323093406495,8,4,4.50047269723134,0,0.25,0.876740550887039,"MED MED"
5,56,8,168.633020501317,8,4,4.50072422332941,0,0.25,0.899930449037008,"MED MED"
5,59,11,179.152134703525,8,4,4.50033797540375,0,0.25,0.963190055600799,"MED MED"
5,60,12,193.135758614891,8,4,4.50222577742545,0,0.25,0.990845139459471,"MED MED"
5,61,13,162.265626896301,8,4,4.50161079598449,0,0.25,0.824907291486076,"MED MED"
6,67,4,155.393967879744,8,3,3.49952428301692,0,0.25,0.701040914427159,"MED MED"
6,72,9,151.246700182304,8,3,3.49863916917804,0,0.25,0.606154826350449,"MED MED"
1,3,3,188.027342511244,9,9,9.49950382027547,0,0.25,0.984716856755444,"MED MED"
1,4,4,213.695256481491,9,9,9.49978443032077,0,0.25,0.998855598045203,"MED MED"
3,29,4,199.082111215601,9,7,7.50003547560343,0,0.25,0.994973642268287,"MED MED"
3,35,10,187.529496558944,9,7,7.49924270625282,0,0.25,0.98393720244042,"MED MED"
3,36,11,197.725014678933,9,7,7.49975097103292,0,0.25,0.994235360808865,"MED MED"
4,37,1,204.416336357243,9,6,6.50035934836179,0,0.25,0.997069411700419,"MED MED"
4,43,7,177.286587263996,9,6,6.49913503305828,0,0.25,0.955852581536137,"MED MED"
5,52,4,179.528873281007,9,5,5.49937398643713,0,0.25,0.964522479798563,"MED MED"
5,56,8,182.294197062081,9,5,5.50071275391197,0,0.25,0.972972574307582,"MED MED"
5,59,11,194.976346561718,9,5,5.50049840281085,0,0.25,0.992393771938491,"MED MED"
6,64,1,166.098458747765,9,4,4.49918774023288,0,0.25,0.874254548805298,"MED MED"
6,71,8,152.581014879943,9,4,4.49967575300455,0,0.25,0.637990679533628,"MED MED"
6,72,9,168.765188062076,9,4,4.50097617735505,0,0.25,0.901132462463845,"MED MED"
7,80,7,143.091960436213,9,3,3.50054338611684,0,0.25,0.40208320695147,"MED MED"
1,3,3,190.704653851588,10,10,10.5008048502146,0,0.25,0.988312019616177,"MED MED"
3,29,4,205.392492605998,10,8,8.5002627384589,0,0.25,0.997345202752967,"MED MED"
3,35,10,192.850293647131,10,8,8.49675164414088,0,0.25,0.990578449312025,"MED MED"
3,36,11,203.914801486827,10,8,8.50059169203456,0,0.25,0.996916787319743,"MED MED"
4,37,1,214.125294801346,10,7,7.50107375345127,0,0.25,0.99890443712677,"MED MED"
5,56,8,192.964642650481,10,6,6.50045352363829,0,0.25,0.990686189263149,"MED MED"
5,59,11,207.626030463481,10,6,6.49949567298496,0,0.25,0.997882723315423,"MED MED"
5,61,13,184.248285817725,10,6,6.49778046567049,0,0.25,0.977728126930726,"MED MED"
6,64,1,179.260333220952,10,5,5.49907992900145,0,0.25,0.963577575845947,"MED MED"
6,71,8,163.226894513949,10,5,5.5015753623899,0,0.25,0.838560354513564,"MED MED"
6,72,9,182.45263650661,10,5,5.50091860752089,0,0.25,0.97339240288657,"MED MED"
7,80,7,158.449317673941,10,4,4.49879161596317,0,0.25,0.761782408668864,"MED MED"
8,91,6,139.530179651881,10,3,3.50023433546821,0,0.25,0.318987525346406,"MED MED"
8,94,9,150.040007462034,10,3,3.50139283602883,0,0.25,0.576557950575313,"MED MED"
9,99,3,123.22327117483,10,2,2.50058588375936,0,0.25,0.0821032106026386,"MED MED"
