"Year","Age","AgeE","FSIM","Length_cm"
21,0,0.500963689019748,"MED LOW",6.28932855147243
44,1,1.49941064050197,"MED LOW",9.7334749797322
27,1,1.50107963002491,"MED LOW",10.0445333228883
3,3,3.50035248961062,"MED LOW",15.8978578443153
81,2,2.50020320742445,"MED LOW",12.7698807273057
30,7,7.50123686256582,"MED LOW",19.054737398781
23,2,2.49864738318728,"MED LOW",12.7313818281298
7,5,5.50104811818949,"MED LOW",17.8572242965196
23,4,4.49896630703295,"MED LOW",15.0272208709891
63,1,1.50003204976178,"MED LOW",9.83456489044423
16,1,1.49790499570211,"MED LOW",9.53751604729453
43,1,1.50073756803442,"MED LOW",9.66806641206768
77,1,1.49905319719365,"MED LOW",9.89944116178316
66,1,1.49931436834342,"MED LOW",9.90365102307823
34,11,11.4988620398037,"MED LOW",23.1519378614048
30,4,4.50043274217798,"MED LOW",17.2668562141629
36,5,5.49850194928103,"MED LOW",18.7701498099359
62,0,0.4980262330575,"MED LOW",6.45554215278513
95,0,0.499905087683011,"MED LOW",6.38501265171804
80,5,5.50058282696053,"MED LOW",16.9626118396843
53,4,4.49879979053577,"MED LOW",15.6803356853133
5,5,5.50047634873672,"MED LOW",17.9856104792519
38,0,0.499275177569692,"MED LOW",6.23380479891304
34,3,3.49889363603314,"MED LOW",14.6664899978634
98,0,0.500004256967377,"MED LOW",6.3662416598229
73,1,1.50130231422147,"MED LOW",9.7630017421942
81,2,2.50159404504531,"MED LOW",12.1463967917017
94,1,1.49907808662011,"MED LOW",9.4400701732353
53,0,0.498446179831618,"MED LOW",6.35192027929045
88,1,1.49991992222744,"MED LOW",9.37490157186761
21,7,7.50089969558645,"MED LOW",21.0105957029329
30,1,1.4994292527635,"MED LOW",10.357706673988
49,1,1.50173745308694,"MED LOW",9.60654574075169
36,3,3.49992513497369,"MED LOW",14.1084417685476
73,0,0.49945312868075,"MED LOW",6.14482839055739
21,0,0.501001110187012,"MED LOW",6.18219074949397
48,0,0.498253231710063,"MED LOW",6.46142855021282
10,2,2.49926604438253,"MED LOW",12.8218104451226
77,0,0.497763180835403,"MED LOW",6.22082437653804
95,0,0.499668545793079,"MED LOW",6.28839069717244
57,3,3.49809425140397,"MED LOW",14.3332648577129
74,0,0.500982638223573,"MED LOW",6.27721374294891
38,3,3.50106984678167,"MED LOW",14.2135680253368
88,1,1.50103882388237,"MED LOW",9.98698523359454
45,1,1.50063043771583,"MED LOW",10.4015864807166
18,8,8.50055598883455,"MED LOW",22.4728372840531
17,2,2.50055454428999,"MED LOW",13.8207618068387
77,1,1.49904436018757,"MED LOW",10.1173924910103
87,0,0.500200182244535,"MED LOW",6.63077681232781
13,2,2.50042014825002,"MED LOW",12.5567381947963
19,3,3.49912234018373,"MED LOW",15.2102923886244
37,7,7.50073720984168,"MED LOW",19.8870343862793
83,2,2.49938983086989,"MED LOW",12.6277907819319
39,9,9.49976587677497,"MED LOW",21.5696214526832
77,5,5.4985352365561,"MED LOW",17.2676676946484
12,0,0.500929425134027,"MED LOW",6.08878504035019
36,7,7.50026321081088,"MED LOW",18.7159726557619
94,2,2.5003926438762,"MED LOW",11.7579023395738
31,14,14.500246888789,"MED LOW",25.4958267283123
76,0,0.501505453029881,"MED LOW",6.38228772368967
28,3,3.50149901350404,"MED LOW",13.7333856271905
3,3,3.49977558685598,"MED LOW",14.6186925061791
24,6,6.50023826087368,"MED LOW",18.9662994839003
7,2,2.49905412866983,"MED LOW",12.2897531202749
79,0,0.500208087991845,"MED LOW",6.07601480426485
85,2,2.49999188906322,"MED LOW",12.235241242603
86,0,0.500096180714924,"MED LOW",6.28520908615887
