"Year","Age","AgeE","Length_cm","FSIM","block","Flev","REG"
25,6,6.49980605819971,32.3753098866826,"LOW LOW","early","low","R2"
67,0,0.499600321940537,4.94489774516745,"LOW LOW","early","low","R2"
37,2,2.49994690100241,24.468952795452,"LOW LOW","early","low","R2"
75,0,0.498484994809042,4.83745281796584,"LOW LOW","late","low","R2"
35,2,2.50012369038355,22.809876731588,"LOW LOW","early","low","R2"
80,1,1.49920297458892,15.7362960006179,"LOW LOW","late","low","R2"
89,1,1.49963898089061,16.3519509887891,"LOW LOW","late","low","R2"
42,0,0.499928055686665,5.34106687857357,"LOW LOW","early","low","R2"
4,0,0.500983450943769,5.07032848542858,"LOW LOW","early","low","R2"
91,1,1.49931934454882,15.9296354326896,"LOW LOW","late","low","R2"
24,4,4.50224628728074,28.9971148271875,"LOW LOW","early","low","R2"
68,0,0.500084008587154,4.93613550816578,"LOW LOW","early","low","R2"
40,2,2.50154107779972,24.4641422483495,"LOW LOW","early","low","R2"
70,0,0.500229676747901,5.00716235465202,"LOW LOW","early","low","R2"
28,5,5.50032095950103,30.9569309761611,"LOW LOW","early","low","R2"
21,2,2.50139442935269,24.2874494929311,"LOW LOW","early","low","R2"
10,6,6.49965566363294,31.2311946171352,"LOW LOW","early","low","R2"
42,0,0.499394686729885,5.05648381964949,"LOW LOW","early","low","R2"
11,9,9.49981014135946,38.3814516284498,"LOW LOW","early","low","R2"
8,1,1.50095009787043,17.2198656714032,"LOW LOW","early","low","R2"
23,8,8.50063172498818,31.3261710130033,"LOW LOW","early","low","R2"
75,0,0.498430301364256,4.88080295240766,"LOW LOW","late","low","R2"
36,2,2.4990248859412,22.5942586920553,"LOW LOW","early","low","R2"
66,0,0.499932667620472,5.00741308680423,"LOW LOW","early","low","R2"
91,0,0.500793602379701,5.06801216577673,"LOW LOW","late","low","R2"
7,2,2.49980591675319,21.8258129943587,"LOW LOW","early","low","R2"
27,1,1.49791574201304,15.6858358598049,"LOW LOW","early","low","R2"
27,7,7.50160782425115,32.378525431325,"LOW LOW","early","low","R2"
20,0,0.500386706460763,5.09500212554189,"LOW LOW","early","low","R2"
80,1,1.50024572459318,15.9524112305563,"LOW LOW","late","low","R2"
59,1,1.50047485140846,15.9759340145585,"LOW LOW","early","low","R2"
67,1,1.50177824888342,16.4446590440026,"LOW LOW","early","low","R2"
19,8,8.50152708584614,34.0587513715445,"LOW LOW","early","low","R2"
17,1,1.50125184137047,15.0327903215768,"LOW LOW","early","low","R2"
6,0,0.500225606265088,4.91231176823817,"LOW LOW","early","low","R2"
70,0,0.500347213790782,4.80373818206599,"LOW LOW","early","low","R2"
20,1,1.49988538844504,15.7271475560625,"LOW LOW","early","low","R2"
68,2,2.50104880908504,21.2539695212506,"LOW LOW","early","low","R2"
93,0,0.499954022051146,4.92254299036648,"LOW LOW","late","low","R2"
16,3,3.50102043308782,26.6442819379689,"LOW LOW","early","low","R2"
69,1,1.49976953784293,15.1836136136459,"LOW LOW","early","low","R2"
38,4,4.49930293817769,30.6071221110333,"LOW LOW","early","low","R2"
99,1,1.50130898710464,15.6309349005084,"LOW LOW","late","low","R2"
5,0,0.500975231048499,4.95491914136153,"LOW LOW","early","low","R2"
76,0,0.499760805086487,5.0641050994561,"LOW LOW","late","low","R2"
32,6,6.4995334475688,31.2611171242713,"LOW LOW","early","low","R2"
32,6,6.49923922196498,35.7261358894518,"LOW LOW","early","low","R2"
