"","Predicted","Year","Length_cm","Age","Sex","Latitude_dd","Longitude_dd","REG"
"24558",68.1705315985811,1997,66,7,"F",53.77167,-167.33067,"North_Early"
"24559",64.1489785789309,2012,68,19,"M",55.55667,-134.9727,"North_Late"
"24560",64.2442540733764,1998,66,15,"M",51.765,-178.166,"North_Early"
"24561",52.4763509918782,2016,52,3,"M",54.84833,-157.7495,"North_Late"
"24562",75.7043025347746,2004,79,18,"F",57.62166667,-136.5443333,"North_Early"
"24563",76.3986603566828,1989,99,52,"F",51.68667,-177.0283,"North_Early"
"24564",76.3070653302751,2002,84,27,"F",59.15133333,-147.616,"North_Early"
"24565",61.9727863031823,2015,68,5,"F",56.48667,-171.45,"North_Late"
"24566",73.7238200023865,1997,77,12,"F",54.62667,-158.5895,"North_Early"
"24567",61.3334750076491,1985,62,7,"M",56.01667,-154.5167,"North_Early"
"24568",67.5752676868978,2007,68,8,"F",55.80833333,-168.8028333,"North_Late"
"24569",60.7298427959416,2013,55,8,"M",53.59167,-168.3297,"North_Late"
"24570",59.751894499999,2007,63,7,"M",56.03667,-169.5005,"North_Late"
"24571",64.0177255676219,1993,68,13,"M",55.755,-155.1317,"North_Early"
"24572",56.4178581171922,1985,54,4,"M",51.725,-176.0167,"North_Early"
"24573",68.8501125145567,2013,50,9,"F",57.11833,-151.2133,"North_Late"
"24574",52.4763509918782,2015,54,3,"M",57.39667,-150.5802,"North_Late"
"24575",69.9094434247163,2011,68,10,"F",57.18833,-136.2413,"North_Late"
"24576",62.5989288116819,2016,57,11,"M",55.98333,-135.4353,"North_Late"
"24577",62.1836407498947,1985,58,8,"M",55.99333,-135.4333,"North_Early"
"24578",60.2517402012871,2000,59,4,"F",51.40333333,-178.6221667,"North_Early"
"24579",52.4763509918782,2015,50,3,"M",53.73667,-164.4722,"North_Late"
"24580",63.5014997041254,2001,62,5,"F",54.51167,-159.2567,"North_Early"
"24581",76.3691070351943,1989,79,32,"F",52.87166,-172.8333,"North_Early"
"24582",71.1493236763679,1989,86,9,"F",58.67333,-148.2917,"North_Early"
"24583",59.2987946182774,2016,49,4,"F",53.02667,-170.1053,"North_Late"
"24584",56.0807968840376,2007,50,3,"F",53.97,-163.2636667,"North_Late"
"24585",62.5989288116819,2016,59,11,"M",52.28167,-173.4892,"North_Late"
"24586",64.4226803866006,2007,73,35,"M",56.85167,-135.9983,"North_Late"
"24587",69.8265732158384,1993,77,8,"F",52.82834,-171.2567,"North_Early"
"24588",68.1705315985811,1991,61,7,"F",54.87667,-157.62,"North_Early"
"24589",72.2058603977873,1987,55,10,"F",54.085,-162.055,"North_Early"
"24590",63.8390509713656,1998,67,12,"M",54.63,-158.582,"North_Early"
"24591",63.8390509713656,1991,58,12,"M",60.8,-178.3333,"North_Early"
"24592",63.2842892184267,2015,64,13,"M",56.04167,-154.5687,"North_Late"
"24593",61.503320339004,2016,58,9,"M",55.55667,-134.9687,"North_Late"
"24594",63.5014997041254,1987,59,5,"F",53.195,-166.85,"North_Early"
"24595",71.5211359341148,2014,73,12,"F",55.98167,-154.0235,"North_Late"
"24596",59.2987946182774,2013,60,4,"F",53.34667,-168.9815,"North_Late"
"24597",75.7043025347746,1989,65,18,"F",52.87166,-172.8333,"North_Early"
"24598",75.3101173813775,1989,59,16,"F",52.1,-176.2967,"North_Early"
"24599",61.3334750076491,1987,56,7,"M",56.4,-135.39666,"North_Early"
"24600",54.9754797683126,2006,52,4,"M",53.73166667,-164.4661667,"North_Late"
"24601",52.2081186419807,2017,54,2,"F",55.76167,-155.135,"North_Late"
"24602",74.6922618864416,1991,90,14,"F",60.11667,-178.8633,"North_Early"
"24603",76.3950392663989,1991,79,41,"F",60.8,-178.3333,"North_Early"
"24604",64.2442540733764,1997,68,15,"M",55.35333,-134.7455,"North_Early"
"24605",67.5752676868978,2008,79,8,"F",51.40667,-178.6182,"North_Late"
"24606",61.9727863031823,2008,59,5,"F",51.86,-175.131,"North_Late"
"24607",66.0410640504121,2013,54,7,"F",53.34667,-168.9815,"North_Late"
"24608",74.6922618864416,1993,73,14,"F",58.01667,-173.8467,"North_Early"
"24609",56.9520873188476,2006,54,5,"M",52.28,-173.497,"North_Late"
"24610",61.9727863031823,2014,60,5,"F",53.73667,-164.4697,"North_Late"
"24611",64.1489785789309,2014,68,19,"M",51.76333,-178.1642,"North_Late"
"24612",63.7130180014246,2015,64,15,"M",56.04167,-154.5687,"North_Late"
"24613",56.4178581171922,1996,55,4,"M",55.55833,-134.96699,"North_Early"
"24614",66.0972200255199,2004,69,6,"F",56.30166667,-153.0765,"North_Early"
"24615",56.9520873188476,2006,59,5,"M",52.28,-173.497,"North_Late"
"24616",66.0410640504121,2006,53,7,"F",51.84833333,-175.1376667,"North_Late"
"24617",59.751894499999,2011,57,7,"M",55.555,-134.9747,"North_Late"
"24618",60.2517402012871,1989,51,4,"F",55.965,-135.4167,"North_Early"
"24619",56.4178581171922,1985,58,4,"M",56.01667,-154.5167,"North_Early"
"24620",75.035754948846,1993,84,15,"F",60.8,-178.3717,"North_Early"
"24621",62.1836407498947,2002,66,8,"M",53.735,-164.4743333,"North_Early"
"24622",64.1947367585421,2011,54,6,"F",53.77167,-167.3308,"North_Late"
