"Year","Age","AgeE","FSIM","Length_cm"
14,1,1.49897331066674,"HIGH MED",9.72309360237307
44,0,0.500547746382204,"HIGH MED",6.362997415103
10,0,0.500100135192283,"HIGH MED",6.11812535119894
98,0,0.498981697168539,"HIGH MED",6.24884482945947
81,3,3.50083564886316,"HIGH MED",14.8527760770421
72,1,1.50003343976854,"HIGH MED",9.84650031883117
22,4,4.49927785778615,"HIGH MED",16.3768803367204
68,3,3.50124473165847,"HIGH MED",14.821012008562
22,0,0.500811281617309,"HIGH MED",6.20919477889749
18,1,1.50013991552838,"HIGH MED",10.1693399541285
16,0,0.498766184986099,"HIGH MED",6.21682105371734
82,4,4.50020545783474,"HIGH MED",15.6241681388247
76,3,3.50074563313453,"HIGH MED",15.2140522766005
57,1,1.49978790139705,"HIGH MED",10.1983284061301
23,0,0.500219184128061,"HIGH MED",6.30254540087853
61,4,4.50106421407683,"HIGH MED",15.2876506005482
60,0,0.498653748497356,"HIGH MED",6.08814367043448
16,0,0.500938581021166,"HIGH MED",6.15585507311603
28,5,5.49873074743944,"HIGH MED",17.2008515403341
11,6,6.49950869833994,"HIGH MED",18.6089976119121
39,3,3.49941322117754,"HIGH MED",14.8470953814417
36,1,1.50041366210405,"HIGH MED",10.7414065902794
46,2,2.49825909092391,"HIGH MED",12.5928088869879
82,3,3.50007112343033,"HIGH MED",13.8812798472742
84,2,2.50048624278826,"HIGH MED",12.6301342047206
37,0,0.500340222351497,"HIGH MED",6.4576062334332
51,4,4.5011559451985,"HIGH MED",16.9258498735405
62,2,2.49898554675474,"HIGH MED",11.9314220523444
26,0,0.500867334173184,"HIGH MED",6.36279689577635
10,0,0.499720251417743,"HIGH MED",6.27795812688653
20,3,3.49888141712468,"HIGH MED",15.3273562978295
40,0,0.499199361941581,"HIGH MED",6.44400288616798
38,3,3.49741287695254,"HIGH MED",14.6842259284922
89,1,1.49942730319082,"HIGH MED",9.66776766456045
35,1,1.50100439903559,"HIGH MED",10.5714903878159
22,3,3.50088238766124,"HIGH MED",15.3029180578935
8,1,1.50021366102665,"HIGH MED",9.63271437359953
49,2,2.50081873666108,"HIGH MED",13.3355457406705
2,0,0.499912393006695,"HIGH MED",5.95016168973622
21,1,1.50097124397011,"HIGH MED",10.2779982545118
21,9,9.4987582806473,"HIGH MED",18.6721131369057
10,10,10.4998812920686,"HIGH MED",20.8591533368022
74,4,4.50235448191078,"HIGH MED",16.3062519454745
43,0,0.499871874313166,"HIGH MED",6.39156451680307
49,1,1.49975948581366,"HIGH MED",9.44609778818793
45,0,0.499678145762777,"HIGH MED",6.2353448708149
41,1,1.50058408241546,"HIGH MED",9.48310353310788
74,5,5.49829397369934,"HIGH MED",19.9168739049107
26,3,3.50048970841309,"HIGH MED",15.2771510422425
26,2,2.4985743772637,"HIGH MED",12.8612581423687
2,1,1.50003412937536,"HIGH MED",9.9393726383122
75,0,0.499724129664797,"HIGH MED",6.45200225084356
98,1,1.50038330155546,"HIGH MED",9.70719273504785
20,8,8.49956938397279,"HIGH MED",20.6525348952723
89,4,4.49976332670939,"HIGH MED",15.4257383292813
31,3,3.49985010535696,"HIGH MED",15.1644626891473
54,2,2.50018694361901,"HIGH MED",12.589319053029
58,0,0.501434030876661,"HIGH MED",6.19794600066451
75,1,1.50024106289587,"HIGH MED",10.0749614793937
82,0,0.500109493493279,"HIGH MED",6.19732656369635
60,3,3.49928916873725,"HIGH MED",16.3107077669551
56,3,3.50025662645731,"HIGH MED",14.615486955382
8,0,0.499070971490678,"HIGH MED",6.53208975090598
93,1,1.50090397661276,"HIGH MED",10.0791170247725
9,0,0.500879403123475,"HIGH MED",5.95657806278454
16,0,0.500171830626633,"HIGH MED",6.26203909006213
34,6,6.50144584435726,"HIGH MED",17.9496888029022
72,3,3.50025555954638,"HIGH MED",16.2030072646142
92,0,0.500052301582138,"HIGH MED",6.2071977448897
34,11,11.5011072572078,"HIGH MED",21.2392951961093
59,0,0.498816236130165,"HIGH MED",6.46952218337374
8,1,1.49970006080827,"HIGH MED",9.72357794957017
53,1,1.50025513954727,"HIGH MED",9.90595873243751
92,2,2.49981608222284,"HIGH MED",12.3611685730191
33,4,4.49928894015243,"HIGH MED",16.0425557054885
56,4,4.4991688430528,"HIGH MED",16.6450802741548
45,1,1.50011727497987,"HIGH MED",9.64321518473939
13,2,2.49981069795973,"HIGH MED",12.0751873636749
18,2,2.4997305898699,"HIGH MED",12.1826306064895
51,0,0.499772210506523,"HIGH MED",6.19493215913779
36,1,1.49961700065241,"HIGH MED",9.81924504310235
93,0,0.499681273126634,"HIGH MED",6.28227543568457
95,3,3.49963910455025,"HIGH MED",14.5533812164227
19,6,6.50044857328878,"HIGH MED",18.2889540215271
90,0,0.499492781317583,"HIGH MED",6.39623251130819
3,1,1.49897266667338,"HIGH MED",10.4574094035782
58,0,0.498891883996857,"HIGH MED",6.31282963790739
32,3,3.50079559931523,"HIGH MED",15.2123597080826
51,3,3.49774450177808,"HIGH MED",13.8536029164601
3,1,1.50063116708416,"HIGH MED",9.77168697012613
51,0,0.499504279187438,"HIGH MED",6.68304725680047
21,0,0.500059106440866,"HIGH MED",6.24315084588833
34,1,1.50012875602209,"HIGH MED",10.4730107118651
13,0,0.501835344409892,"HIGH MED",6.3732083882927
12,2,2.50035625036632,"HIGH MED",13.5151167721781
94,1,1.49856597346484,"HIGH MED",10.1064905522225
41,0,0.500415754045131,"HIGH MED",5.95122982508119
99,0,0.501782436029576,"HIGH MED",6.34365968518418
91,3,3.50016317810228,"HIGH MED",15.5663732825437
17,1,1.49948905145364,"HIGH MED",9.69255400645516
43,0,0.500245130283365,"HIGH MED",6.42297217080186
47,3,3.49683143313141,"HIGH MED",14.3592448153709
98,0,0.501485327049599,"HIGH MED",6.30594545065563
