"Year","Age","AgeE","Length_cm","FSIM","FMORT","REG"
0,0,0.500360401761242,6.40960307966615,"HIGH MED NA",0,NA
1,1,1.49846870109153,10.1782352275068,"HIGH MED NA",0,NA
2,2,2.50121914980778,13.1551653365755,"HIGH MED NA",0,NA
0,0,0.498757016164063,6.3289423520926,"HIGH MED NA",0,NA
1,1,1.49808248289369,9.98723472999749,"HIGH MED NA",0,NA
2,2,2.50121624727544,12.8406389939866,"HIGH MED NA",0,NA
3,3,3.50062511883617,15.0662445642047,"HIGH MED NA",0,NA
4,4,4.49999622401764,16.8021781004015,"HIGH MED NA",0,NA
5,5,5.50038821409094,18.1561759886246,"HIGH MED NA",0,NA
6,6,6.49857497435375,19.2122707313582,"HIGH MED NA",0,NA
0,0,0.499533724074277,6.10415309903266,"HIGH MED NA",0,NA
0,0,0.500430797324285,6.27846553106741,"HIGH MED NA",0,NA
1,1,1.50029656454787,9.86852396646908,"HIGH MED NA",0,NA
2,2,2.50131555053076,12.6463739347725,"HIGH MED NA",0,NA
3,3,3.50003000724767,14.7957680422085,"HIGH MED NA",0,NA
4,4,4.50002346436076,16.4588870305613,"HIGH MED NA",0,NA
5,5,5.50054965466718,17.7457449222112,"HIGH MED NA",0,NA
0,0,0.49977645788357,6.20659029988072,"HIGH MED NA",0,NA
1,1,1.50023997133172,9.70057247434124,"HIGH MED NA",0,NA
2,2,2.50070136308204,12.373132800949,"HIGH MED NA",0,NA
3,3,3.49987287196176,14.4173844149288,"HIGH MED NA",0,NA
4,4,4.50044319374469,15.9810402918996,"HIGH MED NA",0,NA
5,5,5.50138955127216,17.1770866517825,"HIGH MED NA",0,NA
0,0,0.49967878398674,6.26340199130804,"HIGH MED NA",0,NA
1,1,1.49879538101243,9.83321939163965,"HIGH MED NA",0,NA
2,2,2.50098399260962,12.5887804709272,"HIGH MED NA",0,NA
3,3,3.50039686043027,14.715812755822,"HIGH MED NA",0,NA
0,0,0.501470267239606,6.18383958778116,"HIGH MED NA",0,NA
1,1,1.5010608427354,9.64767599625288,"HIGH MED NA",0,NA
0,0,0.499981822065002,6.32514534817701,"HIGH MED NA",0,NA
1,1,1.50053789786505,9.97828313955331,"HIGH MED NA",0,NA
2,2,2.5012556165769,12.8259574484172,"HIGH MED NA",0,NA
3,3,3.50145279605521,15.045761198636,"HIGH MED NA",0,NA
4,4,4.49989195226108,16.7761306703652,"HIGH MED NA",0,NA
5,5,5.49975238438155,18.1249789676064,"HIGH MED NA",0,NA
6,6,6.49918168433305,19.1764259323708,"HIGH MED NA",0,NA
0,0,0.501169316092352,6.1991719919906,"HIGH MED NA",0,NA
1,1,1.50040801532171,9.68331054135624,"HIGH MED NA",0,NA
0,0,0.498651800611209,6.18245143892508,"HIGH MED NA",0,NA
1,1,1.50116976791217,9.64445261431234,"HIGH MED NA",0,NA
2,2,2.4990378830619,12.2822514888805,"HIGH MED NA",0,NA
0,0,0.501047691362992,6.31654285247951,"HIGH MED NA",0,NA
1,1,1.49874935494971,9.95801555335321,"HIGH MED NA",0,NA
2,2,2.50039046704642,12.7927361494747,"HIGH MED NA",0,NA
3,3,3.50061777968461,14.999436986789,"HIGH MED NA",0,NA
4,4,4.49879429968345,16.7172530537644,"HIGH MED NA",0,NA
0,0,0.49967838268722,6.32254323656455,"HIGH MED NA",0,NA
1,1,1.50036225012843,9.97215060819153,"HIGH MED NA",0,NA
2,2,2.50075508647071,12.815902526143,"HIGH MED NA",0,NA
3,3,3.50143384688889,15.0317367645661,"HIGH MED NA",0,NA
4,4,4.50029702710274,16.7583013573401,"HIGH MED NA",0,NA
5,5,5.49943364543155,18.1036300111397,"HIGH MED NA",0,NA
1,0,0.499576780832502,6.38982961853886,"HIGH MED NA",0,NA
2,1,1.49673990803125,10.1312643022169,"HIGH MED NA",0,NA
1,0,0.501013942694508,6.1079292861099,"HIGH MED NA",0,NA
2,1,1.50066083152145,9.47210396297466,"HIGH MED NA",0,NA
3,2,2.4998327351472,12.0044689000144,"HIGH MED NA",0,NA
4,3,3.49926604136082,13.9106933949697,"HIGH MED NA",0,NA
5,4,4.50065808381929,15.345593938734,"HIGH MED NA",0,NA
6,5,5.50005067704012,16.4257078371461,"HIGH MED NA",0,NA
7,6,6.50103080717945,17.2387579391989,"HIGH MED NA",0,NA
1,0,0.499880445609607,6.45428198223017,"HIGH MED NA",0,NA
2,1,1.49863736974068,10.2847227466138,"HIGH MED NA",0,NA
1,0,0.499054942293467,6.25486418369853,"HIGH MED NA",0,NA
2,1,1.49993747351997,9.81323407657427,"HIGH MED NA",0,NA
1,0,0.49894600097369,6.40004199592744,"HIGH MED NA",0,NA
2,1,1.50080832527282,10.155511290169,"HIGH MED NA",0,NA
3,2,2.49989056351134,13.1176186349063,"HIGH MED NA",0,NA
4,3,3.50139887926555,15.4539657687252,"HIGH MED NA",0,NA
5,4,4.49958597796136,17.2967477122636,"HIGH MED NA",0,NA
6,5,5.50063923695794,18.7502326170859,"HIGH MED NA",0,NA
7,6,6.50016506992017,19.8966614585202,"HIGH MED NA",0,NA
8,7,7.49768397777572,20.8009013884373,"HIGH MED NA",0,NA
9,8,8.50033512421538,21.5141160436387,"HIGH MED NA",0,NA
10,9,9.5008609318091,22.0766604829678,"HIGH MED NA",0,NA
11,10,10.5007026964208,22.5203645542626,"HIGH MED NA",0,NA
1,0,0.497885104830535,6.10306777505183,"HIGH MED NA",0,NA
2,1,1.50135081922298,9.46090822516642,"HIGH MED NA",0,NA
3,2,2.50076812027488,11.9864933047479,"HIGH MED NA",0,NA
