"#_N_MeanSize-at-Age_obs"
50
"#Yr","Seas","Flt","Gender","Part","Ageerr","Nsamp","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","N_fish_a0","N_fish_a1","N_fish_a2","N_fish_a3","N_fish_a4","N_fish_a5","N_fish_a6","N_fish_a7","N_fish_a8","N_fish_a9","N_fish_a10","N_fish_a11","N_fish_a12","N_fish_a13","N_fish_a14","N_fish_a15"
50,1,1,0,0,1,2,60.2656019316638,97.1904458258172,123.427890183617,142.421804841179,182.67015844499,157.658416631658,-999,182.827636524171,-999,-999,-999,-999,-999,-999,-999,-999,4,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0
51,1,1,0,0,1,2,64.9689239732686,96.4907540110918,-999,-999,161.942478991759,176.274611333182,-999,184.942793152778,-999,-999,-999,-999,-999,-999,-999,-999,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
52,1,1,0,0,1,2,61.1022359172652,98.9572380959457,130.324231226256,135.584357048713,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,1,1,0,0,1,2,64.0661897904336,-999,130.626176458861,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,1,0,0,1,2,-999,102.035394844149,127.524085410792,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,1,0,0,1,2,62.0840210711208,98.070547123491,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,1,0,0,1,2,-999,96.8993171465873,127.445547756425,165.446990296178,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
57,1,1,0,0,1,2,60.5399990809797,94.5678317262559,-999,133.370879098949,-999,176.578960202331,-999,220.80399217362,-999,-999,-999,-999,-999,-999,-999,-999,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0
58,1,1,0,0,1,2,61.5119660403926,92.1146719876005,129.793308734521,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,1,0,0,1,2,61.6781279800526,97.598275593077,129.99104783639,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,1,0,0,1,2,61.9021616710526,99.6815927422451,129.18501195896,-999,-999,197.118342657578,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
61,1,1,0,0,1,2,64.4021586836744,-999,130.820309517868,-999,164.177050633341,-999,-999,-999,-999,-999,192.519873754017,-999,-999,-999,-999,-999,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
62,1,1,0,0,1,2,62.5809509400471,-999,-999,-999,-999,-999,-999,185.635562487953,-999,-999,-999,-999,-999,-999,-999,-999,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,1,1,0,0,1,2,62.3546906379477,98.0747906980963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,1,0,0,1,2,61.5308113342142,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,1,0,0,1,2,60.8272508142617,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,1,0,0,1,2,61.9536797602866,102.866673729088,135.006665704062,152.678874124742,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
67,1,1,0,0,1,2,62.8777343584139,-999,-999,-999,-999,-999,190.146875931016,207.943999233991,-999,-999,-999,-999,-999,-999,-999,-999,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
68,1,1,0,0,1,2,-999,98.1692793098281,135.500642776223,-999,-999,-999,-999,-999,-999,194.429829821029,-999,-999,-999,-999,-999,-999,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
69,1,1,0,0,1,2,63.25169418192,98.364543633318,122.714835171133,137.77999131791,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
70,1,1,0,0,1,2,62.6755580928879,97.4460030872953,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,1,0,0,1,2,62.4441581912499,101.104524902633,-999,143.967852220124,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,1,1,0,0,1,2,62.3376207315995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,1,0,0,1,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
