"Year","Age","AgeE","Length_cm","FSIM","block","Flev","REG"
25,3,3.50030748831969,26.1610206229558,"LOW HIGH","early","low","R2"
30,10,10.499806780919,34.9853609453664,"LOW HIGH","early","low","R2"
40,13,13.4998714418222,33.8987829398756,"LOW HIGH","early","low","R2"
19,1,1.50021792207368,16.2059649956112,"LOW HIGH","early","low","R2"
21,1,1.49974615884764,17.4041347024612,"LOW HIGH","early","low","R2"
43,0,0.501064318046467,5.11276872046865,"LOW HIGH","early","low","R2"
21,2,2.49905262354062,22.8805240277344,"LOW HIGH","early","low","R2"
28,0,0.500060174636078,4.92655871198812,"LOW HIGH","early","low","R2"
12,0,0.500204366925741,4.80959639635424,"LOW HIGH","early","low","R2"
13,3,3.50106121785572,26.7847592521646,"LOW HIGH","early","low","R2"
31,0,0.499103680989976,4.94345965290932,"LOW HIGH","early","low","R2"
28,3,3.50039393182283,27.1788209932023,"LOW HIGH","early","low","R2"
46,2,2.50130383222639,22.5314513522897,"LOW HIGH","early","low","R2"
20,2,2.50041464472132,24.287240057838,"LOW HIGH","early","low","R2"
99,2,2.4976858072907,23.190906196836,"LOW HIGH","late","high","R2"
31,6,6.50025466776401,33.6764925195221,"LOW HIGH","early","low","R2"
36,5,5.50081152666714,30.0295369109065,"LOW HIGH","early","low","R2"
59,2,2.49915032694828,23.4492148623062,"LOW HIGH","early","low","R2"
69,1,1.50081448072791,15.7103118331886,"LOW HIGH","early","low","R2"
11,3,3.49923506385669,25.5624770273573,"LOW HIGH","early","low","R2"
86,3,3.49902414443167,27.7943818422886,"LOW HIGH","late","high","R2"
2,0,0.500661260913356,4.98794376820781,"LOW HIGH","early","low","R2"
21,2,2.49953787448884,20.2624868186134,"LOW HIGH","early","low","R2"
40,0,0.500868255925233,4.89257652206142,"LOW HIGH","early","low","R2"
60,1,1.50149501110723,16.1727991024952,"LOW HIGH","early","low","R2"
28,2,2.5002488219719,22.7383470188042,"LOW HIGH","early","low","R2"
43,5,5.50176165412864,30.6057022569703,"LOW HIGH","early","low","R2"
17,11,11.5008467692992,34.1605986982636,"LOW HIGH","early","low","R2"
40,2,2.49981732829269,22.4330078499923,"LOW HIGH","early","low","R2"
15,4,4.50014953790918,34.6396474423343,"LOW HIGH","early","low","R2"
87,0,0.498444790852771,5.02187874189099,"LOW HIGH","late","high","R2"
26,1,1.49928246585632,15.2877642741949,"LOW HIGH","early","low","R2"
55,4,4.50053041418686,29.9240026431683,"LOW HIGH","early","low","R2"
13,0,0.499146292925952,4.91564648451437,"LOW HIGH","early","low","R2"
1,0,0.500847020134735,5.05094298734125,"LOW HIGH","early","low","R2"
64,0,0.499859373543262,4.94773881705042,"LOW HIGH","early","low","R2"
75,3,3.49921711747035,26.416192414446,"LOW HIGH","late","high","R2"
86,0,0.499837583926361,5.10180369811403,"LOW HIGH","late","high","R2"
38,0,0.50031252610143,4.99233218570737,"LOW HIGH","early","low","R2"
63,0,0.499677255574614,4.92944333182262,"LOW HIGH","early","low","R2"
37,6,6.49917566995919,32.085483129906,"LOW HIGH","early","low","R2"
82,2,2.4994327958155,23.7127918691062,"LOW HIGH","late","high","R2"
68,0,0.499452531891443,4.96508343515907,"LOW HIGH","early","low","R2"
31,7,7.49981654462946,29.6324390294638,"LOW HIGH","early","low","R2"
93,2,2.49923980243901,23.0076907819978,"LOW HIGH","late","high","R2"
1,1,1.50010114267488,16.6099942931367,"LOW HIGH","early","low","R2"
72,7,7.5021671080933,36.8149068892693,"LOW HIGH","early","low","R2"
37,0,0.500404356132076,5.25935488427221,"LOW HIGH","early","low","R2"
57,1,1.50047777008194,16.087200300507,"LOW HIGH","early","low","R2"
70,2,2.5002491193264,23.7824181666568,"LOW HIGH","early","low","R2"
13,4,4.50115989373898,31.0368348308925,"LOW HIGH","early","low","R2"
30,2,2.50136849303675,22.9573125548845,"LOW HIGH","early","low","R2"
3,2,2.50150546771946,22.9311219790136,"LOW HIGH","early","low","R2"
42,10,10.49865008186,34.112301074675,"LOW HIGH","early","low","R2"
37,0,0.499301556232291,5.00965312155834,"LOW HIGH","early","low","R2"
31,1,1.49875163206654,14.8410711167377,"LOW HIGH","early","low","R2"
25,0,0.499202119906553,5.07550831115289,"LOW HIGH","early","low","R2"
5,0,0.49928875404277,4.91834511223453,"LOW HIGH","early","low","R2"
42,3,3.499730657663,27.7037146019294,"LOW HIGH","early","low","R2"
74,2,2.49832121850613,23.9578007451982,"LOW HIGH","early","low","R2"
95,3,3.50020688838483,26.1852728327235,"LOW HIGH","late","high","R2"
96,1,1.50072100503893,15.8893369262364,"LOW HIGH","late","high","R2"
73,1,1.49915200291292,15.8198209813959,"LOW HIGH","early","low","R2"
39,4,4.50247026231712,29.2682259918795,"LOW HIGH","early","low","R2"
33,2,2.50045960199964,23.084833107776,"LOW HIGH","early","low","R2"
31,2,2.498375198525,21.992323706633,"LOW HIGH","early","low","R2"
48,1,1.4985655782674,15.9153644693987,"LOW HIGH","early","low","R2"
31,3,3.49989578357746,26.8947466297583,"LOW HIGH","early","low","R2"
97,1,1.50178118205339,15.8408765615252,"LOW HIGH","late","high","R2"
16,3,3.50031851626877,26.8325929157873,"LOW HIGH","early","low","R2"
15,1,1.50016395437214,15.8410617140469,"LOW HIGH","early","low","R2"
74,2,2.49897132989665,23.788403784179,"LOW HIGH","early","low","R2"
31,0,0.500659088011062,4.89402427983716,"LOW HIGH","early","low","R2"
31,0,0.50066899851591,4.76143143362104,"LOW HIGH","early","low","R2"
15,3,3.50102139620686,27.8970654232027,"LOW HIGH","early","low","R2"
15,3,3.49776142002948,27.240574464113,"LOW HIGH","early","low","R2"
94,1,1.50099898486207,15.5057290581564,"LOW HIGH","late","high","R2"
70,1,1.49924181566374,15.9352762860513,"LOW HIGH","early","low","R2"
34,4,4.49871381212879,27.9505742815384,"LOW HIGH","early","low","R2"
63,0,0.500606166335452,4.88054018918737,"LOW HIGH","early","low","R2"
67,2,2.49964113263507,22.9069627327301,"LOW HIGH","early","low","R2"
22,3,3.49937143130047,27.0239835732147,"LOW HIGH","early","low","R2"
28,3,3.49940067690674,29.5001268073751,"LOW HIGH","early","low","R2"
52,2,2.50054168419094,22.526717330146,"LOW HIGH","early","low","R2"
87,0,0.499822226585841,5.08768999468772,"LOW HIGH","late","high","R2"
70,2,2.49948353291949,23.8310199104871,"LOW HIGH","early","low","R2"
34,0,0.500664225455644,5.14361694909805,"LOW HIGH","early","low","R2"
19,3,3.5004074540221,26.4613617847202,"LOW HIGH","early","low","R2"
63,0,0.497702133558918,5.11772265963697,"LOW HIGH","early","low","R2"
4,2,2.49914757077592,23.7251467615157,"LOW HIGH","early","low","R2"
17,9,9.50006190171585,36.3069251699978,"LOW HIGH","early","low","R2"
9,8,8.49928009936701,33.9064568975224,"LOW HIGH","early","low","R2"
16,0,0.50197488910087,4.93284706703566,"LOW HIGH","early","low","R2"
70,5,5.50115902510073,33.8684676892215,"LOW HIGH","early","low","R2"
54,1,1.50013148063434,15.834859337589,"LOW HIGH","early","low","R2"
7,4,4.5003868701166,28.960142413712,"LOW HIGH","early","low","R2"
4,2,2.50025767407549,22.3717605378273,"LOW HIGH","early","low","R2"
5,3,3.49894408296889,27.4871023082195,"LOW HIGH","early","low","R2"
