"Year","Age","AgeE","Length_cm","FSIM","block","Flev","REG"
90,0,0.500537715903368,5.07389561500193,"HIGH LOW","late","low","R2"
24,5,5.49941715357358,33.4873501403715,"HIGH LOW","early","high","R2"
58,1,1.50344841360381,16.5739172055693,"HIGH LOW","early","high","R2"
40,4,4.49961885921454,30.7145227562741,"HIGH LOW","early","high","R2"
14,0,0.500830334292685,5.04021396817809,"HIGH LOW","early","high","R2"
40,0,0.498849212169496,4.92511814885201,"HIGH LOW","early","high","R2"
12,0,0.500234479286147,5.02109839136089,"HIGH LOW","early","high","R2"
16,2,2.49903897968915,22.582990437204,"HIGH LOW","early","high","R2"
16,7,7.500510666612,38.0320248436933,"HIGH LOW","early","high","R2"
24,1,1.49958463889949,16.0087592900828,"HIGH LOW","early","high","R2"
38,4,4.50016989481179,30.0836662381636,"HIGH LOW","early","high","R2"
59,0,0.501104785174077,5.29760755342485,"HIGH LOW","early","high","R2"
26,5,5.49994034471376,35.6643724854967,"HIGH LOW","early","high","R2"
15,1,1.50157446934125,16.699003503187,"HIGH LOW","early","high","R2"
42,1,1.49991320631676,16.0150204784895,"HIGH LOW","early","high","R2"
39,0,0.500054977323453,4.98351364609511,"HIGH LOW","early","high","R2"
28,1,1.5002605009759,16.5686541569352,"HIGH LOW","early","high","R2"
6,2,2.50036808809406,23.7639520376602,"HIGH LOW","early","high","R2"
89,0,0.498563695590162,4.88115046268313,"HIGH LOW","late","low","R2"
33,3,3.50142558228259,27.3018037750023,"HIGH LOW","early","high","R2"
24,7,7.50263324777678,34.3208359895792,"HIGH LOW","early","high","R2"
21,0,0.501089450160113,5.28751911399162,"HIGH LOW","early","high","R2"
65,1,1.5016539409255,16.6086557761382,"HIGH LOW","early","high","R2"
35,6,6.50217653545858,32.8307145347208,"HIGH LOW","early","high","R2"
60,0,0.500925288756796,5.0183211401965,"HIGH LOW","early","high","R2"
32,1,1.50029716665155,15.592644419687,"HIGH LOW","early","high","R2"
66,2,2.49916913562061,23.3676890504124,"HIGH LOW","early","high","R2"
9,3,3.50032829038409,27.1789916035905,"HIGH LOW","early","high","R2"
58,0,0.500380490513386,4.80365601109978,"HIGH LOW","early","high","R2"
14,4,4.50139631576572,28.8498916448483,"HIGH LOW","early","high","R2"
32,1,1.49851357643481,15.4601935037068,"HIGH LOW","early","high","R2"
71,1,1.49962521584372,15.9833184510171,"HIGH LOW","early","high","R2"
78,1,1.50005357949268,15.8853367288339,"HIGH LOW","late","low","R2"
21,1,1.50043289758001,16.1918873628916,"HIGH LOW","early","high","R2"
86,0,0.501987967867517,5.04522354447563,"HIGH LOW","late","low","R2"
27,5,5.49974459047636,31.5280946578554,"HIGH LOW","early","high","R2"
28,4,4.50054941014675,30.3830981755577,"HIGH LOW","early","high","R2"
27,8,8.50111438838038,37.2038934054984,"HIGH LOW","early","high","R2"
20,0,0.500725264680024,5.11432258288512,"HIGH LOW","early","high","R2"
34,1,1.50063085054677,15.4661835678906,"HIGH LOW","early","high","R2"
38,8,8.49868087402886,32.0477160716919,"HIGH LOW","early","high","R2"
36,1,1.49953851484557,17.0124567918948,"HIGH LOW","early","high","R2"
4,2,2.4994626133957,22.8171677184526,"HIGH LOW","early","high","R2"
20,1,1.50049040706754,15.3721982513855,"HIGH LOW","early","high","R2"
6,1,1.49975456076243,16.1823719536957,"HIGH LOW","early","high","R2"
41,1,1.49954791215295,16.3130816506108,"HIGH LOW","early","high","R2"
31,9,9.49944618180886,30.8219933307868,"HIGH LOW","early","high","R2"
95,1,1.50065963576111,16.8056023204944,"HIGH LOW","late","low","R2"
32,1,1.49916454558965,15.8802930637779,"HIGH LOW","early","high","R2"
97,0,0.498743011705569,5.02703678015054,"HIGH LOW","late","low","R2"
40,2,2.50068761018267,24.6360340239308,"HIGH LOW","early","high","R2"
25,3,3.49922135446325,27.7374174066306,"HIGH LOW","early","high","R2"
22,6,6.50026212274037,33.325954702689,"HIGH LOW","early","high","R2"
90,2,2.50036551219193,22.2452245225955,"HIGH LOW","late","low","R2"
87,1,1.50054339883615,15.7569179496979,"HIGH LOW","late","low","R2"
10,2,2.49968461627843,24.0351606142297,"HIGH LOW","early","high","R2"
26,1,1.50136708462133,15.8572549234044,"HIGH LOW","early","high","R2"
39,2,2.49971867687,23.3576764864569,"HIGH LOW","early","high","R2"
3,1,1.50062571522301,16.1595783722669,"HIGH LOW","early","high","R2"
9,1,1.50063249684649,16.4691512507242,"HIGH LOW","early","high","R2"
24,2,2.5006464420071,24.4587579091845,"HIGH LOW","early","high","R2"
27,2,2.49916383719701,23.0476427561183,"HIGH LOW","early","high","R2"
21,0,0.499814841488353,4.98705175437486,"HIGH LOW","early","high","R2"
34,0,0.497716820568343,5.23843137145044,"HIGH LOW","early","high","R2"
19,1,1.50001601111371,16.6505535312995,"HIGH LOW","early","high","R2"
19,1,1.50061180261146,14.9509153756081,"HIGH LOW","early","high","R2"
25,1,1.50141270890553,16.0465155274118,"HIGH LOW","early","high","R2"
26,1,1.49929627527121,17.2714814806992,"HIGH LOW","early","high","R2"
39,0,0.500136556827721,5.06427302778829,"HIGH LOW","early","high","R2"
23,1,1.5004612187994,15.7698232927115,"HIGH LOW","early","high","R2"
71,1,1.50102087605467,15.873775511771,"HIGH LOW","early","high","R2"
92,0,0.50066484072987,5.15728690580131,"HIGH LOW","late","low","R2"
16,0,0.501641822628714,4.98499251497866,"HIGH LOW","early","high","R2"
41,1,1.50068632738622,16.2095386926915,"HIGH LOW","early","high","R2"
19,0,0.499610569867939,5.12746054958104,"HIGH LOW","early","high","R2"
33,5,5.49863565341479,31.1680489317128,"HIGH LOW","early","high","R2"
50,1,1.50003834973776,15.12140015789,"HIGH LOW","early","high","R2"
98,0,0.499373730731082,4.94572239343179,"HIGH LOW","late","low","R2"
13,0,0.498383595177864,5.15205967366368,"HIGH LOW","early","high","R2"
7,0,0.499613608686067,4.76888522849349,"HIGH LOW","early","high","R2"
22,0,0.501210529445223,5.06228730101287,"HIGH LOW","early","high","R2"
5,2,2.50072807486256,21.4346094977595,"HIGH LOW","early","high","R2"
26,11,11.5007689751549,37.7076450425522,"HIGH LOW","early","high","R2"
9,1,1.49990627087223,15.9571202522175,"HIGH LOW","early","high","R2"
37,11,11.4988775952163,33.9447150809549,"HIGH LOW","early","high","R2"
91,1,1.50121135691361,17.3965653930908,"HIGH LOW","late","low","R2"
35,0,0.501072757730418,4.86980736260235,"HIGH LOW","early","high","R2"
98,1,1.50053402986831,16.9026942026744,"HIGH LOW","late","low","R2"
8,5,5.50035122680618,30.6238748114327,"HIGH LOW","early","high","R2"
18,0,0.498843295900586,5.00029312388437,"HIGH LOW","early","high","R2"
91,2,2.5003851550024,22.0001901017377,"HIGH LOW","late","low","R2"
73,1,1.49940343603155,15.8466892707383,"HIGH LOW","early","high","R2"
66,1,1.49925774080162,16.0867396800228,"HIGH LOW","early","high","R2"
85,0,0.49992546009596,4.94422867327381,"HIGH LOW","late","low","R2"
9,2,2.50056751836799,22.6642244614874,"HIGH LOW","early","high","R2"
30,1,1.49880783415927,15.7194876873886,"HIGH LOW","early","high","R2"
16,3,3.4994551523615,29.9034867132277,"HIGH LOW","early","high","R2"
92,1,1.49871564575326,15.8441190463492,"HIGH LOW","late","low","R2"
39,0,0.499057972668804,5.01941984028206,"HIGH LOW","early","high","R2"
2,0,0.499036606059001,4.98265553273168,"HIGH LOW","early","high","R2"
25,0,0.499924113147593,5.3594542195227,"HIGH LOW","early","high","R2"
10,0,0.500738649066432,4.82594365002022,"HIGH LOW","early","high","R2"
41,0,0.500748885384922,4.84011500772965,"HIGH LOW","early","high","R2"
46,2,2.49986393067748,21.4561494298534,"HIGH LOW","early","high","R2"
17,8,8.49947850222692,33.3641328723529,"HIGH LOW","early","high","R2"
35,3,3.50003672783627,26.9865416893407,"HIGH LOW","early","high","R2"
30,1,1.49951131107905,16.9296631979877,"HIGH LOW","early","high","R2"
36,6,6.4991532808909,30.7840505858685,"HIGH LOW","early","high","R2"
37,3,3.50007945770248,28.5305204203052,"HIGH LOW","early","high","R2"
76,0,0.501562970348766,5.02860485689452,"HIGH LOW","late","low","R2"
29,0,0.498371564379511,4.84764454032291,"HIGH LOW","early","high","R2"
62,0,0.501761918037244,4.85602946900727,"HIGH LOW","early","high","R2"
36,6,6.50095122812684,31.7345788836945,"HIGH LOW","early","high","R2"
2,0,0.498959980280026,5.01129906118001,"HIGH LOW","early","high","R2"
20,3,3.49854943744792,27.7123411575588,"HIGH LOW","early","high","R2"
54,0,0.499125451396333,4.90033869513009,"HIGH LOW","early","high","R2"
36,2,2.49952016056883,22.9045110514887,"HIGH LOW","early","high","R2"
21,3,3.50058859620509,26.2371568708394,"HIGH LOW","early","high","R2"
22,2,2.49913206985931,22.7344172793013,"HIGH LOW","early","high","R2"
94,1,1.49996710556267,15.2710772217292,"HIGH LOW","late","low","R2"
