"Year","Age","AgeE","FSIM","Length_cm"
38,1,1.50021634628217,"HIGH LOW",14.0839140561515
56,0,0.501272635982566,"HIGH LOW",4.65331175789274
99,3,3.49973547770243,"HIGH LOW",23.3558223310848
91,1,1.49969988496314,"HIGH LOW",13.5427876350592
39,1,1.50069936629554,"HIGH LOW",14.2892425756438
18,0,0.500283594992713,"HIGH LOW",4.86953200599236
96,3,3.49894417002744,"HIGH LOW",22.446158513858
99,2,2.50066363300841,"HIGH LOW",19.8770855511373
72,2,2.50129901397942,"HIGH LOW",19.0828804738235
62,2,2.50087946313851,"HIGH LOW",19.044091023724
64,0,0.500215373318637,"HIGH LOW",5.16857355306826
85,0,0.497629176293719,"HIGH LOW",5.04717661800807
17,2,2.49857770249183,"HIGH LOW",19.9064864305064
19,2,2.50059651337263,"HIGH LOW",17.9890973276682
31,3,3.49929718547805,"HIGH LOW",22.7721411118281
23,0,0.499963917961243,"HIGH LOW",4.93843593504224
3,2,2.4977430875827,"HIGH LOW",19.3362262963352
5,0,0.500466732450951,"HIGH LOW",4.8278447981195
32,1,1.49999700109511,"HIGH LOW",13.2613672348748
31,5,5.50194130946688,"HIGH LOW",27.7898550524651
36,2,2.4990379788382,"HIGH LOW",19.2514904189557
36,1,1.49879927143149,"HIGH LOW",14.3868159169832
74,1,1.49977842197798,"HIGH LOW",13.8295651348696
20,7,7.50116850516187,"HIGH LOW",29.1646651400177
57,0,0.500299951256026,"HIGH LOW",5.05493296210472
72,0,0.499970812161809,"HIGH LOW",4.84744520037556
83,2,2.49957259903308,"HIGH LOW",20.2103010414442
63,0,0.501110525312103,"HIGH LOW",5.0934531576437
54,9,9.5003281945853,"HIGH LOW",26.0694902106163
38,5,5.49968721482483,"HIGH LOW",26.6889554205912
74,0,0.498776846064429,"HIGH LOW",4.88004755639237
66,0,0.500120718584164,"HIGH LOW",4.99412433599216
88,0,0.500200633924458,"HIGH LOW",4.9826783487212
11,8,8.50016741762425,"HIGH LOW",30.0883914847
40,1,1.5025102240985,"HIGH LOW",14.0173613797102
88,0,0.499697296190122,"HIGH LOW",4.78819372488301
96,1,1.49907788770235,"HIGH LOW",13.2062904334853
48,1,1.50154869031818,"HIGH LOW",13.4022361442262
94,1,1.49877961193992,"HIGH LOW",13.2702095614975
79,1,1.50161557124301,"HIGH LOW",13.7143171372087
7,0,0.499130680620494,"HIGH LOW",4.87300129623736
40,1,1.50036250781529,"HIGH LOW",13.5466659708101
51,0,0.501392894595526,"HIGH LOW",4.91603747898591
26,3,3.500862091622,"HIGH LOW",23.8472214767748
1,1,1.49892926160974,"HIGH LOW",13.7501369513657
24,3,3.49918548762661,"HIGH LOW",23.1515490030833
19,1,1.50053631397523,"HIGH LOW",13.1275534897072
88,1,1.50004162478436,"HIGH LOW",13.0011556466203
27,3,3.50022092555384,"HIGH LOW",21.5798909223941
24,0,0.500228736468864,"HIGH LOW",4.92746841656497
58,2,2.50027614244264,"HIGH LOW",19.0521989764588
36,0,0.500423651637049,"HIGH LOW",4.88665758839388
92,0,0.499682979398057,"HIGH LOW",5.06589850806362
17,0,0.500504633597585,"HIGH LOW",4.84131057463929
34,2,2.50096865869841,"HIGH LOW",18.3844172677092
70,3,3.49965790841345,"HIGH LOW",20.0797182246279
99,0,0.500664412205445,"HIGH LOW",5.08124595123483
