"Year","Age","AgeE","FSIM","Length_cm"
39,5,5.50266122987048,"MED MED",14.1507349781816
16,5,5.49847506972224,"MED MED",19.8404859359395
3,0,0.499717328519983,"MED MED",6.31395767085061
89,2,2.49871278414416,"MED MED",12.0679230336269
72,0,0.499661552845505,"MED MED",6.31125982014264
68,3,3.50010999053967,"MED MED",13.9829764216374
19,1,1.50024649453988,"MED MED",9.70944318155062
88,0,0.501173645972216,"MED MED",6.11860578719875
18,2,2.49841862062034,"MED MED",12.4198779734701
66,6,6.50063156097818,"MED MED",17.5073491434448
70,2,2.50081849527418,"MED MED",12.8323808513922
71,0,0.498017138970558,"MED MED",6.22045491826373
88,1,1.50176778872132,"MED MED",9.99318180521372
57,3,3.50020251408609,"MED MED",14.5034424947623
22,5,5.50156202609418,"MED MED",16.0702551672047
31,0,0.497043697436271,"MED MED",6.2073810103835
11,7,7.49959056528075,"MED MED",19.1604144380348
75,3,3.49861121797467,"MED MED",15.3119995043104
33,1,1.50075448600906,"MED MED",9.63548143563138
35,1,1.50152418635733,"MED MED",8.72885205896171
88,3,3.5016272042515,"MED MED",14.8893866140567
11,0,0.499048560856381,"MED MED",6.06155521478126
30,0,0.499338703833455,"MED MED",6.36641797596755
33,8,8.49936152822137,"MED MED",22.9015355170657
36,1,1.50045023558273,"MED MED",9.76236792038637
5,2,2.49956791438792,"MED MED",11.6434787366616
73,0,0.499188022547767,"MED MED",6.15744646042928
4,1,1.49942110658683,"MED MED",9.95192839786584
40,5,5.50151629940866,"MED MED",21.0108512189308
72,0,0.499656167497763,"MED MED",5.87911504789199
76,0,0.500560164113628,"MED MED",6.47005154130883
35,1,1.49729029568679,"MED MED",10.4604706027936
67,0,0.499333347342091,"MED MED",6.09483151455997
84,1,1.50020430127158,"MED MED",9.91585965620409
26,0,0.500483819812391,"MED MED",6.48183834295971
90,0,0.500122933613647,"MED MED",6.58512285977048
41,3,3.49989916470608,"MED MED",15.0446939122419
39,4,4.49865265349343,"MED MED",18.0097620885597
0,0,0.500728408421234,"MED MED",6.23739038942655
15,11,11.5004658670562,"MED MED",21.9967303666043
86,4,4.50045770928819,"MED MED",17.7487837041549
7,6,6.50027471513107,"MED MED",17.501729648419
49,10,10.5012726027775,"MED MED",20.4671869867655
58,1,1.50076956656695,"MED MED",9.45540659187711
34,5,5.50039262827436,"MED MED",16.8867687665572
85,1,1.50001221654888,"MED MED",9.13421880591033
3,1,1.50037375985819,"MED MED",9.92790655008166
31,8,8.500178301483,"MED MED",19.9884293900586
99,4,4.50087526521854,"MED MED",14.7669157578624
69,0,0.49820051120712,"MED MED",6.22699170546357
13,7,7.49936375875114,"MED MED",18.3776440115084
54,2,2.49955429206794,"MED MED",11.7603499996587
65,3,3.50078331961882,"MED MED",14.9247240667285
22,2,2.49881232372157,"MED MED",13.9378512387781
8,0,0.500743024747035,"MED MED",6.06423317999142
63,5,5.49908692961166,"MED MED",19.201722739916
50,5,5.50087449011537,"MED MED",16.7462490309118
39,3,3.50085509188195,"MED MED",14.9008034359582
87,0,0.500557714192502,"MED MED",6.31864738469838
10,2,2.49889535455157,"MED MED",12.1501627952191
58,1,1.49864222565709,"MED MED",9.66660622376315
18,2,2.50018374199893,"MED MED",12.3892283862372
87,0,0.499104275837327,"MED MED",6.19427451854693
66,1,1.50044832790801,"MED MED",10.3503906273144
91,0,0.499257466543346,"MED MED",6.06091602303123
36,3,3.50010221546231,"MED MED",15.5502347199673
71,0,0.500026640549954,"MED MED",6.38389841473213
97,0,0.501424802334473,"MED MED",6.27301094503306
84,1,1.49892420725502,"MED MED",10.6574889124914
54,2,2.50034841362275,"MED MED",12.6978305192663
