"Year","Age","AgeE","Length_cm","FSIM","FMORT","REG"
14,7,7.50023508063103,18.256776053871,"MED MED MED",0,"R1"
37,2,2.50064260027308,12.5384493547866,"MED MED MED",0,"R1"
36,4,4.50068937291187,14.9137999826902,"MED MED MED",0,"R1"
42,1,1.5008348824226,9.73262239053796,"MED MED MED",0,"R1"
94,0,0.500986218538322,6.02272595456358,"MED MED MED",0.213210246921517,"R1"
47,0,0.500541253083481,6.24146332697064,"MED MED MED",0,"R1"
83,1,1.50007658911592,9.93293974169202,"MED MED MED",0.25814567792695,"R1"
45,2,2.50089311674383,12.308529728583,"MED MED MED",0,"R1"
8,3,3.49920567327533,13.9734592775805,"MED MED MED",0,"R1"
32,2,2.50067152830936,12.9502054498534,"MED MED MED",0,"R1"
65,2,2.4997214193822,13.5114545330991,"MED MED MED",0.259695603139699,"R1"
20,1,1.50201970630442,9.42966615957784,"MED MED MED",0,"R1"
48,3,3.5007633084441,14.0280526588087,"MED MED MED",0,"R1"
51,6,6.50006409647119,20.8745484626021,"MED MED MED",0.270228211395443,"R1"
21,11,11.5000210792306,20.0387137807175,"MED MED MED",0,"R1"
16,5,5.50289776270276,18.294707190709,"MED MED MED",0,"R1"
64,2,2.49854274913011,11.9558284654234,"MED MED MED",0.291104883234948,"R1"
87,0,0.499651691709458,6.20468003196552,"MED MED MED",0.265099996863864,"R1"
16,2,2.50061823091478,12.5383987492246,"MED MED MED",0,"R1"
16,0,0.498577072523214,6.16541172959692,"MED MED MED",0,"R1"
9,2,2.49923054261251,12.2622286744435,"MED MED MED",0,"R1"
18,0,0.499241276572649,6.23202534199218,"MED MED MED",0,"R1"
99,0,0.500620988125372,6.33063229117219,"MED MED MED",0.288112193718553,"R1"
37,6,6.5000932303874,18.5098302246473,"MED MED MED",0,"R1"
46,9,9.4996189357794,20.5191103707147,"MED MED MED",0,"R1"
15,0,0.500322568175386,6.26254298401143,"MED MED MED",0,"R1"
22,7,7.49969227076987,18.3356770978523,"MED MED MED",0,"R1"
28,1,1.50099541029024,10.2964156115735,"MED MED MED",0,"R1"
37,0,0.499723197586522,6.18090177723508,"MED MED MED",0,"R1"
33,0,0.499403012696555,6.37849125976933,"MED MED MED",0,"R1"
26,3,3.50141008233701,14.9754022285923,"MED MED MED",0,"R1"
12,6,6.49936662236858,18.404731590071,"MED MED MED",0,"R1"
27,9,9.50171844131458,19.5157389698363,"MED MED MED",0,"R1"
11,4,4.50022236601685,18.1585392237663,"MED MED MED",0,"R1"
38,0,0.50069162647876,6.29899249813228,"MED MED MED",0,"R1"
48,2,2.49933360020136,12.7050564047773,"MED MED MED",0,"R1"
35,0,0.500680334362241,6.35707452219041,"MED MED MED",0,"R1"
22,0,0.498775572953737,6.44132062979307,"MED MED MED",0,"R1"
52,0,0.499248591751866,6.142415385402,"MED MED MED",0.248652338655666,"R1"
5,2,2.49808263962493,12.6998022238779,"MED MED MED",0,"R1"
35,3,3.50058492491309,13.5884976837658,"MED MED MED",0,"R1"
30,4,4.50106757899655,15.8667387808927,"MED MED MED",0,"R1"
80,0,0.499563032925609,6.19485894206436,"MED MED MED",0.219131546630524,"R1"
28,4,4.4994939126092,16.1837693363477,"MED MED MED",0,"R1"
45,2,2.50109500855572,12.3425753526891,"MED MED MED",0,"R1"
19,2,2.5006516666961,11.8867967517826,"MED MED MED",0,"R1"
