"cohort","uni_ind","ind","fish_size","Year","Age","AgeE","FMORT","M","Sel","FSIM"
1,1,1,149.643756117817,3,3,3.49856418610582,0,0.25,0.566706657524162,"LOW LOW"
1,2,2,159.671385391585,3,3,3.49996213186923,0,0.25,0.783563668853215,"LOW LOW"
1,6,6,162.947730041069,3,3,3.5013398099317,0,0.25,0.834686283383558,"LOW LOW"
2,12,2,138.831152035281,3,2,2.49912993469951,0,0.25,0.303771409648589,"LOW LOW"
2,20,10,123.306468910624,3,2,2.4996830933529,0,0.25,0.0827420670407833,"LOW LOW"
1,1,1,166.727180988493,4,4,4.5006950874063,0,0.25,0.88110621077401,"LOW LOW"
1,4,4,167.310749750866,4,4,4.50019992319468,0,0.25,0.887174441646406,"LOW LOW"
1,6,6,183.791215216161,4,4,4.50175070938986,0,0.25,0.976694842916324,"LOW LOW"
1,8,8,163.358102630308,4,4,4.50161526207891,0,0.25,0.840355704043733,"LOW LOW"
2,12,2,165.380842198608,4,3,3.49864279352919,0,0.25,0.866023847607996,"LOW LOW"
3,26,4,126.328917834418,4,2,2.50086273838196,0,0.25,0.109215052495047,"LOW LOW"
1,1,1,180.012110990878,5,5,5.50105735425389,0,0.25,0.966163669282837,"LOW LOW"
1,4,4,180.710371244978,5,5,5.50101969041217,0,0.25,0.968406305468317,"LOW LOW"
1,8,8,175.989827484998,5,5,5.50170089773429,0,0.25,0.949950917308704,"LOW LOW"
2,12,2,186.948183686173,5,4,4.50045071029895,0,0.25,0.982977230227565,"LOW LOW"
3,23,1,149.273291494232,5,3,3.50082012281109,0,0.25,0.55744835496851,"LOW LOW"
3,26,4,147.770416224842,5,3,3.50072735994892,0,0.25,0.519545582821495,"LOW LOW"
3,29,7,151.492763279102,5,3,3.50065550526396,0,0.25,0.612103050724399,"LOW LOW"
3,32,10,139.985274390371,5,3,3.49916017657135,0,0.25,0.329108094837779,"LOW LOW"
4,46,12,137.373974846846,5,2,2.49879652516234,0,0.25,0.273417276211785,"LOW LOW"
4,47,13,130.231742797281,5,2,2.49947084293703,0,0.25,0.154136289696469,"LOW LOW"
5,58,11,96.901704753051,5,1,1.5008568209554,0,0.25,0.00614105291766646,"LOW LOW"
5,59,12,96.2910728811443,5,1,1.50015918816945,0,0.25,0.00577400848203111,"LOW LOW"
1,4,4,191.144705125524,6,6,6.50068758645531,0,0.25,0.988817026567427,"LOW LOW"
2,12,2,204.468170397122,6,5,5.49915381416541,0,0.25,0.997084749540155,"LOW LOW"
3,23,1,166.256876544397,6,4,4.49889112366597,0,0.25,0.876012160430741,"LOW LOW"
3,26,4,164.351720773854,6,4,4.50138565794322,0,0.25,0.853430136248993,"LOW LOW"
3,29,7,169.078477160534,6,4,4.49879938238366,0,0.25,0.903930475056119,"LOW LOW"
3,30,8,175.594809033391,6,4,4.50095454624065,0,0.25,0.948009276373549,"LOW LOW"
3,32,10,154.553808423192,6,4,4.49948794165839,0,0.25,0.682862077450471,"LOW LOW"
3,33,11,161.219903709229,6,4,4.50077575767831,0,0.25,0.809039423640369,"LOW LOW"
4,37,3,152.565140444622,6,3,3.49944053591604,0,0.25,0.637618344895527,"LOW LOW"
4,41,7,139.696741246284,6,3,3.50051308061906,0,0.25,0.322672455872384,"LOW LOW"
4,42,8,149.07935125281,6,3,3.49962507518449,0,0.25,0.552585194438416,"LOW LOW"
5,50,3,128.074636078127,6,2,2.4991293153134,0,0.25,0.12769024495609,"LOW LOW"
1,4,4,199.269958781275,7,7,7.49934389393367,0,0.25,0.995068131292005,"LOW LOW"
2,12,2,218.700334084462,7,6,6.50002692039963,0,0.25,0.999311224020707,"LOW LOW"
3,26,4,177.174502817383,7,5,5.49859535336689,0,0.25,0.955369855990113,"LOW LOW"
3,29,7,182.828293190867,7,5,5.50131661936115,0,0.25,0.974362613434016,"LOW LOW"
3,32,10,165.551270528625,7,5,5.49976261591164,0,0.25,0.868018884485287,"LOW LOW"
3,33,11,173.445013633505,7,5,5.49923326156695,0,0.25,0.936137207258557,"LOW LOW"
4,37,3,170.445200513892,7,4,4.49903415814916,0,0.25,0.915324083882952,"LOW LOW"
4,41,7,154.192990212343,7,4,4.49969525983108,0,0.25,0.674875798832483,"LOW LOW"
5,50,3,150.199687969463,7,3,3.49843741979883,0,0.25,0.580511117868162,"LOW LOW"
5,58,11,143.941142025085,7,3,3.49993374243747,0,0.25,0.422974851488302,"LOW LOW"
5,59,12,142.578973528505,7,3,3.50014026433676,0,0.25,0.389627723208517,"LOW LOW"
6,63,2,120.287309326318,7,2,2.49927979273686,0,0.25,0.0622571122520653,"LOW LOW"
8,93,8,66.3614626011122,7,0,0.499672588670437,0,0.25,0.00027805250381772,"LOW LOW"
1,4,4,205.59712328704,8,8,8.49887833755273,0,0.25,0.997399649520527,"LOW LOW"
3,26,4,187.09071531139,8,6,6.49933009622016,0,0.25,0.983217698087101,"LOW LOW"
3,29,7,193.578919644969,8,6,6.50065720812619,0,0.25,0.991244407602341,"LOW LOW"
4,37,3,184.46862089884,8,5,5.50049685644158,0,0.25,0.97821010615932,"LOW LOW"
4,41,7,165.125746013937,8,5,5.49933774210683,0,0.25,0.862990108647061,"LOW LOW"
5,50,3,167.433436428314,8,4,4.49867906495946,0,0.25,0.888415303301576,"LOW LOW"
5,53,6,162.165477770544,8,4,4.5013668086308,0,0.25,0.823433763594043,"LOW LOW"
5,56,9,174.886374342967,8,4,4.49980060171397,0,0.25,0.944347642155312,"LOW LOW"
5,58,11,159.517451972981,8,4,4.50081915841632,0,0.25,0.780901337732179,"LOW LOW"
6,64,3,153.921075346151,8,3,3.49904413363493,0,0.25,0.668789058160166,"LOW LOW"
6,68,7,155.80114727186,8,3,3.49963645643341,0,0.25,0.709632819083016,"LOW LOW"
7,83,11,130.16407375491,8,2,2.49984906203361,0,0.25,0.153242639830469,"LOW LOW"
8,93,8,107.232548708932,8,1,1.50108023139868,0,0.25,0.017332560305899,"LOW LOW"
1,4,4,210.524109247002,9,9,9.49972047754702,0,0.25,0.998421584167574,"LOW LOW"
2,12,2,239.653394161617,9,8,8.50013430756968,0,0.25,0.999917885965427,"LOW LOW"
3,26,4,194.759197072408,9,7,7.50020845508106,0,0.25,0.99222552796895,"LOW LOW"
3,29,7,201.98455713864,9,7,7.49823946927546,0,0.25,0.996251757280988,"LOW LOW"
