"cohort","ind","fish_size","Year","Age","AgeE","dtype","FMORT","M","Sel","FSIM","REG"
1,1,64.3562401401986,0,0,0.500058235501489,"M",0,0.25,0.000226844820382535,"MED MED MED",NA
1,2,198.737058719602,8,8,8.50027420712313,"M",0,0.25,0.994795360625955,"MED MED MED",NA
1,3,202.644206063765,9,9,9.49830986018835,"M",0,0.25,0.996493724910237,"MED MED MED",NA
1,4,60.8328314016214,0,0,0.499212432079824,"M",0,0.25,0.000158633153830504,"MED MED MED",NA
1,5,64.3155715303192,0,0,0.501700780003005,"M",0,0.25,0.000225910279507712,"MED MED MED",NA
1,6,126.236254415781,2,2,2.49972836651394,"M",0,0.25,0.108303102046989,"MED MED MED",NA
1,7,97.0028297616093,1,1,1.50068459945917,"M",0,0.25,0.00620403755868109,"MED MED MED",NA
1,8,64.3421611617181,0,0,0.501049894649015,"M",0,0.25,0.000226520857081122,"MED MED MED",NA
1,9,170.319582496813,7,7,7.49747039431417,"M",0,0.25,0.914330299851538,"MED MED MED",NA
1,10,104.78508463635,1,1,1.50079831585592,"M",0,0.25,0.0135706709453614,"MED MED MED",NA
1,11,198.253143762718,6,6,6.4990178606735,"M",0,0.25,0.994534687073769,"MED MED MED",NA
1,12,60.8293759423246,0,0,0.498568574479128,"M",0,0.25,0.000158577517401912,"MED MED MED",NA
2,1,197.611145709935,11,10,10.5004597852689,"M",0,0.25,0.994168717720539,"MED MED MED",NA
2,2,194.736011970664,8,7,7.50014274114059,"M",0,0.25,0.992207347788725,"MED MED MED",NA
2,3,62.357027825616,1,0,0.500466330065556,"M",0,0.25,0.000185179026106384,"MED MED MED",NA
2,4,130.036354711752,3,2,2.49882876452707,"M",0,0.25,0.151567526152931,"MED MED MED",NA
2,5,96.9745766922509,2,1,1.50185595068026,"M",0,0.25,0.00618637609060879,"MED MED MED",NA
2,6,190.026341187129,8,7,7.498510155897,"M",0,0.25,0.987489119377026,"MED MED MED",NA
2,7,123.075223747775,3,2,2.50383795640488,"M",0,0.25,0.0809774871040312,"MED MED MED",NA
2,8,193.251547642353,13,12,12.5007932992585,"M",0,0.25,0.990951168687402,"MED MED MED",NA
2,9,146.56829663722,4,3,3.50032156674408,"M",0,0.25,0.489043786746186,"MED MED MED",NA
2,10,95.3631760207831,2,1,1.49868103113881,"M",0,0.25,0.00525759790154751,"MED MED MED",NA
2,11,134.981847443321,3,2,2.49847717819395,"M",0,0.25,0.227895693140477,"MED MED MED",NA
2,12,97.7381475385578,2,1,1.50006431479404,"M",0,0.25,0.00668173753957726,"MED MED MED",NA
2,13,139.677001669461,4,3,3.49978823992275,"M",0,0.25,0.322234582472403,"MED MED MED",NA
3,1,174.602004972283,7,5,5.49975819653752,"M",0,0.25,0.942810620012797,"MED MED MED",NA
3,2,150.656874060495,5,3,3.50009801520351,"M",0,0.25,0.59177092204462,"MED MED MED",NA
3,3,61.5771534996916,2,0,0.498328184475154,"M",0,0.25,0.000171084000700794,"MED MED MED",NA
3,4,204.714614805782,8,6,6.50002528599901,"M",0,0.25,0.997156585287873,"MED MED MED",NA
3,5,98.5716252009752,3,1,1.49976929577414,"M",0,0.25,0.00726750580000377,"MED MED MED",NA
3,6,63.1310052881496,2,0,0.498450265187767,"M",0,0.25,0.00020031511458784,"MED MED MED",NA
3,7,63.9097485907445,2,0,0.498944609616379,"M",0,0.25,0.000216792977643823,"MED MED MED",NA
3,8,193.15869555754,13,11,11.5007096335208,"M",0,0.25,0.990866240372645,"MED MED MED",NA
3,9,165.389785883938,8,6,6.50227551246447,"M",0,0.25,0.866129173238785,"MED MED MED",NA
3,10,62.6099039581939,2,0,0.500166591195248,"M",0,0.25,0.000189994165732886,"MED MED MED",NA
3,11,161.5900167774,6,4,4.49861291529471,"M",0,0.25,0.814777778043813,"MED MED MED",NA
3,12,176.008105274788,7,5,5.50014151233139,"M",0,0.25,0.950039075548932,"MED MED MED",NA
3,13,122.82143932955,4,2,2.49914141329798,"M",0,0.25,0.0790804658185124,"MED MED MED",NA
4,1,235.256023481225,16,13,13.4991468829366,"M",0,0.25,0.999871678576272,"MED MED MED",NA
4,2,130.127242569052,5,2,2.50121802100282,"M",0,0.25,0.152758026262655,"MED MED MED",NA
4,3,174.100541799753,8,5,5.49916246906615,"M",0,0.25,0.940002659600599,"MED MED MED",NA
4,4,64.797826628613,3,0,0.500591954995584,"M",0,0.25,0.000237244462659157,"MED MED MED",NA
4,5,173.588483873987,8,5,5.50079280877999,"M",0,0.25,0.937002565145319,"MED MED MED",NA
4,6,169.402929077695,10,7,7.49983001805172,"M",0,0.25,0.90675337849064,"MED MED MED",NA
4,7,141.017813913958,6,3,3.49876258080629,"M",0,0.25,0.352655812314749,"MED MED MED",NA
4,8,97.1716456744979,4,1,1.49884215296298,"M",0,0.25,0.00631061622747714,"MED MED MED",NA
4,9,62.3497937077934,3,0,0.500204968725628,"M",0,0.25,0.00018504308772979,"MED MED MED",NA
4,10,62.4679078534753,3,0,0.498881222781124,"M",0,0.25,0.000187275141853388,"MED MED MED",NA
4,11,102.68397309896,4,1,1.49975301360407,"M",0,0.25,0.0109922507365161,"MED MED MED",NA
4,12,132.990265930606,5,2,2.49928886541479,"M",0,0.25,0.194279099395636,"MED MED MED",NA
4,13,102.810446719624,4,1,1.50081602596628,"M",0,0.25,0.0111327326932558,"MED MED MED",NA
5,1,101.99107156364,5,1,1.50255946042273,"M",0,0.25,0.0102531567575258,"MED MED MED",NA
5,2,160.765849721523,7,3,3.50230535943867,"M",0,0.25,0.801815396558109,"MED MED MED",NA
5,3,59.543381702294,4,0,0.500738519598181,"M",0,0.25,0.000139169539617203,"MED MED MED",NA
5,4,62.5702315652523,4,0,0.497746305977686,"M",0,0.25,0.000189230546865639,"MED MED MED",NA
5,5,97.721551054616,5,1,1.50046921429153,"M",0,0.25,0.00667056279745648,"MED MED MED",NA
5,6,137.045919901225,6,2,2.49932723400775,"M",0,0.25,0.266850427968944,"MED MED MED",NA
5,7,168.724966923343,8,4,4.49933900429906,"M",0,0.25,0.900768033671388,"MED MED MED",NA
5,8,217.36657778273,10,6,6.49915771258341,"M",0,0.25,0.999211418588377,"MED MED MED",NA
5,9,64.0911433502251,4,0,0.499241547532275,"M",0,0.25,0.000220821854834705,"MED MED MED",NA
5,10,97.9096013371789,5,1,1.50035392516569,"M",0,0.25,0.00679827462627044,"MED MED MED",NA
5,11,158.211799422437,8,4,4.49982046348796,"M",0,0.25,0.757378527748672,"MED MED MED",NA
6,1,175.873670960536,11,6,6.49925416669934,"M",0,0.25,0.94938721327209,"MED MED MED",NA
6,2,63.669564808785,5,0,0.501593996041568,"M",0,0.25,0.000211571218075582,"MED MED MED",NA
6,3,60.9393303219997,5,0,0.497511324300572,"M",0,0.25,0.000160357499078473,"MED MED MED",NA
6,4,61.6351286057419,5,0,0.500601379658502,"M",0,0.25,0.000172093857038907,"MED MED MED",NA
