"Year","Age","AgeE","Length_cm","FSIM","block","Flev","REG"
72,0,0.500408994105614,6.43352951059425,"LOW MED","early","low","R1"
34,5,5.4985447877993,15.7322676268383,"LOW MED","early","low","R1"
29,3,3.4987430554067,13.9064083510256,"LOW MED","early","low","R1"
14,0,0.499682265452962,6.19890311764066,"LOW MED","early","low","R1"
46,0,0.501542979934274,6.14401256534134,"LOW MED","early","low","R1"
23,0,0.500780993428052,6.25419964820521,"LOW MED","early","low","R1"
14,1,1.5020509039023,9.14032307526668,"LOW MED","early","low","R1"
2,0,0.500024072138991,6.30123440580888,"LOW MED","early","low","R1"
57,0,0.499379198323297,6.33525369846286,"LOW MED","early","low","R1"
66,3,3.50053397883233,14.9847131664365,"LOW MED","early","low","R1"
74,2,2.50129650440668,13.1217618124527,"LOW MED","early","low","R1"
45,4,4.49905521483728,15.9765443743355,"LOW MED","early","low","R1"
64,0,0.502269348285913,6.47887883004332,"LOW MED","early","low","R1"
54,3,3.50001635885747,14.8513705161976,"LOW MED","early","low","R1"
4,0,0.498769062699787,6.31023827537985,"LOW MED","early","low","R1"
44,0,0.498621907716438,6.26561287170467,"LOW MED","early","low","R1"
36,1,1.49828883077358,9.7784599755058,"LOW MED","early","low","R1"
26,3,3.49937933850277,14.3106651368431,"LOW MED","early","low","R1"
94,3,3.49920128351102,14.380792933705,"LOW MED","late","med","R1"
19,8,8.50066741920447,17.732908143034,"LOW MED","early","low","R1"
91,3,3.50168515283772,14.292497710585,"LOW MED","late","med","R1"
98,0,0.500849856494209,6.40275677665265,"LOW MED","late","med","R1"
83,1,1.50156619047139,9.87691186051803,"LOW MED","late","med","R1"
35,3,3.49890607175931,15.8053672478937,"LOW MED","early","low","R1"
39,0,0.499113124582903,6.31326789470412,"LOW MED","early","low","R1"
14,0,0.501544630128532,6.27461007361814,"LOW MED","early","low","R1"
88,0,0.500695227149837,6.23145713704412,"LOW MED","late","med","R1"
32,3,3.50013429399592,14.9839442102509,"LOW MED","early","low","R1"
98,1,1.50084511755944,9.64930450415048,"LOW MED","late","med","R1"
31,1,1.49831261574721,9.84625938721995,"LOW MED","early","low","R1"
45,1,1.50128518776296,9.9050543814976,"LOW MED","early","low","R1"
34,0,0.500193109577308,6.14952640122305,"LOW MED","early","low","R1"
7,5,5.4997872954727,17.9297337973509,"LOW MED","early","low","R1"
14,3,3.50103135814042,12.6221350730299,"LOW MED","early","low","R1"
45,1,1.50042546052863,9.99735512407507,"LOW MED","early","low","R1"
98,4,4.50034458371265,16.2314288112997,"LOW MED","late","med","R1"
51,1,1.50061283707299,10.8364379436085,"LOW MED","early","low","R1"
11,6,6.50064057217761,17.6458379051091,"LOW MED","early","low","R1"
25,4,4.49870570007011,15.9814544185243,"LOW MED","early","low","R1"
71,1,1.50030509590985,9.87586591623125,"LOW MED","early","low","R1"
83,1,1.49830103518151,9.86202278455197,"LOW MED","late","med","R1"
20,11,11.4990901762071,20.6038747465808,"LOW MED","early","low","R1"
78,2,2.50040797612902,12.1668631636901,"LOW MED","late","med","R1"
71,1,1.50000948918929,9.7925625396396,"LOW MED","early","low","R1"
8,6,6.50057136826134,20.5203104174837,"LOW MED","early","low","R1"
40,1,1.49982123559077,9.98891208602924,"LOW MED","early","low","R1"
71,2,2.50010466114611,12.315574129603,"LOW MED","early","low","R1"
1,0,0.499117756541549,6.29628267540452,"LOW MED","early","low","R1"
48,0,0.499758256491045,6.17793913996752,"LOW MED","early","low","R1"
70,1,1.50050962725796,9.66504471470042,"LOW MED","early","low","R1"
82,0,0.499929790080781,6.45926889572196,"LOW MED","late","med","R1"
74,1,1.50022843106783,10.1444576834078,"LOW MED","early","low","R1"
62,0,0.499235862137392,6.41174158135934,"LOW MED","early","low","R1"
38,3,3.50033859985401,14.4411006502293,"LOW MED","early","low","R1"
85,2,2.50085080582172,12.6769052239986,"LOW MED","late","med","R1"
59,3,3.49918167863785,14.2119442518919,"LOW MED","early","low","R1"
61,2,2.49953471606974,12.7968388185143,"LOW MED","early","low","R1"
69,0,0.498433290818303,6.39837494081612,"LOW MED","early","low","R1"
40,8,8.50136401705323,20.508598345334,"LOW MED","early","low","R1"
21,0,0.500547118314939,6.16754268384996,"LOW MED","early","low","R1"
22,4,4.50056125251465,17.1641675388171,"LOW MED","early","low","R1"
3,0,0.500395554347246,6.24831615142392,"LOW MED","early","low","R1"
38,4,4.5005527628313,13.7167398342018,"LOW MED","early","low","R1"
64,1,1.49933253885604,9.85970361200865,"LOW MED","early","low","R1"
50,1,1.49988539180824,9.52203615659331,"LOW MED","early","low","R1"
9,2,2.50030068455991,12.8457767898728,"LOW MED","early","low","R1"
81,2,2.50235685765314,12.8526440876857,"LOW MED","late","med","R1"
14,2,2.49835933636836,12.004509481653,"LOW MED","early","low","R1"
14,1,1.49918347801716,9.82564827234588,"LOW MED","early","low","R1"
86,2,2.49985982606026,11.2669009833016,"LOW MED","late","med","R1"
33,3,3.49843077984338,14.9877320820766,"LOW MED","early","low","R1"
28,2,2.50070694223089,13.5962385371291,"LOW MED","early","low","R1"
22,4,4.50081329803288,16.3562093721269,"LOW MED","early","low","R1"
25,2,2.49887908685388,12.1123662450574,"LOW MED","early","low","R1"
51,3,3.498926643482,15.4944172850894,"LOW MED","early","low","R1"
58,0,0.500388550592293,6.17526610620413,"LOW MED","early","low","R1"
52,0,0.498985810741265,6.38840810533091,"LOW MED","early","low","R1"
67,5,5.49961771016259,17.4458725478365,"LOW MED","early","low","R1"
17,2,2.49913136813624,13.1715868180104,"LOW MED","early","low","R1"
38,2,2.49938223942075,11.940467297148,"LOW MED","early","low","R1"
91,2,2.50161654609276,13.235755119965,"LOW MED","late","med","R1"
41,0,0.499711539161337,6.12285791829688,"LOW MED","early","low","R1"
43,1,1.50029150322144,10.4707749516172,"LOW MED","early","low","R1"
97,1,1.49860547401953,10.1199551383364,"LOW MED","late","med","R1"
52,0,0.499564439594563,6.10153976039778,"LOW MED","early","low","R1"
11,5,5.49966450643617,20.1331397358306,"LOW MED","early","low","R1"
54,4,4.4994400428745,16.0174301714405,"LOW MED","early","low","R1"
12,1,1.501141110362,9.9865089685821,"LOW MED","early","low","R1"
18,12,12.4999121432021,25.6659871296145,"LOW MED","early","low","R1"
30,0,0.499961714587923,6.39602841185873,"LOW MED","early","low","R1"
79,1,1.50201823497899,9.58149825083872,"LOW MED","late","med","R1"
10,0,0.499955821850921,5.9427212118467,"LOW MED","early","low","R1"
70,1,1.49970814744891,10.1038242817041,"LOW MED","early","low","R1"
83,1,1.49955233941248,10.4135264076638,"LOW MED","late","med","R1"
6,1,1.49955594394132,9.66709116651574,"LOW MED","early","low","R1"
90,2,2.49854606639023,12.9740468861441,"LOW MED","late","med","R1"
46,1,1.49996383401535,10.2617228813095,"LOW MED","early","low","R1"
52,0,0.499249582429473,6.46028587087405,"LOW MED","early","low","R1"
17,7,7.50120597179363,19.723563223421,"LOW MED","early","low","R1"
98,0,0.500108708095041,6.40505515505716,"LOW MED","late","med","R1"
46,0,0.499815442788398,5.93555694958968,"LOW MED","early","low","R1"
7,0,0.500983826729805,6.48302587316704,"LOW MED","early","low","R1"
27,1,1.50019842467002,9.53320170652804,"LOW MED","early","low","R1"
18,1,1.50027941652181,9.51978031772585,"LOW MED","early","low","R1"
69,0,0.499794087039036,6.50536108497505,"LOW MED","early","low","R1"
8,1,1.49902947988338,10.0414532851566,"LOW MED","early","low","R1"
88,0,0.499683258987059,6.04626640691422,"LOW MED","late","med","R1"
28,0,0.499158175759419,5.99348992213738,"LOW MED","early","low","R1"
18,0,0.50044983892937,6.60527226583648,"LOW MED","early","low","R1"
23,0,0.500106521791673,6.23599559585687,"LOW MED","early","low","R1"
18,0,0.498054049299776,6.38116499737754,"LOW MED","early","low","R1"
39,1,1.49931843710612,9.709033167914,"LOW MED","early","low","R1"
37,0,0.500196470321657,6.15661093802359,"LOW MED","early","low","R1"
88,4,4.50067985443859,15.8437199300335,"LOW MED","late","med","R1"
34,2,2.4995537622118,12.4134429626434,"LOW MED","early","low","R1"
13,0,0.500043343985932,6.44575415401262,"LOW MED","early","low","R1"
50,4,4.50036567091912,15.7546632452242,"LOW MED","early","low","R1"
13,5,5.49858681411162,18.60621791661,"LOW MED","early","low","R1"
90,0,0.497960956398059,6.38866066021497,"LOW MED","late","med","R1"
98,3,3.50008896691764,15.2997695589817,"LOW MED","late","med","R1"
96,0,0.499349783266441,6.20771654927941,"LOW MED","late","med","R1"
95,1,1.50101017900588,9.73448203888863,"LOW MED","late","med","R1"
86,1,1.50040550069391,11.1225726143185,"LOW MED","late","med","R1"
8,2,2.50078091667758,12.483889330081,"LOW MED","early","low","R1"
56,1,1.49944725763039,9.71553743483215,"LOW MED","early","low","R1"
56,2,2.50097457866157,12.4967432896476,"LOW MED","early","low","R1"
42,0,0.499419812163357,6.07957383188149,"LOW MED","early","low","R1"
91,2,2.50013499485838,13.6525578380953,"LOW MED","late","med","R1"
79,0,0.500599912041885,6.20781893059556,"LOW MED","late","med","R1"
42,3,3.50073919078944,15.10061006033,"LOW MED","early","low","R1"
98,3,3.50044168964435,14.7921833310007,"LOW MED","late","med","R1"
88,3,3.49962402294773,14.2734179931137,"LOW MED","late","med","R1"
37,0,0.499872608225546,6.11831774905632,"LOW MED","early","low","R1"
13,1,1.49921697344159,9.10568291336642,"LOW MED","early","low","R1"
40,0,0.501250840825129,6.24896178486661,"LOW MED","early","low","R1"
27,1,1.50035226052465,9.5680931902682,"LOW MED","early","low","R1"
67,6,6.49936418230075,17.8000527348059,"LOW MED","early","low","R1"
84,2,2.50049540742826,12.7144560130657,"LOW MED","late","med","R1"
23,2,2.50038513625187,12.8287993037156,"LOW MED","early","low","R1"
13,3,3.50051554109378,14.5995766822567,"LOW MED","early","low","R1"
9,0,0.498952696762958,6.04915113316001,"LOW MED","early","low","R1"
94,0,0.500924529441037,6.1866626077568,"LOW MED","late","med","R1"
88,0,0.499752896677291,6.18253473620992,"LOW MED","late","med","R1"
51,0,0.499620479047745,6.19332614488489,"LOW MED","early","low","R1"
44,3,3.50000923913208,14.8008087418365,"LOW MED","early","low","R1"
38,7,7.50151768462999,17.4018348305268,"LOW MED","early","low","R1"
22,9,9.50025574118632,23.4872584736141,"LOW MED","early","low","R1"
74,0,0.499119314488459,6.32392727142264,"LOW MED","early","low","R1"
78,0,0.501534853532092,6.13543855653212,"LOW MED","late","med","R1"
36,3,3.49999962398043,14.8919353351929,"LOW MED","early","low","R1"
46,2,2.49878143358643,12.6405473946528,"LOW MED","early","low","R1"
36,1,1.49917093110213,9.87801698220332,"LOW MED","early","low","R1"
99,0,0.497934138453636,6.18484981476403,"LOW MED","late","med","R1"
19,6,6.50088305629319,18.7244378525108,"LOW MED","early","low","R1"
9,2,2.50000719912622,11.949068953983,"LOW MED","early","low","R1"
40,5,5.49882268031162,18.2626714537833,"LOW MED","early","low","R1"
95,2,2.4982875927612,12.7361760014295,"LOW MED","late","med","R1"
15,3,3.49976209900335,14.4988919378154,"LOW MED","early","low","R1"
89,2,2.49991967430535,13.0927834124743,"LOW MED","late","med","R1"
41,2,2.50034318709399,12.0665919464926,"LOW MED","early","low","R1"
19,0,0.498998130025534,5.95392201289471,"LOW MED","early","low","R1"
84,0,0.499649000412567,6.01012312729281,"LOW MED","late","med","R1"
5,3,3.49984871087455,14.275519090229,"LOW MED","early","low","R1"
93,4,4.49796574425047,17.7425945913291,"LOW MED","late","med","R1"
35,0,0.499796370442709,6.3469237663779,"LOW MED","early","low","R1"
23,3,3.50100914423361,14.6997727723982,"LOW MED","early","low","R1"
16,8,8.49847113274821,20.5781117096073,"LOW MED","early","low","R1"
23,2,2.50071711215324,12.324702680752,"LOW MED","early","low","R1"
90,0,0.500000649872599,6.33573128517391,"LOW MED","late","med","R1"
89,0,0.501402431110162,6.5013814517412,"LOW MED","late","med","R1"
56,5,5.49973246681584,14.6795900917385,"LOW MED","early","low","R1"
68,2,2.49985134239905,12.7638842629292,"LOW MED","early","low","R1"
48,2,2.49987617481282,12.5580378269452,"LOW MED","early","low","R1"
20,0,0.50026816568691,6.16602624617729,"LOW MED","early","low","R1"
18,0,0.500574626923395,6.53342835212403,"LOW MED","early","low","R1"
39,0,0.501612025741181,6.4574258689533,"LOW MED","early","low","R1"
67,2,2.50083336845428,13.2607377742914,"LOW MED","early","low","R1"
75,0,0.50025659663927,6.41534532583079,"LOW MED","late","med","R1"
56,3,3.5006739059741,14.9694299236553,"LOW MED","early","low","R1"
83,0,0.500936404919216,6.31853075500186,"LOW MED","late","med","R1"
92,1,1.49987539444636,9.69077818700838,"LOW MED","late","med","R1"
50,0,0.500565857832065,6.44264574905273,"LOW MED","early","low","R1"
12,0,0.500229012433805,6.54190078694124,"LOW MED","early","low","R1"
22,4,4.49844322552756,17.7298656588134,"LOW MED","early","low","R1"
42,1,1.50045174562391,9.41403820961505,"LOW MED","early","low","R1"
33,3,3.49840721435554,15.1100866120816,"LOW MED","early","low","R1"
43,3,3.50130173479965,13.922087860057,"LOW MED","early","low","R1"
22,3,3.4994493711459,14.8874467672996,"LOW MED","early","low","R1"
38,2,2.49943467454554,11.864272526376,"LOW MED","early","low","R1"
53,3,3.50092101386721,15.2345507880113,"LOW MED","early","low","R1"
8,0,0.500088544277964,6.07448981386058,"LOW MED","early","low","R1"
40,13,13.5004672990487,24.008713814604,"LOW MED","early","low","R1"
51,1,1.4993800266967,9.92922915078161,"LOW MED","early","low","R1"
64,5,5.49956721200729,16.6783679996442,"LOW MED","early","low","R1"
60,1,1.5001161836131,10.0473001129773,"LOW MED","early","low","R1"
34,4,4.49932853450118,17.6913771691093,"LOW MED","early","low","R1"
31,0,0.499971562552605,6.23315088043264,"LOW MED","early","low","R1"
45,1,1.49963142310636,9.84337941646088,"LOW MED","early","low","R1"
14,4,4.49870228802424,14.7607851517047,"LOW MED","early","low","R1"
13,7,7.50103740793852,23.2346232252518,"LOW MED","early","low","R1"
21,0,0.498928503374592,6.18045424165185,"LOW MED","early","low","R1"
60,1,1.500650650157,9.53005695078086,"LOW MED","early","low","R1"
63,0,0.500721377129133,6.45954405371052,"LOW MED","early","low","R1"
33,3,3.50104089955787,15.0207912309864,"LOW MED","early","low","R1"
54,0,0.500189079694245,6.63481898300751,"LOW MED","early","low","R1"
62,0,0.500861327508125,6.36352070723657,"LOW MED","early","low","R1"
94,5,5.50047252629547,18.7301404530171,"LOW MED","late","med","R1"
9,0,0.499090309508287,6.34502938535347,"LOW MED","early","low","R1"
36,1,1.49976995657978,9.98054949728168,"LOW MED","early","low","R1"
20,4,4.49959705032822,15.9773768668955,"LOW MED","early","low","R1"
37,3,3.50185338180913,12.5925004563971,"LOW MED","early","low","R1"
12,3,3.49966363013771,15.303403545839,"LOW MED","early","low","R1"
70,0,0.500610331190603,6.41526566410381,"LOW MED","early","low","R1"
96,0,0.501149401143172,6.32416926069337,"LOW MED","late","med","R1"
36,2,2.50006026021712,13.1065362558226,"LOW MED","early","low","R1"
13,2,2.50043277880709,12.9358257120215,"LOW MED","early","low","R1"
4,2,2.50116160477237,12.6466115828029,"LOW MED","early","low","R1"
82,3,3.50208979908491,13.4524549160257,"LOW MED","late","med","R1"
70,0,0.500196678571216,6.35749476930842,"LOW MED","early","low","R1"
78,0,0.500015440973113,6.16211396024506,"LOW MED","late","med","R1"
77,1,1.49886417763367,9.30828438208429,"LOW MED","late","med","R1"
43,0,0.501199101741317,6.48510427638701,"LOW MED","early","low","R1"
99,3,3.49943906283588,14.786114852107,"LOW MED","late","med","R1"
77,2,2.49697225654072,12.5959853355807,"LOW MED","late","med","R1"
3,0,0.498902333236099,6.39852147247345,"LOW MED","early","low","R1"
30,5,5.50135288433869,18.2008640336466,"LOW MED","early","low","R1"
28,0,0.498236906745316,6.1886781902166,"LOW MED","early","low","R1"
39,2,2.50077237438049,12.3852733682747,"LOW MED","early","low","R1"
52,1,1.50030079903107,8.90917534240096,"LOW MED","early","low","R1"
71,0,0.499831809382716,6.03443742257532,"LOW MED","early","low","R1"
13,11,11.5001995625261,21.021373072837,"LOW MED","early","low","R1"
57,2,2.50106556972403,12.075872472333,"LOW MED","early","low","R1"
4,0,0.498934152747167,6.58362869966379,"LOW MED","early","low","R1"
16,4,4.50019468344953,16.9434891150332,"LOW MED","early","low","R1"
26,0,0.499948068169065,6.15842491428521,"LOW MED","early","low","R1"
28,0,0.499942980159482,6.53742071409476,"LOW MED","early","low","R1"
77,1,1.49966634793725,9.08187145001048,"LOW MED","late","med","R1"
19,3,3.50000871046454,14.9163867935356,"LOW MED","early","low","R1"
17,4,4.50013607603212,13.9812682345841,"LOW MED","early","low","R1"
91,0,0.500680172106536,6.657077927457,"LOW MED","late","med","R1"
90,2,2.49833662480556,13.8790993272565,"LOW MED","late","med","R1"
14,4,4.4996830044677,15.6110930796503,"LOW MED","early","low","R1"
26,1,1.49981573007367,10.2296713479922,"LOW MED","early","low","R1"
4,4,4.50007455615432,15.1636704550632,"LOW MED","early","low","R1"
40,2,2.49997562414919,12.6306129868534,"LOW MED","early","low","R1"
26,3,3.49866693542415,14.9511607738375,"LOW MED","early","low","R1"
29,0,0.501101202375332,6.23252045761658,"LOW MED","early","low","R1"
51,3,3.50105026722706,14.6917933520324,"LOW MED","early","low","R1"
34,7,7.49932418172243,17.9985027935133,"LOW MED","early","low","R1"
23,4,4.49896928805058,18.1027327239999,"LOW MED","early","low","R1"
58,4,4.49923957399069,16.1964866534416,"LOW MED","early","low","R1"
26,2,2.49803577983468,12.5087617791729,"LOW MED","early","low","R1"
40,6,6.50079294272628,18.6950730026635,"LOW MED","early","low","R1"
50,1,1.49935767545851,9.92364645171565,"LOW MED","early","low","R1"
25,6,6.49914749858412,20.5835675109053,"LOW MED","early","low","R1"
21,12,12.4988674983299,22.9791319945427,"LOW MED","early","low","R1"
95,6,6.50004996729535,16.0481861628522,"LOW MED","late","med","R1"
10,0,0.499708797679889,6.14698581911379,"LOW MED","early","low","R1"
34,3,3.50057980089458,14.5562936116341,"LOW MED","early","low","R1"
27,2,2.50031505180773,12.9913990441211,"LOW MED","early","low","R1"
20,0,0.501050021075552,6.1966725696177,"LOW MED","early","low","R1"
85,6,6.49909941898797,17.2101321582333,"LOW MED","late","med","R1"
28,1,1.5014374011221,9.62499593408577,"LOW MED","early","low","R1"
45,1,1.49964169157627,9.86495463294847,"LOW MED","early","low","R1"
43,4,4.49864851848831,15.5027569858301,"LOW MED","early","low","R1"
82,4,4.49965673603177,14.7493104470897,"LOW MED","late","med","R1"
95,2,2.49885485220866,12.3775871171118,"LOW MED","late","med","R1"
90,1,1.49817386587627,10.2814658972594,"LOW MED","late","med","R1"
71,0,0.498642829197605,6.34558006456491,"LOW MED","early","low","R1"
97,1,1.49944602166503,10.541573727144,"LOW MED","late","med","R1"
32,1,1.49999860777013,10.1973732004503,"LOW MED","early","low","R1"
1,0,0.500028320401099,6.53267426966199,"LOW MED","early","low","R1"
28,0,0.501522065386331,6.15449009861703,"LOW MED","early","low","R1"
81,1,1.50034492943396,9.35340990688751,"LOW MED","late","med","R1"
17,2,2.50079983088167,13.1874560180695,"LOW MED","early","low","R1"
43,2,2.5019373612758,12.370545965642,"LOW MED","early","low","R1"
90,2,2.49910904977814,13.1424775159604,"LOW MED","late","med","R1"
37,7,7.49809168088072,18.8217707026169,"LOW MED","early","low","R1"
42,1,1.49986530803255,9.92137403818731,"LOW MED","early","low","R1"
61,0,0.501809672145312,6.24512778882162,"LOW MED","early","low","R1"
63,1,1.49939830366201,10.3720014980141,"LOW MED","early","low","R1"
18,0,0.498642311859091,6.25759776267042,"LOW MED","early","low","R1"
35,2,2.49919590094529,12.4477721874447,"LOW MED","early","low","R1"
87,5,5.49880035060503,18.40636735133,"LOW MED","late","med","R1"
35,6,6.5004976047013,16.6896747572252,"LOW MED","early","low","R1"
26,0,0.501675842176379,6.78022440043476,"LOW MED","early","low","R1"
50,0,0.498998899854446,6.11369761518826,"LOW MED","early","low","R1"
49,1,1.50073719793388,9.43417292616466,"LOW MED","early","low","R1"
45,0,0.499738540364204,6.16589727931436,"LOW MED","early","low","R1"
26,0,0.499556552891811,6.12131887202268,"LOW MED","early","low","R1"
58,0,0.502915151540209,6.02633833025704,"LOW MED","early","low","R1"
44,2,2.49803132099917,12.8562958066815,"LOW MED","early","low","R1"
49,0,0.502293280514734,6.18203863175707,"LOW MED","early","low","R1"
64,2,2.49913138134135,11.6390825760721,"LOW MED","early","low","R1"
49,1,1.49934750193758,10.6565567431581,"LOW MED","early","low","R1"
92,6,6.50136528753183,19.6471285381318,"LOW MED","late","med","R1"
60,1,1.49805988067291,10.1784174535075,"LOW MED","early","low","R1"
93,1,1.49961670988647,10.0840464549934,"LOW MED","late","med","R1"
68,2,2.50161953927068,12.2998574108647,"LOW MED","early","low","R1"
89,4,4.50022184797183,16.9347591939189,"LOW MED","late","med","R1"
11,5,5.5007542330009,20.6034499865147,"LOW MED","early","low","R1"
32,5,5.50102143793074,17.8820373917755,"LOW MED","early","low","R1"
26,1,1.50028560608316,9.81887522232058,"LOW MED","early","low","R1"
85,2,2.50067907684599,12.7837187681274,"LOW MED","late","med","R1"
56,1,1.50165000475016,10.3078372613374,"LOW MED","early","low","R1"
86,4,4.4989687896496,17.5656711993307,"LOW MED","late","med","R1"
18,1,1.49843162538673,9.8309913360511,"LOW MED","early","low","R1"
2,0,0.498870206936516,6.34642380279309,"LOW MED","early","low","R1"
42,0,0.501298523673597,6.29243338654515,"LOW MED","early","low","R1"
11,1,1.49960061406055,9.78171927446265,"LOW MED","early","low","R1"
79,1,1.49889760569492,10.5183173580589,"LOW MED","late","med","R1"
86,3,3.49866708494673,14.8381969123796,"LOW MED","late","med","R1"
38,4,4.50145972877924,15.8220763648547,"LOW MED","early","low","R1"
62,3,3.49979799822752,14.2329298815929,"LOW MED","early","low","R1"
