"cohort","uni_ind","ind","fish_size","Year","Age","AgeE","FMORT","M","Sel","FSIM"
1,6,6,131.601586567088,2,2,2.50029848390795,0,0.25,0.173153935304037,"MED HIGH"
1,9,9,131.645906811872,2,2,2.49909273805104,0,0.25,0.173799147001106,"MED HIGH"
1,2,2,150.426088838791,3,3,3.50088453870523,0,0.25,0.586098283537806,"MED HIGH"
1,3,3,146.239200848323,3,3,3.49840823569537,0,0.25,0.48069815985855,"MED HIGH"
1,4,4,160.749268661641,3,3,3.49923777111348,0,0.25,0.801547737605188,"MED HIGH"
1,8,8,139.569646098326,3,3,3.50097203180769,0,0.25,0.31985864115478,"MED HIGH"
1,4,4,180.948228805809,4,4,4.49756347232667,0,0.25,0.969136895023105,"MED HIGH"
1,8,8,154.034107272293,4,4,4.50007888932636,0,0.25,0.671326255878159,"MED HIGH"
1,9,9,173.812157352408,4,4,4.50252734142227,0,0.25,0.938329884305246,"MED HIGH"
2,13,3,133.381921495994,4,3,3.50047950551748,0,0.25,0.20057958192662,"MED HIGH"
1,4,4,197.156203689148,5,5,5.5007700406919,0,0.25,0.993894728171802,"MED HIGH"
1,8,8,164.938427379564,5,5,5.49910236477786,0,0.25,0.860725783828292,"MED HIGH"
1,9,9,188.520152670271,5,5,5.49908112371545,0,0.25,0.985451899187434,"MED HIGH"
2,13,3,146.338116462841,5,4,4.50048445004814,0,0.25,0.483205667588742,"MED HIGH"
2,17,7,150.834544868732,5,4,4.49974245106947,0,0.25,0.596121511109997,"MED HIGH"
3,24,2,145.431548112998,5,3,3.50002702139188,0,0.25,0.460271761286516,"MED HIGH"
3,26,4,161.77566406912,5,3,3.50004973779852,0,0.25,0.817605544060606,"MED HIGH"
3,27,5,134.306208412382,5,3,3.49901285155515,0,0.25,0.216050766781543,"MED HIGH"
3,28,6,151.26265145034,5,3,3.49954647452715,0,0.25,0.606541401661354,"MED HIGH"
3,30,8,160.671252583742,5,3,3.4979644313556,0,0.25,0.800284716975215,"MED HIGH"
1,4,4,210.161746942065,6,6,6.4993485329474,0,0.25,0.998362527227292,"MED HIGH"
1,8,8,173.158864737841,6,6,6.49883687422405,0,0.25,0.934378104016145,"MED HIGH"
1,9,9,200.142685298199,6,6,6.4978499584686,0,0.25,0.995484453306713,"MED HIGH"
3,24,2,161.395588162372,6,4,4.49919687861039,0,0.25,0.811780065898949,"MED HIGH"
3,25,3,150.129932779103,6,4,4.50177041347319,0,0.25,0.57878544695104,"MED HIGH"
3,26,4,182.274404647218,6,4,4.50028138961454,0,0.25,0.972919678474498,"MED HIGH"
3,28,6,168.78549376729,6,4,4.50060453568687,0,0.25,0.901315991937525,"MED HIGH"
3,30,8,180.847507516881,6,4,4.49932445313719,0,0.25,0.96882954350139,"MED HIGH"
3,32,10,161.752778894855,6,4,4.49963389385907,0,0.25,0.817258779528449,"MED HIGH"
4,37,4,154.902892989208,6,3,3.50052699203272,0,0.25,0.690487528236311,"MED HIGH"
1,4,4,220.597606851831,7,7,7.5013999315849,0,0.25,0.999431840519591,"MED HIGH"
1,8,8,179.356004008936,7,7,7.50033246072823,0,0.25,0.963916954705895,"MED HIGH"
1,9,9,209.327027675789,7,7,7.50064525047812,0,0.25,0.998217957325857,"MED HIGH"
3,25,3,160.346529196204,7,5,5.49862166907553,0,0.25,0.7949629565131,"MED HIGH"
3,26,4,198.768406626023,7,5,5.49772859800247,0,0.25,0.99481181395262,"MED HIGH"
3,28,6,182.476980582204,7,5,5.49891664857206,0,0.25,0.973456344467444,"MED HIGH"
3,30,8,197.033851532539,7,5,5.5011191749359,0,0.25,0.993818882851932,"MED HIGH"
3,32,10,174.078644449567,7,5,5.50083557919662,0,0.25,0.93987714851537,"MED HIGH"
4,36,3,161.131349709358,7,4,4.50049578691723,0,0.25,0.807646486165034,"MED HIGH"
4,37,4,173.432294159878,7,4,4.50254048051178,0,0.25,0.936059955969436,"MED HIGH"
4,46,13,171.618697759374,7,4,4.49899895862844,0,0.25,0.924113418982683,"MED HIGH"
5,50,3,141.388509291325,7,3,3.50023652780547,0,0.25,0.361294974777175,"MED HIGH"
5,54,7,144.922076413642,7,3,3.50025541180298,0,0.25,0.44745064359916,"MED HIGH"
5,55,8,157.988020121756,7,3,3.49980713427101,0,0.25,0.753179052270901,"MED HIGH"
6,59,2,128.919912762111,7,2,2.50038069794868,0,0.25,0.137558948081498,"MED HIGH"
6,68,11,127.838423213424,7,2,2.50045999231955,0,0.25,0.125042627516039,"MED HIGH"
1,8,8,184.027840003974,8,8,8.50125916850402,0,0.25,0.977235484599384,"MED HIGH"
1,9,9,216.584666575086,8,8,8.50080874485719,0,0.25,0.999146317111759,"MED HIGH"
3,25,3,167.970127749961,8,6,6.50042248544282,0,0.25,0.893703998191954,"MED HIGH"
3,26,4,212.040056181289,8,6,6.49984819986328,0,0.25,0.998646452117312,"MED HIGH"
3,28,6,193.174834720948,8,6,6.50109647571746,0,0.25,0.990881058758696,"MED HIGH"
3,30,8,210.019300688562,8,6,6.49992966516869,0,0.25,0.998338712152125,"MED HIGH"
3,32,10,183.551479473786,8,6,6.49966371488824,0,0.25,0.976134317572434,"MED HIGH"
4,36,3,173.339753274278,8,5,5.49972226200982,0,0.25,0.935495286071204,"MED HIGH"
4,37,4,188.062307355575,8,5,5.50048230826255,0,0.25,0.984770191851192,"MED HIGH"
4,46,13,185.879016453856,8,5,5.49992353931237,0,0.25,0.981062257230401,"MED HIGH"
5,49,2,171.951065313984,8,4,4.49899362107142,0,0.25,0.926446346163657,"MED HIGH"
5,54,7,160.753084307369,8,4,4.49983061200813,0,0.25,0.801609355564937,"MED HIGH"
5,55,8,177.390360550608,8,4,4.49896107695067,0,0.25,0.956295069469107,"MED HIGH"
6,59,2,151.379442040302,8,3,3.49961711404845,0,0.25,0.609367703185028,"MED HIGH"
6,64,7,157.987976904125,8,3,3.49851669179029,0,0.25,0.753178236541269,"MED HIGH"
6,65,8,145.872536504068,8,3,3.49947049819096,0,0.25,0.471412698621975,"MED HIGH"
6,67,10,140.237755739714,8,3,3.50090718301888,0,0.25,0.334792798596571,"MED HIGH"
7,70,1,120.342745272887,8,2,2.49932711312637,0,0.25,0.0625865239282601,"MED HIGH"
7,79,10,134.157409605272,8,2,2.50210430042291,0,0.25,0.213502878085891,"MED HIGH"
1,9,9,222.319788397321,9,9,9.49975796225501,0,0.25,0.999522942935385,"MED HIGH"
3,25,3,173.658837818959,9,7,7.50195807058846,0,0.25,0.937422905647679,"MED HIGH"
3,26,4,222.718888531626,9,7,7.49874514648237,0,0.25,0.999541878938787,"MED HIGH"
3,30,8,220.436840907684,9,7,7.50043759042316,0,0.25,0.999422495777945,"MED HIGH"
3,32,10,190.831666248317,9,7,7.50067624751744,0,0.25,0.988460050377915,"MED HIGH"
4,36,3,182.708192353803,9,6,6.50185075193633,0,0.25,0.974056234438432,"MED HIGH"
4,37,4,199.613532575151,9,6,6.50053373183432,0,0.25,0.995236402353921,"MED HIGH"
4,46,13,197.093018049802,9,6,6.49886277423143,0,0.25,0.993855676008134,"MED HIGH"
5,49,2,186.278811203058,9,5,5.50187548734938,0,0.25,0.98180187795034,"MED HIGH"
5,50,3,167.626106842556,9,5,5.49912896477255,0,0.25,0.890339897146324,"MED HIGH"
6,59,2,168.934181289991,9,4,4.50025310055806,0,0.25,0.902650654588035,"MED HIGH"
6,60,3,160.481212324108,9,4,4.49976102886355,0,0.25,0.797182900521487,"MED HIGH"
6,62,5,148.888392383561,9,4,4.49802001784916,0,0.25,0.547786938797039,"MED HIGH"
6,64,7,177.390304977629,9,4,4.49994656193439,0,0.25,0.956294833643095,"MED HIGH"
6,65,8,161.952138996692,9,4,4.4987806743476,0,0.25,0.820262393781755,"MED HIGH"
6,67,10,154.8696795057,9,4,4.50188022965529,0,0.25,0.689766368226067,"MED HIGH"
6,68,11,167.015053240999,9,4,4.49871137726452,0,0.25,0.884134172030134,"MED HIGH"
7,79,10,158.739945957662,9,3,3.50134543037255,0,0.25,0.767095827166432,"MED HIGH"
8,81,1,132.48266860136,9,2,2.50032992751665,0,0.25,0.186338550328817,"MED HIGH"
8,90,10,134.23238949482,9,2,2.49838509102365,0,0.25,0.21478401748543,"MED HIGH"
1,9,9,226.851788786464,10,10,10.5004313806939,0,0.25,0.999698832287315,"MED HIGH"
3,25,3,177.903738966484,10,8,8.4990008317304,0,0.25,0.958422522972858,"MED HIGH"
3,32,10,196.426730380285,10,8,8.49872000446945,0,0.25,0.993428457741176,"MED HIGH"
4,36,3,189.897310105364,10,7,7.50074784813695,0,0.25,0.987326229022369,"MED HIGH"
4,37,4,208.733880061413,10,7,7.50117725487097,0,0.25,0.998107547983084,"MED HIGH"
4,46,13,205.911462748555,10,7,7.50022632692203,0,0.25,0.997481125216543,"MED HIGH"
5,49,2,197.554215084636,10,6,6.50125224867417,0,0.25,0.994135111801741,"MED HIGH"
5,50,3,176.20596495731,10,6,6.49879033816016,0,0.25,0.950984029301363,"MED HIGH"
6,59,2,182.655255596913,10,5,5.49916657962747,0,0.25,0.973920063051743,"MED HIGH"
6,60,3,172.567289154321,10,5,5.50083280781618,0,0.25,0.930597740190105,"MED HIGH"
6,62,5,158.890747717811,10,5,5.49999614293195,0,0.25,0.76982013985816,"MED HIGH"
6,64,7,192.842133514139,10,5,5.49870827127118,0,0.25,0.990570713790605,"MED HIGH"
6,65,8,174.315798446909,10,5,5.49849631725564,0,0.25,0.941223471229378,"MED HIGH"
7,70,1,153.965722835411,10,4,4.49844873731353,0,0.25,0.669792431415346,"MED HIGH"
7,71,2,158.636483758134,10,4,4.49974712204014,0,0.25,0.765213784784133,"MED HIGH"
7,73,4,185.970045980735,10,4,4.5012873250453,0,0.25,0.981233212256365,"MED HIGH"
7,75,6,174.233215188956,10,4,4.50035221902162,0,0.25,0.940757884709229,"MED HIGH"
7,80,11,158.449389333349,10,4,4.49945465591116,0,0.25,0.761783728996512,"MED HIGH"
8,81,1,156.376932970439,10,3,3.49928472589219,0,0.25,0.721529735710266,"MED HIGH"
8,83,3,148.281216314088,10,3,3.49982446500337,0,0.25,0.532475451828428,"MED HIGH"
8,90,10,158.84594650138,10,3,3.50058237436208,0,0.25,0.769013121217075,"MED HIGH"
3,25,3,181.071273527696,11,9,9.50129387776978,0,0.25,0.969508386397511,"MED HIGH"
3,32,10,200.726722071481,11,9,9.49882484891586,0,0.25,0.995743327994133,"MED HIGH"
