"cohort","uni_ind","ind","fish_size","Year","Age","AgeE","FMORT","M","Sel","FSIM"
1,1,1,61.5405082126658,0,0,0.503182921229217,0,0.25,0.000170448742370511,"MED HIGH"
1,2,2,61.683304954833,0,0,0.499934054978305,0,0.25,0.000172937563357192,"MED HIGH"
1,2,2,96.1168975343228,1,1,1.49978211124347,0,0.25,0.00567337018824435,"MED HIGH"
1,3,3,61.4500672218818,0,0,0.50050753047917,0,0.25,0.000168890992051839,"MED HIGH"
1,3,3,95.5768247895652,1,1,1.498084503032,0,0.25,0.00537227371138649,"MED HIGH"
1,3,3,121.421503848333,2,2,2.50067005520327,0,0.25,0.0693288056068983,"MED HIGH"
1,4,4,61.7109232795215,0,0,0.499796168423775,0,0.25,0.000173423103297378,"MED HIGH"
1,4,4,96.1809378284685,1,1,1.50031130140153,0,0.25,0.00571016822854825,"MED HIGH"
1,5,5,62.9439610231922,0,0,0.499544469230488,0,0.25,0.000196547556287318,"MED HIGH"
1,6,6,62.8400336407403,0,0,0.499404633176911,0,0.25,0.000194484892687334,"MED HIGH"
1,6,6,98.8151710343688,1,1,1.49977173148248,0,0.25,0.0074481002968222,"MED HIGH"
1,6,6,126.675909529102,2,2,2.50147657008347,0,0.25,0.11269004796875,"MED HIGH"
1,6,6,148.252498409883,3,3,3.50150596150586,0,0.25,0.531749509481346,"MED HIGH"
1,6,6,164.962363721538,4,4,4.49952364066814,0,0.25,0.861016866997361,"MED HIGH"
1,6,6,177.903222922055,5,5,5.49904907650817,0,0.25,0.958420435036633,"MED HIGH"
1,6,6,187.92519699092,6,6,6.4988026346373,0,0.25,0.984559989337052,"MED HIGH"
1,6,6,195.686657237159,7,7,7.49999064199491,0,0.25,0.992919268334228,"MED HIGH"
1,7,7,61.0505762037908,0,0,0.49854310840907,0,0.25,0.000162178718773388,"MED HIGH"
1,8,8,65.7491532909497,0,0,0.500212658674142,0,0.25,0.000261296949435627,"MED HIGH"
1,8,8,105.746974716201,1,1,1.5010589460971,0,0.25,0.0149420986446443,"MED HIGH"
1,8,8,138.157066083148,2,2,2.4988772021416,0,0.25,0.289493733951806,"MED HIGH"
1,8,8,164.418846974811,3,3,3.5010398368384,0,0.25,0.854280613578682,"MED HIGH"
1,8,8,185.698673921091,4,4,4.49995323072006,0,0.25,0.980719048984191,"MED HIGH"
1,8,8,202.941641438474,5,5,5.50032893828873,0,0.25,0.996597674274801,"MED HIGH"
1,8,8,216.913556226885,6,6,6.49877654996669,0,0.25,0.999174330239726,"MED HIGH"
1,8,8,228.23494871097,7,7,7.50019994020683,0,0.25,0.999738281044958,"MED HIGH"
1,8,8,237.408632470121,8,8,8.49898375891259,0,0.25,0.999896868598147,"MED HIGH"
1,9,9,61.7667152329547,0,0,0.500258615234749,0,0.25,0.000174408107271573,"MED HIGH"
1,9,9,96.3103633856628,1,1,1.50045905291537,0,0.25,0.005785263109824,"MED HIGH"
1,9,9,122.605562355963,2,2,2.49958384034759,0,0.25,0.0774988676283265,"MED HIGH"
1,9,9,142.621904747799,3,3,3.50034058980346,0,0.25,0.390664847333059,"MED HIGH"
1,9,9,157.858677179136,4,4,4.50116486571955,0,0.25,0.750729607433375,"MED HIGH"
1,9,9,169.45716153655,5,5,5.50009265722374,0,0.25,0.907217908136716,"MED HIGH"
1,9,9,178.286120556276,6,6,6.50120211856968,0,0.25,0.959942375876107,"MED HIGH"
1,9,9,185.006870868983,7,7,7.50146842382448,0,0.25,0.979345029172384,"MED HIGH"
1,9,9,190.122817682739,8,8,8.50072308275788,0,0.25,0.987609560256722,"MED HIGH"
1,9,9,194.017161406785,9,9,9.49942974284149,0,0.25,0.991622261430386,"MED HIGH"
1,10,10,65.1699781316508,0,0,0.498648887545738,0,0.25,0.000246378110134618,"MED HIGH"
1,11,11,62.1220837958356,0,0,0.499736733654977,0,0.25,0.000180814746066136,"MED HIGH"
1,11,11,97.1365441633824,1,1,1.50037939065724,0,0.25,0.00628830677694704,"MED HIGH"
1,11,11,123.943481949746,2,2,2.49993660945393,0,0.25,0.087785155752833,"MED HIGH"
1,11,11,144.466771640312,3,3,3.49894740347076,0,0.25,0.436050978363925,"MED HIGH"
1,11,11,160.179324229483,4,4,4.50030283143168,0,0.25,0.792181945758555,"MED HIGH"
1,12,12,66.1959544856184,0,0,0.500272866720689,0,0.25,0.000273420296620017,"MED HIGH"
1,13,13,61.6858714277725,0,0,0.501084499597604,0,0.25,0.000172982625520707,"MED HIGH"
2,14,1,62.922342265808,1,0,0.50093431677383,0,0.25,0.000196116691300038,"MED HIGH"
2,14,1,99.0084272569711,2,1,1.49831928876299,0,0.25,0.00759456752916934,"MED HIGH"
2,14,1,126.991693351249,3,2,2.50042723904536,0,0.25,0.115936018228677,"MED HIGH"
2,14,1,148.691558590023,4,3,3.50033767071814,0,0.25,0.542831758186531,"MED HIGH"
2,14,1,165.518906398335,5,4,4.50083268036486,0,0.25,0.867641977146078,"MED HIGH"
2,14,1,178.567818506596,6,5,5.49981271165835,0,0.25,0.961027835004704,"MED HIGH"
2,14,1,188.686710036552,7,6,6.49872724125577,0,0.25,0.985692362654319,"MED HIGH"
2,14,1,196.533491817707,8,7,7.5006502659781,0,0.25,0.993498846280189,"MED HIGH"
2,15,2,60.9104560078153,1,0,0.500349088750357,0,0.25,0.000159888146056605,"MED HIGH"
2,15,2,94.332469696997,2,1,1.50024911892236,0,0.25,0.00473767599189253,"MED HIGH"
2,15,2,119.421173107074,3,2,2.49997501826039,0,0.25,0.0573164006761203,"MED HIGH"
2,15,2,138.254360258887,4,3,3.49880957316237,0,0.25,0.291529833442987,"MED HIGH"
2,15,2,152.39175638087,5,4,4.4992724538096,0,0.25,0.633540948621019,"MED HIGH"
2,15,2,163.00419109512,6,5,5.50118905776484,0,0.25,0.835475783264846,"MED HIGH"
2,15,2,170.970564081521,7,6,6.50198114033734,0,0.25,0.919367814894619,"MED HIGH"
2,16,3,60.7158662665584,1,0,0.500119601994663,0,0.25,0.000156760702120296,"MED HIGH"
2,16,3,93.8855022719748,2,1,1.49818730241381,0,0.25,0.00452842987145153,"MED HIGH"
2,16,3,118.705209556156,3,2,2.50061119292698,0,0.25,0.0535127591719103,"MED HIGH"
2,16,3,137.276949974767,4,3,3.50036618235491,0,0.25,0.271464615246407,"MED HIGH"
2,17,4,59.2816522220633,1,0,0.501006192917871,0,0.25,0.000135520447403746,"MED HIGH"
2,17,4,90.6199406738472,2,1,1.50012184230697,0,0.25,0.00325467935739706,"MED HIGH"
2,17,4,113.515398209208,3,2,2.50157098739277,0,0.25,0.0323026139644591,"MED HIGH"
2,17,4,130.242603224251,4,3,3.49920350719864,0,0.25,0.154280110718934,"MED HIGH"
2,18,5,63.0775630658626,1,0,0.500328067778787,0,0.25,0.000199231341100871,"MED HIGH"
2,18,5,99.3733317249812,2,1,1.50136589243579,0,0.25,0.00787896223667628,"MED HIGH"
2,18,5,127.588630828601,3,2,2.49876894430268,0,0.25,0.122294130966013,"MED HIGH"
2,18,5,149.522402530299,4,3,3.49902558692817,0,0.25,0.563678704650294,"MED HIGH"
2,18,5,166.573093337985,5,4,4.49936257487746,0,0.25,0.879457486298121,"MED HIGH"
2,18,5,179.8278158259,6,5,5.50049131818025,0,0.25,0.965546584873095,"MED HIGH"
2,19,6,61.4432323587845,1,0,0.500568235769409,0,0.25,0.000168773848906521,"MED HIGH"
2,19,6,95.5610185704318,2,1,1.49849870480965,0,0.25,0.00536370517682792,"MED HIGH"
2,19,6,121.396029641506,3,2,2.50036412914459,0,0.25,0.0691621071871916,"MED HIGH"
2,19,6,140.959074937061,4,3,3.50056842585851,0,0.25,0.351295512986056,"MED HIGH"
2,19,6,155.772799621873,5,4,4.50140485260466,0,0.25,0.709039395692361,"MED HIGH"
2,19,6,166.990196285941,6,5,5.49951573278933,0,0.25,0.883875382296559,"MED HIGH"
2,19,6,175.484345502045,7,6,6.50046435124567,0,0.25,0.947453698349129,"MED HIGH"
2,20,7,60.878963488994,1,0,0.501648891161873,0,0.25,0.000159377799890076,"MED HIGH"
2,20,7,94.2600689239743,2,1,1.50038740398305,0,0.25,0.00470314011581907,"MED HIGH"
2,20,7,119.305108249864,3,2,2.50047798189771,0,0.25,0.0566829898914593,"MED HIGH"
2,20,7,138.095797972741,4,3,3.49990301941272,0,0.25,0.288215894201724,"MED HIGH"
2,21,8,63.5655961822833,1,0,0.499371458329126,0,0.25,0.00020935004553846,"MED HIGH"
2,22,9,63.4147195481467,1,0,0.501815346705128,0,0.25,0.000206168135786068,"MED HIGH"
2,22,9,100.167989864683,2,1,1.500341971133,0,0.25,0.00853536309971225,"MED HIGH"
2,22,9,128.891652600826,3,2,2.50072859610749,0,0.25,0.137218895754184,"MED HIGH"
2,22,9,151.339962475675,4,3,3.50086941475294,0,0.25,0.608413118752182,"MED HIGH"
2,23,10,64.4870029922664,1,0,0.49930475342523,0,0.25,0.000229875947482669,"MED HIGH"
2,23,10,102.713924909068,2,1,1.49997529020008,0,0.25,0.0110253607947382,"MED HIGH"
2,23,10,133.094450082091,3,2,2.50055751952879,0,0.25,0.195940290604338,"MED HIGH"
2,23,10,157.239117335121,4,3,3.50099949280295,0,0.25,0.738773192395972,"MED HIGH"
2,23,10,176.427888873447,5,4,4.50096345324932,0,0.25,0.952023734885968,"MED HIGH"
2,23,10,191.678003910915,6,5,5.50085122599729,0,0.25,0.989400202515882,"MED HIGH"
2,23,10,203.797904770201,7,6,6.50081332248273,0,0.25,0.99688009010479,"MED HIGH"
2,23,10,213.430094198151,8,7,7.50042365052855,0,0.25,0.998824406038008,"MED HIGH"
2,23,10,221.085195857239,9,8,8.50076877122144,0,0.25,0.999459268135811,"MED HIGH"
2,23,10,227.169023615126,10,9,9.49854429336215,0,0.25,0.999708375436419,"MED HIGH"
3,24,1,63.0878772956621,2,0,0.499582711176354,0,0.25,0.000199440049448766,"MED HIGH"
3,25,2,61.6253322336885,2,0,0.499347563701388,0,0.25,0.000171922798577842,"MED HIGH"
3,25,2,95.9825338008372,3,1,1.4996493837991,0,0.25,0.0055969283381906,"MED HIGH"
3,25,2,122.075942119288,4,2,2.50093378175829,0,0.25,0.0737407307828161,"MED HIGH"
3,26,3,63.6821851548352,2,0,0.499419916229032,0,0.25,0.000211842436179246,"MED HIGH"
3,26,3,100.800383673065,3,1,1.49867038286071,0,0.25,0.00909623403806329,"MED HIGH"
3,26,3,129.931598849083,4,2,2.49940222520099,0,0.25,0.150204840265504,"MED HIGH"
3,27,4,61.8802680648772,2,0,0.502475370870442,0,0.25,0.000176430188178332,"MED HIGH"
3,28,5,62.5725202058714,2,0,0.498518210084083,0,0.25,0.000189274515366431,"MED HIGH"
3,28,5,98.188217195583,3,1,1.49957106042497,0,0.25,0.00699196994061318,"MED HIGH"
3,28,5,125.653169479491,4,2,2.49851283136468,0,0.25,0.102716925930125,"MED HIGH"
3,28,5,146.832696140875,5,3,3.49827191730089,0,0.25,0.495753412421089,"MED HIGH"
3,28,5,163.165233148888,6,4,4.4998517693111,0,0.25,0.837711013096678,"MED HIGH"
3,28,5,175.760026667315,7,5,5.49911108393883,0,0.25,0.948829887946927,"MED HIGH"
3,28,5,185.472468996021,8,6,6.49794487169514,0,0.25,0.980279930243598,"MED HIGH"
3,28,5,192.96219368666,9,7,7.50177862474977,0,0.25,0.990683894681923,"MED HIGH"
3,28,5,198.737875440337,10,8,8.50029757818352,0,0.25,0.994795789949511,"MED HIGH"
3,28,5,203.191777432417,11,9,9.50059966161608,0,0.25,0.996682711752291,"MED HIGH"
3,28,5,206.626392392361,12,10,10.5004711473254,0,0.25,0.997657074977057,"MED HIGH"
3,28,5,209.274986803294,13,11,11.5018778336565,0,0.25,0.998208533301875,"MED HIGH"
3,29,6,63.9257145370217,2,0,0.500369407597282,0,0.25,0.000217144620805287,"MED HIGH"
3,29,6,101.377716473891,3,1,1.50110744827059,0,0.25,0.00964008059257894,"MED HIGH"
3,29,6,130.883311827431,4,2,2.50170909154925,0,0.25,0.16296019123427,"MED HIGH"
3,30,7,61.0551072978389,2,0,0.500961704778628,0,0.25,0.000162253334596423,"MED HIGH"
3,30,7,94.6653345986912,3,1,1.49707707189117,0,0.25,0.00489973167424782,"MED HIGH"
3,30,7,119.955239845327,4,2,2.50075197288077,0,0.25,0.0603175537365729,"MED HIGH"
3,30,7,138.984546063901,5,3,3.50060441219618,0,0.25,0.307075350485595,"MED HIGH"
3,30,7,153.303085086836,6,4,4.50119013843444,0,0.25,0.654746050906473,"MED HIGH"
3,31,8,63.1019080335023,2,0,0.500322994101855,0,0.25,0.000199724312278497,"MED HIGH"
3,32,9,62.1906841414725,2,0,0.499718313358852,0,0.25,0.000182078315086997,"MED HIGH"
3,32,9,97.2963885346821,3,1,1.49795342019898,0,0.25,0.00639053722850236,"MED HIGH"
3,32,9,124.202861980212,4,2,2.49898445736785,0,0.25,0.0899170927406108,"MED HIGH"
