"cohort","uni_ind","ind","fish_size","Year","Age","AgeE","FMORT","M","Sel","FSIM"
1,9,9,118.305846850589,2,2,2.50114327862282,0,0.25,0.0514958168766883,"HIGH HIGH"
1,2,2,163.540515925313,3,3,3.49963601754102,0,0.25,0.842824790004968,"HIGH HIGH"
1,7,7,147.72683098254,3,3,3.49946374264212,0,0.25,0.518440851341257,"HIGH HIGH"
1,11,11,150.974204890313,3,3,3.50032196469303,0,0.25,0.599530796617468,"HIGH HIGH"
1,7,7,164.296534685956,4,4,4.49944104016605,0,0.25,0.852727862251445,"HIGH HIGH"
1,9,9,150.495784259629,4,4,4.49928853620751,0,0.25,0.587813860292138,"HIGH HIGH"
2,17,6,163.586241863403,4,3,3.49789843469173,0,0.25,0.843438830585559,"HIGH HIGH"
2,21,10,143.222477798972,4,3,3.50093575147358,0,0.25,0.405273180378574,"HIGH HIGH"
2,25,14,156.524358822981,4,3,3.49881964326616,0,0.25,0.724527278998254,"HIGH HIGH"
1,7,7,177.108670393523,5,5,5.49985879416394,0,0.25,0.95508398735684,"HIGH HIGH"
2,21,10,158.613394742315,5,4,4.50060556850999,0,0.25,0.764792345259678,"HIGH HIGH"
2,25,14,175.510293341739,5,4,4.50024592653897,0,0.25,0.947584705199259,"HIGH HIGH"
3,37,12,150.54562381603,5,3,3.4983045418861,0,0.25,0.58903937369512,"HIGH HIGH"
1,7,7,187.01535456406,6,6,6.49975135929038,0,0.25,0.983090974467405,"HIGH HIGH"
2,13,2,173.793665180036,6,5,5.5003490517501,0,0.25,0.93822114658,"HIGH HIGH"
2,14,3,174.011058368624,6,5,5.50015564166663,0,0.25,0.939488207554867,"HIGH HIGH"
2,16,5,156.717261126285,6,5,5.49986807659656,0,0.25,0.728419126783641,"HIGH HIGH"
2,20,9,164.638075699419,6,5,5.50109277057373,0,0.25,0.857029714967595,"HIGH HIGH"
2,25,14,190.569213937259,6,5,5.49840535183489,0,0.25,0.988152099155307,"HIGH HIGH"
4,41,3,138.580085051457,6,3,3.50116429980502,0,0.25,0.298407239727232,"HIGH HIGH"
4,45,7,143.571947792345,6,3,3.49930768698737,0,0.25,0.413853358645845,"HIGH HIGH"
4,46,8,150.283197903165,6,3,3.50091365338088,0,0.25,0.582574476531344,"HIGH HIGH"
5,54,3,130.055856213827,6,2,2.49845718727125,0,0.25,0.151822323941164,"HIGH HIGH"
1,7,7,194.675466312393,7,7,7.50093139847024,0,0.25,0.992159672866484,"HIGH HIGH"
