"Year","Age","AgeE","Length_cm","FSIM","FMORT","REG","Latitude_dd"
73,1,1.50024047519192,10.3194550973331,"MED MED MED",0.230904772575013,"R0",32.8085209825076
90,0,0.500840446212119,6.45428028668338,"MED MED MED",0.298091100505553,"R0",46.4318212354556
52,8,8.50025852301608,15.9635131297431,"MED MED MED",0.253623767686076,"R0",13.5958840721287
93,0,0.500726919322701,6.0687405385512,"MED MED MED",0.270313398609869,"R0",47.334046009928
71,2,2.50006913738191,12.7893716310805,"MED MED MED",0.281456482713111,"R0",34.7184706828557
67,0,0.499183488837054,6.26319557131336,"MED MED MED",0.289538983837701,"R0",1.262859092094
83,1,1.50026849827616,8.98769484927829,"MED MED MED",0.247962196171284,"R0",33.9257532148622
98,0,0.497287083146121,6.15444825494436,"MED MED MED",0.230515440390445,"R0",28.0919607146643
95,1,1.50069824971974,10.023068997793,"MED MED MED",0.243086794926785,"R0",49.6605439344421
83,0,0.499916618288664,6.06519725519736,"MED MED MED",0.240473529929295,"R0",34.6222304855473
53,3,3.50130668063075,14.8480690422823,"MED MED MED",0.291258978308178,"R0",10.3649676893838
85,0,0.500658366187669,5.9704907667451,"MED MED MED",0.255984086473472,"R0",33.1284894607961
78,0,0.501150500848609,6.24625771817426,"MED MED MED",0.254062813031487,"R0",45.9514586022124
69,0,0.499605331907826,6.26434817220762,"MED MED MED",0.244417924107984,"R0",13.4703763993457
96,0,0.500906051816736,6.32938396093837,"MED MED MED",0.203733075293712,"R0",1.6211379901506
54,4,4.49932969995079,16.5251567781139,"MED MED MED",0.292278021527454,"R0",45.7609808421694
77,2,2.50016607859934,13.1252969312556,"MED MED MED",0.240492590796202,"R0",21.6525925905444
83,0,0.500604323982037,6.37111945924861,"MED MED MED",0.207320345519111,"R0",25.3287166007794
73,2,2.50066131880593,12.139792407913,"MED MED MED",0.230904772575013,"R0",49.4338037911803
70,2,2.49844489637345,12.8413727092509,"MED MED MED",0.217045061616227,"R0",24.906726332847
59,0,0.50062768861907,5.99439482439982,"MED MED MED",0.261021777032875,"R0",17.1060650143772
