"Year","Age","AgeE","Length_cm","FSIM","FMORT","block","Flev","REG","Latitude_dd"
58,2,2.49966235009422,13.0494539292971,"HIGH HIGH",0.391253166249953,"early","high","R1",1.56320565892383
82,3,3.49811254717066,14.4386283872289,"HIGH HIGH",0.384704385418445,"late","high","R1",11.9564288081601
97,0,0.500057755096751,5.76701034614984,"HIGH HIGH",0.303912685788237,"late","high","R1",4.90512403054163
54,0,0.4984119356208,6.04639978530018,"HIGH HIGH",0.306203000037931,"early","high","R1",7.60012059984729
63,5,5.49916266040177,20.4948769441649,"HIGH HIGH",0.320848007453606,"early","high","R1",9.9563648821786
89,3,3.49996584375073,14.0964420090051,"HIGH HIGH",0.308563952008262,"late","high","R1",6.11429005861282
55,1,1.50211750982006,10.3216979400676,"HIGH HIGH",0.384078907617368,"early","high","R1",1.24968961533159
56,2,2.49955349350463,12.5704941369505,"HIGH HIGH",0.399634018586949,"early","high","R1",3.81136612594128
52,0,0.499687806143017,6.19395195609106,"HIGH HIGH",0.307587654399686,"early","high","R1",6.68914853688329
97,6,6.50073055756549,18.0972969948481,"HIGH HIGH",0.30171963761095,"late","high","R1",6.01663403119892
57,0,0.501595673178599,6.29450989086281,"HIGH HIGH",0.324685347243212,"early","high","R1",12.0931793362834
77,3,3.50018310576562,16.5145856638387,"HIGH HIGH",0.331140136672184,"late","high","R1",4.62688336940482
70,0,0.498901173462387,6.11502983529322,"HIGH HIGH",0.317973907431588,"early","high","R1",0.66801352519542
50,2,2.49869843688484,12.9980392203541,"HIGH HIGH",0.309338430361822,"early","high","R1",9.5463604722172
51,6,6.4999425909167,18.639143863303,"HIGH HIGH",0.397370875277556,"early","high","R1",8.78679346339777
83,1,1.5000647685433,10.5938432550445,"HIGH HIGH",0.345220521767624,"late","high","R1",13.8215815559961
87,2,2.50064979051614,13.1823661796741,"HIGH HIGH",0.321069677709602,"late","high","R1",10.8232300998643
74,0,0.499821679744374,6.27126577597108,"HIGH HIGH",0.379910978884436,"early","high","R1",12.3095152224414
71,1,1.5010581491126,10.5494719662039,"HIGH HIGH",0.308889946225099,"early","high","R1",5.59390926454216
94,1,1.50020065558288,9.14249014355384,"HIGH HIGH",0.33055139281787,"late","high","R1",1.40520520182326
77,0,0.500345195016972,6.19407312028966,"HIGH HIGH",0.331140136672184,"late","high","R1",6.92417429154739
57,1,1.50041052580783,9.49709102716135,"HIGH HIGH",0.388541372353211,"early","high","R1",13.7421752689406
72,0,0.500738374278736,6.02341834348942,"HIGH HIGH",0.308217540849,"early","high","R1",2.06640369677916
55,0,0.500237648070261,6.30878156641565,"HIGH HIGH",0.384078907617368,"early","high","R1",5.8156494689174
69,0,0.501067680071343,6.33725950443656,"HIGH HIGH",0.395165622443892,"early","high","R1",11.394477290567
68,0,0.500136697293523,6.23329063700205,"HIGH HIGH",0.373533064150251,"early","high","R1",7.31448864517733
85,0,0.499814165570344,6.2923883967603,"HIGH HIGH",0.389846398867667,"late","high","R1",3.09863059828058
60,0,0.500060056485871,6.32181489979447,"HIGH HIGH",0.312127170804888,"early","high","R1",9.70162866590545
54,2,2.5010014556111,12.4856921393974,"HIGH HIGH",0.317568094050512,"early","high","R1",8.0266230776906
92,0,0.501282420732211,6.27680660815482,"HIGH HIGH",0.309357479703613,"late","high","R1",10.0401458684355
93,0,0.501274321266407,6.35556372786779,"HIGH HIGH",0.397386640543118,"late","high","R1",2.72716872626916
86,0,0.500132254379883,6.62987525227779,"HIGH HIGH",0.323192281485535,"late","high","R1",2.29608480073512
72,1,1.49959737514462,9.50719894368555,"HIGH HIGH",0.353580200951546,"early","high","R1",0.466645581647754
58,0,0.499418684513456,6.21861978197253,"HIGH HIGH",0.368962386390194,"early","high","R1",8.06952404277399
92,1,1.49914441237705,9.91950536006018,"HIGH HIGH",0.319837392726913,"late","high","R1",5.46223603887483
54,0,0.501229383779229,6.33361917811219,"HIGH HIGH",0.306203000037931,"early","high","R1",3.46471451595426
75,2,2.49925970223237,12.1423435204871,"HIGH HIGH",0.375956148467958,"late","high","R1",13.3939158990979
71,1,1.50024659844355,9.7849378953212,"HIGH HIGH",0.34481738707982,"early","high","R1",6.72826374927536
53,0,0.49865087093998,6.4341354777785,"HIGH HIGH",0.395398362190463,"early","high","R1",1.46028047055006
90,0,0.501853452339059,6.14448436289184,"HIGH HIGH",0.318475627643056,"late","high","R1",10.7649917327799
50,1,1.50051402079644,10.3944431027197,"HIGH HIGH",0.309338430361822,"early","high","R1",7.46134478924796
55,4,4.50184570537051,15.8664972440748,"HIGH HIGH",0.379244315600954,"early","high","R1",2.94690697081387
98,0,0.500526493742111,6.39578968397529,"HIGH HIGH",0.33370928587392,"late","high","R1",8.72684902278706
53,0,0.499096547936182,6.3345577951095,"HIGH HIGH",0.384489548113197,"early","high","R1",10.0753770405427
79,0,0.500629715158108,6.33620566475455,"HIGH HIGH",0.350001438776962,"late","high","R1",0.0763578689657152
91,0,0.500496522276624,6.23821299773194,"HIGH HIGH",0.399315123446286,"late","high","R1",3.77756773028523
57,0,0.498073811824498,6.23864734521099,"HIGH HIGH",0.349897395982407,"early","high","R1",8.04766578553244
76,0,0.500983566674769,6.47509394536581,"HIGH HIGH",0.304361095558852,"late","high","R1",10.5031665633433
55,0,0.499393346388649,6.17029748524217,"HIGH HIGH",0.384078907617368,"early","high","R1",9.83351044915617
62,2,2.50022488303415,13.0959066788355,"HIGH HIGH",0.314605007460341,"early","high","R1",13.8280684426427
52,0,0.498977570846339,6.0535804750726,"HIGH HIGH",0.37410306870006,"early","high","R1",8.1123254946433
91,2,2.50184461536384,12.6130006811907,"HIGH HIGH",0.312823781673796,"late","high","R1",7.23902272479609
79,1,1.50110351415966,9.88358925905905,"HIGH HIGH",0.366117518441752,"late","high","R1",9.61482884269208
61,5,5.50110647387968,16.4548269854842,"HIGH HIGH",0.395492980373092,"early","high","R1",5.37410207558423
