"Year","Age","AgeE","Length_cm","FSIM","FMORT","REG","Latitude_dd"
57,1,1.50036378454309,9.9051071536112,"MED HIGH NA",0.246645562583581,"R0",14.7438466898166
84,1,1.50029299688823,9.69696240068303,"MED HIGH NA",0.311485419794917,"R0",33.3463873947039
55,9,9.50093739646957,19.602413740221,"MED HIGH NA",0.254629466007464,"R0",2.1832478698343
59,0,0.500134897913592,6.22667701960982,"MED HIGH NA",0.271585212671198,"R0",28.7428164272569
67,0,0.500403398903673,6.36355507982627,"MED HIGH NA",0.225294101773761,"R0",32.8034879988991
56,0,0.500479522972633,6.39486658235726,"MED HIGH NA",0.237241721292958,"R0",13.6897210846655
77,0,0.499525956941467,6.38231695995595,"MED HIGH NA",0.384153384296224,"R0",20.0564591912553
92,2,2.49848436345014,12.8359674219021,"MED HIGH NA",0.344054878223687,"R0",10.0532958167605
61,2,2.50142012391428,12.5243579850091,"MED HIGH NA",0.262553458381444,"R0",9.93430517846718
64,1,1.4982089622471,9.63105588854958,"MED HIGH NA",0.249494803859852,"R0",22.7894385810941
82,0,0.499758162000895,6.12272279834362,"MED HIGH NA",0.387842814251781,"R0",4.11761703435332
80,3,3.50112648561645,15.9121727240305,"MED HIGH NA",0.341341903433204,"R0",35.0074633955956
71,4,4.49955304379595,17.1091847363679,"MED HIGH NA",0.226042863936163,"R0",42.8227242548019
50,2,2.50016584799802,13.2586863751351,"MED HIGH NA",0.206304968288168,"R0",39.677681052126
93,0,0.498552196286435,6.11449456269493,"MED HIGH NA",0.375547590106726,"R0",48.7868468509987
55,0,0.499940416538712,6.08390798475089,"MED HIGH NA",0.215196018735878,"R0",22.3958016955294
98,0,0.499903475902284,6.09291895028387,"MED HIGH NA",0.392293584509753,"R0",8.96268510259688
71,4,4.49907669528809,16.4463093202511,"MED HIGH NA",0.209255227912217,"R0",2.87061333656311
97,4,4.49995763443108,17.8258136981965,"MED HIGH NA",0.362507941410877,"R0",30.9149910812266
88,5,5.49918770449462,18.5585458862265,"MED HIGH NA",0.338065498904325,"R0",5.09822211461142
50,2,2.49744436440644,12.005558150238,"MED HIGH NA",0.299276682944037,"R0",47.0968651003204
91,1,1.49873341433205,9.51642148109203,"MED HIGH NA",0.311146244127303,"R0",33.2284101750702
50,2,2.49993377025171,11.5809159087271,"MED HIGH NA",0.274642088264227,"R0",26.2433233787306
56,0,0.49972954425928,6.5385807900615,"MED HIGH NA",0.213902327953838,"R0",10.6534059508704
97,2,2.49883993479366,13.0249093134373,"MED HIGH NA",0.309852947853506,"R0",34.4976375694387
95,1,1.49984447088446,9.83291567915937,"MED HIGH NA",0.397744022682309,"R0",29.0279446984641
52,0,0.501210946384162,6.28330820863408,"MED HIGH NA",0.244216785440221,"R0",14.8472663480788
97,0,0.499232611110125,6.20762007451884,"MED HIGH NA",0.323234222037718,"R0",35.6417517294176
67,4,4.50017325491204,18.1651446906049,"MED HIGH NA",0.267170855449513,"R0",15.4763054451905
83,1,1.5006102184347,9.71677392264137,"MED HIGH NA",0.354229425033554,"R0",5.15901568578556
62,1,1.50034238587965,9.55570121754155,"MED HIGH NA",0.230727267311886,"R0",25.8753264788538
95,1,1.49849070287456,9.35670390943148,"MED HIGH NA",0.372876002686098,"R0",30.8358285808936
55,6,6.50078948326106,19.5470785121371,"MED HIGH NA",0.254629466007464,"R0",20.3232428641059
58,0,0.498582165556634,6.43106525079266,"MED HIGH NA",0.227026105648838,"R0",12.3609488015063
55,1,1.50000134302008,10.2230903853086,"MED HIGH NA",0.254629466007464,"R0",35.2991202031262
91,1,1.50089476833909,9.28536868527163,"MED HIGH NA",0.399295971239917,"R0",12.3494033236057
91,0,0.500423650898446,6.17090462170434,"MED HIGH NA",0.34898712891154,"R0",42.9263837519102
77,0,0.499774740853738,6.23612835028808,"MED HIGH NA",0.367142430087551,"R0",13.9103987254202
80,1,1.49961735448151,10.8652722496404,"MED HIGH NA",0.381372566334903,"R0",27.4663851130754
52,10,10.4994574695017,18.0296934586062,"MED HIGH NA",0.262348068039864,"R0",36.2234919797629
70,2,2.50153302011771,12.3664365684604,"MED HIGH NA",0.276136197801679,"R0",27.0853001857176
99,0,0.497509934136051,6.15548931179162,"MED HIGH NA",0.372367028752342,"R0",19.9490175000392
69,0,0.500365832599879,6.00496233834562,"MED HIGH NA",0.299821351864375,"R0",26.2418627738953
95,1,1.49922826721406,9.6534822308235,"MED HIGH NA",0.365031449659728,"R0",40.9717512084171
64,0,0.500060737134586,6.17680261079742,"MED HIGH NA",0.225567979831249,"R0",46.5118665480986
63,3,3.49941061651611,15.6013665503902,"MED HIGH NA",0.225004275888205,"R0",27.54868514603
63,7,7.49945347914297,20.519403126857,"MED HIGH NA",0.259651627484709,"R0",10.6926085427403
84,0,0.500221734638912,6.40676988740014,"MED HIGH NA",0.342771330638789,"R0",38.7849959312007
69,0,0.50048284180646,6.30005519090694,"MED HIGH NA",0.207179250894114,"R0",16.2099575507455
86,4,4.50010031792212,15.4513232668674,"MED HIGH NA",0.336144455103204,"R0",20.6087279482745
67,6,6.50040466526494,21.9464347842281,"MED HIGH NA",0.206998691055924,"R0",24.7265479643829
65,6,6.4989684535747,19.4163219853774,"MED HIGH NA",0.291218254412524,"R0",31.5016010543332
52,2,2.49929158843862,11.9960015097365,"MED HIGH NA",0.244216785440221,"R0",39.7630954277702
98,0,0.501762175798021,6.29584701966287,"MED HIGH NA",0.344652333343402,"R0",27.2588581196032
95,1,1.50094119551269,10.1637692497271,"MED HIGH NA",0.372876002686098,"R0",39.3818508600816
56,1,1.50023622111051,10.0237550160983,"MED HIGH NA",0.218690479150973,"R0",13.2505861693062
67,1,1.49888267621934,9.3145411715397,"MED HIGH NA",0.225294101773761,"R0",15.2897620107979
54,3,3.49997501997014,14.7413317406657,"MED HIGH NA",0.282950552273542,"R0",18.1115933111869
75,0,0.498791034179404,6.16984919083362,"MED HIGH NA",0.356443686783314,"R0",24.1857438581064
89,1,1.49986200664069,9.62416078675057,"MED HIGH NA",0.335799253126606,"R0",0.483300897758454
83,1,1.49848342327296,9.58903369175734,"MED HIGH NA",0.360436849156395,"R0",40.1406069868244
95,4,4.50148319142728,15.6106364686775,"MED HIGH NA",0.387564682192169,"R0",32.4937813682482
72,4,4.49920620753594,14.6941666679749,"MED HIGH NA",0.282049555866979,"R0",26.3877588091418
59,0,0.499708929369142,6.47419231300809,"MED HIGH NA",0.268051741388626,"R0",44.5333431940526
83,0,0.498837446221392,6.13308923759761,"MED HIGH NA",0.336981323524378,"R0",46.7175745405257
84,3,3.50003342221994,14.5224692328355,"MED HIGH NA",0.342771330638789,"R0",25.3313688910566
93,0,0.501117986110552,6.21681696545401,"MED HIGH NA",0.390680831274949,"R0",20.737424492836
71,3,3.49795987238233,15.0734037195593,"MED HIGH NA",0.226042863936163,"R0",19.8793458985165
