"Year","Age","AgeE","Length_cm","FSIM","FMORT","REG","Latitude_dd"
75,0,0.499160701911758,6.02815971399262,"HIGH HIGH MED",0.329299948690459,"R0",2.56146958563477
68,4,4.500901992148,16.2815972779255,"HIGH HIGH MED",0.375159422354773,"R0",43.8185712089762
55,4,4.49975452230631,16.1136651157045,"HIGH HIGH MED",0.319757182756439,"R0",46.7439265456051
100,2,2.50103581725452,13.351815087978,"HIGH HIGH MED",0.243527359794825,"R0",34.1665376909077
86,0,0.499802541822546,5.96507822532791,"HIGH HIGH MED",0.268170692911372,"R0",5.62239327700809
95,0,0.500802922133891,6.30505459969332,"HIGH HIGH MED",0.225143204629421,"R0",39.4038755679503
98,5,5.50004413890268,16.0326324392836,"HIGH HIGH MED",0.261100050620735,"R0",11.3498850492761
54,0,0.498341565001104,6.44110686571889,"HIGH HIGH MED",0.396571129118092,"R0",39.4830281264149
50,8,8.49986880592958,17.8525236777315,"HIGH HIGH MED",0.396932267397642,"R0",39.4822445930913
86,1,1.50033300849755,9.46459126336122,"HIGH HIGH MED",0.268170692911372,"R0",13.9401510125026
56,7,7.50035975319609,19.294970213485,"HIGH HIGH MED",0.336545210564509,"R0",31.8993227323517
53,1,1.50002678740812,9.89026814631617,"HIGH HIGH MED",0.388862591935322,"R0",27.9892114922404
67,2,2.50133592942683,12.2415602187026,"HIGH HIGH MED",0.374812893010676,"R0",41.5141238248907
60,0,0.499409931489617,6.1352232026679,"HIGH HIGH MED",0.378764961962588,"R0",47.5633308989927
52,1,1.49864570206291,9.89937753014849,"HIGH HIGH MED",0.375718487985432,"R0",39.496248611249
100,1,1.49966613946241,9.43502724744068,"HIGH HIGH MED",0.244523440627381,"R0",15.3294200543314
64,0,0.500345934995715,6.26957789605381,"HIGH HIGH MED",0.352516207890585,"R0",23.2630031066947
72,0,0.498339307169703,6.34586191723012,"HIGH HIGH MED",0.337477433891036,"R0",41.0819379379973
100,1,1.5009030127149,10.3377162812922,"HIGH HIGH MED",0.244523440627381,"R0",11.5670219063759
85,0,0.498488630695206,6.10466733528799,"HIGH HIGH MED",0.235893725743517,"R0",39.2322482774034
74,0,0.500280563372745,6.08437512914622,"HIGH HIGH MED",0.380580662819557,"R0",21.0624422412366
53,1,1.49923619231488,9.48834435012524,"HIGH HIGH MED",0.388862591935322,"R0",9.8603873164393
98,1,1.50024068112419,10.2475251576307,"HIGH HIGH MED",0.269643216533586,"R0",22.557067789603
51,4,4.49971440313814,16.5442474397312,"HIGH HIGH MED",0.353753426927142,"R0",35.8772228239104
88,1,1.50024401524278,9.52009155801742,"HIGH HIGH MED",0.251388890109956,"R0",22.9400966316462
80,1,1.4992383408824,9.37014208515349,"HIGH HIGH MED",0.320047504152171,"R0",9.55648551462218
52,3,3.49792013363843,14.5396567677006,"HIGH HIGH MED",0.36237698472105,"R0",3.93285045865923
96,0,0.500661175434731,6.18681664003963,"HIGH HIGH MED",0.221966722374782,"R0",40.7264076871797
82,4,4.49940520118635,17.0437292514223,"HIGH HIGH MED",0.351970874425024,"R0",2.72146151401103
50,1,1.50014885301288,9.75508891449492,"HIGH HIGH MED",0.306550082587637,"R0",10.6608225614764
50,0,0.499684421334824,6.34155008995268,"HIGH HIGH MED",0.386496377666481,"R0",16.6721791028976
78,0,0.499685967391211,6.28297625235122,"HIGH HIGH MED",0.368753988971002,"R0",40.3698879876174
67,1,1.50105186860436,10.053949147446,"HIGH HIGH MED",0.374812893010676,"R0",3.42809609137475
75,0,0.501056993944716,6.39563955075096,"HIGH HIGH MED",0.372044272418134,"R0",29.1955212596804
92,1,1.50085937653312,9.93434848527839,"HIGH HIGH MED",0.252828435017727,"R0",47.373621026054
94,0,0.499338223652126,6.31737404293348,"HIGH HIGH MED",0.28924617911689,"R0",31.0854610288516
95,3,3.4993440090398,14.5329924671967,"HIGH HIGH MED",0.225143204629421,"R0",9.43375600036234
80,0,0.500355901661847,6.23975130849397,"HIGH HIGH MED",0.317826956813224,"R0",37.3099438147619
50,1,1.50022230899164,9.52483413770537,"HIGH HIGH MED",0.386496377666481,"R0",17.2034858958796
74,0,0.500506574292442,6.49801455438266,"HIGH HIGH MED",0.380580662819557,"R0",16.0017164889723
56,0,0.501223001115516,6.59158218733605,"HIGH HIGH MED",0.336545210564509,"R0",45.8657647832297
64,4,4.49974161783024,21.7749573805038,"HIGH HIGH MED",0.352516207890585,"R0",10.8010454336181
62,1,1.50008539329464,9.38849684905954,"HIGH HIGH MED",0.313233264512382,"R0",5.0579114118591
59,2,2.50037767914777,13.044429715821,"HIGH HIGH MED",0.341263525630347,"R0",4.74274514708668
78,1,1.50034929807737,9.76765835896791,"HIGH HIGH MED",0.368753988971002,"R0",20.2274221344851
51,14,14.5000772604508,20.1937174804645,"HIGH HIGH MED",0.343234240403399,"R0",26.7146195867099
81,2,2.49939399231932,12.5382166007834,"HIGH HIGH MED",0.331738411472179,"R0",25.101353705395
51,5,5.5014380747153,17.5373007039349,"HIGH HIGH MED",0.343234240403399,"R0",33.7348820990883
96,0,0.501369821498387,6.39313369883238,"HIGH HIGH MED",0.221966722374782,"R0",11.9314353214577
78,3,3.49912851566444,14.0222773941969,"HIGH HIGH MED",0.368753988971002,"R0",40.9013896249235
59,3,3.50037108609035,14.4876241065849,"HIGH HIGH MED",0.341263525630347,"R0",42.3004858777858
50,7,7.49803719335802,18.5535539026539,"HIGH HIGH MED",0.386496377666481,"R0",10.7324743643403
61,1,1.49960681709516,9.6559418592744,"HIGH HIGH MED",0.394455803185701,"R0",0.0336240045726299
96,1,1.49957830745754,9.73344420866501,"HIGH HIGH MED",0.265482352790423,"R0",15.9711982356384
89,5,5.49999747522911,17.0884166546406,"HIGH HIGH MED",0.290762194083072,"R0",0.288573571015149
79,0,0.499663196658797,6.15683376039015,"HIGH HIGH MED",0.375997960264795,"R0",39.582387288101
51,6,6.49787673919029,16.9284505667686,"HIGH HIGH MED",0.353753426927142,"R0",34.5304482732899
57,0,0.501213836841493,6.29599736600065,"HIGH HIGH MED",0.338835543789901,"R0",46.420116641093
69,1,1.49936424762706,9.86322201646933,"HIGH HIGH MED",0.375944595388137,"R0",36.3545244559646
67,3,3.49889360999728,14.6556404568827,"HIGH HIGH MED",0.333939733076841,"R0",23.0737674981356
97,2,2.50054261554312,12.0917986453857,"HIGH HIGH MED",0.211881573707797,"R0",5.19595975056291
