"Year","Age","AgeE","Length_cm","FSIM","block","Flev","REG","Latitude_dd"
82,0,0.501262751505837,4.992149626522,"LOW LOW","late","low","R2",18.4862102461047
86,4,4.50184503586562,29.9591627453444,"LOW LOW","late","low","R2",22.0268409447744
96,1,1.49883838418782,15.071505096072,"LOW LOW","late","low","R2",20.3786727101542
50,0,0.499304249548205,5.07571868125284,"LOW LOW","early","low","R2",22.9547152272426
84,0,0.500905667746813,5.29494695888538,"LOW LOW","late","low","R2",15.0160592328757
73,0,0.500049445273711,5.06668115521311,"LOW LOW","early","low","R2",25.0224670055322
72,0,0.500592252476846,5.08202774199694,"LOW LOW","early","low","R2",25.3052406175993
60,3,3.50154484768162,26.2826303747206,"LOW LOW","early","low","R2",19.5107750832103
84,0,0.499860524077127,5.13073455475548,"LOW LOW","late","low","R2",23.7973598986864
82,0,0.500111406762411,5.12797482826527,"LOW LOW","late","low","R2",16.1552254320122
78,1,1.49949147496024,16.176244592771,"LOW LOW","late","low","R2",16.3069915976375
71,0,0.500905070346123,4.92778481196195,"LOW LOW","early","low","R2",17.2077509234659
68,1,1.49995694572135,15.3850236029429,"LOW LOW","early","low","R2",14.6585441757925
78,1,1.49850076768787,15.813009302954,"LOW LOW","late","low","R2",15.6975850970484
69,0,0.500102777350607,4.96093410890237,"LOW LOW","early","low","R2",22.6135443868116
89,1,1.50020975922416,16.7453195227801,"LOW LOW","late","low","R2",15.9039864880033
65,1,1.49990692477479,17.0685707882228,"LOW LOW","early","low","R2",16.0595915545709
58,3,3.50118242389509,26.1884413810521,"LOW LOW","early","low","R2",18.6325656524859
81,0,0.499603177805048,4.87510213087925,"LOW LOW","late","low","R2",22.1312297033146
74,0,0.499209969672114,4.9787663296777,"LOW LOW","early","low","R2",22.7419449384324
82,0,0.499953640079991,4.7825479345581,"LOW LOW","late","low","R2",25.6721710381098
54,0,0.500783466880541,4.77703280938483,"LOW LOW","early","low","R2",21.3046269766055
51,2,2.49647530916054,22.4077883906463,"LOW LOW","early","low","R2",20.7024427675642
91,0,0.499987709696327,5.03803414518555,"LOW LOW","late","low","R2",20.8418114068918
98,0,0.499919038685259,5.11554970481376,"LOW LOW","late","low","R2",25.4196379692294
52,10,10.4984708358292,37.5525907027712,"LOW LOW","early","low","R2",16.3512377431616
96,1,1.49958836251811,14.9792207693507,"LOW LOW","late","low","R2",15.8756876275875
75,1,1.5006798618369,15.8021536901096,"LOW LOW","late","low","R2",21.5764001524076
65,2,2.49967150431951,23.2637678563903,"LOW LOW","early","low","R2",18.6111824568361
57,1,1.49917800676323,15.4340812776515,"LOW LOW","early","low","R2",19.624166070018
90,1,1.50000696305546,16.8020491231373,"LOW LOW","late","low","R2",23.771923285909
52,1,1.50027186567825,16.1130506770864,"LOW LOW","early","low","R2",20.4462737194262
62,1,1.49848393493866,16.9449597931259,"LOW LOW","early","low","R2",19.2215806604363
71,0,0.499057314148476,4.79704715315901,"LOW LOW","early","low","R2",27.1268978342414
56,1,1.50113617408779,16.6647560566444,"LOW LOW","early","low","R2",21.4317938727327
52,0,0.501680987824726,5.00582855898075,"LOW LOW","early","low","R2",20.9642952950671
68,0,0.500834852771375,4.87418683951092,"LOW LOW","early","low","R2",17.4170092684217
60,2,2.49884304047993,22.7189112249942,"LOW LOW","early","low","R2",18.3570511429571
74,0,0.501381202598043,5.00064073615924,"LOW LOW","early","low","R2",23.6436807936989
62,3,3.50145402802063,27.7171764521007,"LOW LOW","early","low","R2",26.1280368505977
79,1,1.49884502036823,16.3951882758571,"LOW LOW","late","low","R2",20.0993090742268
70,1,1.49936172093663,15.8511724185097,"LOW LOW","early","low","R2",15.2539790947922
92,0,0.499071489475752,5.03766511147038,"LOW LOW","late","low","R2",22.5325156389736
72,4,4.50004409049195,29.055540763356,"LOW LOW","early","low","R2",17.8148918417282
78,0,0.500823983173415,4.90332342098831,"LOW LOW","late","low","R2",17.5343401981518
80,0,0.49876074535354,4.9424110779834,"LOW LOW","late","low","R2",25.7512866379693
70,0,0.500145065701341,4.95346379070338,"LOW LOW","early","low","R2",20.2623506421223
55,0,0.499412650502265,5.28013030258891,"LOW LOW","early","low","R2",24.3868107972667
69,1,1.49874433185447,15.6012114527028,"LOW LOW","early","low","R2",22.6455460912548
57,1,1.49715615191907,16.3563789997693,"LOW LOW","early","low","R2",21.8797469260171
54,0,0.499286665300314,4.93432736790136,"LOW LOW","early","low","R2",27.6441901265644
63,0,0.500654949461957,5.06256483943247,"LOW LOW","early","low","R2",22.4189644674771
81,1,1.50063180755108,15.5825123530805,"LOW LOW","late","low","R2",19.0380828767084
60,1,1.50222246599394,15.8723234179257,"LOW LOW","early","low","R2",24.6437163064256
70,0,0.49945370055939,5.01343535196181,"LOW LOW","early","low","R2",27.2958326842636
78,1,1.49931682537407,15.040342599451,"LOW LOW","late","low","R2",25.837042607367
65,2,2.49921334241163,22.0859181259447,"LOW LOW","early","low","R2",25.4185268105939
59,1,1.49951376178317,15.3142720971332,"LOW LOW","early","low","R2",16.1762206340209
81,3,3.4987746278635,27.5307154368395,"LOW LOW","late","low","R2",22.3382441163994
67,2,2.49905402043897,21.596691307556,"LOW LOW","early","low","R2",21.1351402029395
67,0,0.500379459160304,4.77055523179405,"LOW LOW","early","low","R2",27.2989453105256
95,1,1.5023042006729,15.7125100861353,"LOW LOW","late","low","R2",14.3437045663595
54,3,3.49873099263448,26.3714969224902,"LOW LOW","early","low","R2",14.7161570200697
87,0,0.500296152413715,4.91441527607119,"LOW LOW","late","low","R2",23.9452590490691
91,0,0.501050377024186,5.05360205009769,"LOW LOW","late","low","R2",18.7770388186909
84,2,2.49878605250594,23.7285430272434,"LOW LOW","late","low","R2",18.6817575027235
81,0,0.499310922125777,5.01515153103946,"LOW LOW","late","low","R2",26.2429441027343
97,1,1.4992052959254,16.5501281844982,"LOW LOW","late","low","R2",17.2446865784004
55,1,1.50159429772783,15.0356123255398,"LOW LOW","early","low","R2",17.0273956763558
63,0,0.499577244792891,5.13283031846217,"LOW LOW","early","low","R2",27.08938163938
