"Year","Age","AgeE","Length_cm","FSIM","FMORT","block","Flev","REG","Latitude_dd"
97,9,9.50053289074537,20.6577179586957,"HIGH MED",0.230476762726903,"late","med","R1",7.4071943750605
65,0,0.500984117448492,6.31697306898662,"HIGH MED",0.362365214130841,"early","high","R1",1.32002822402865
51,12,12.4995542538648,20.6259905470037,"HIGH MED",0.367677051969804,"early","high","R1",1.55860348325223
53,1,1.50033203938351,9.72396261842233,"HIGH MED",0.358555699489079,"early","high","R1",11.8874478773214
85,1,1.50044432689357,9.35144489169357,"HIGH MED",0.227179397898726,"late","med","R1",2.7263913503848
99,1,1.50140394248163,9.13955681941747,"HIGH MED",0.232686535571702,"late","med","R1",8.17605468071997
70,1,1.50130503745373,9.64172545811325,"HIGH MED",0.321439043921418,"early","high","R1",9.47077483870089
50,7,7.50117921487175,18.391400123011,"HIGH MED",0.366941480711102,"early","high","R1",12.7744531235658
76,1,1.50005071222396,9.77072481007875,"HIGH MED",0.217008458380587,"late","med","R1",11.0514841447584
67,1,1.50072439705019,10.2856363428131,"HIGH MED",0.355987150012515,"early","high","R1",11.8868959667161
96,1,1.49957431071934,9.3152734500288,"HIGH MED",0.255038742069155,"late","med","R1",11.9026053086855
63,1,1.49895273678652,10.1177842776496,"HIGH MED",0.342625978915021,"early","high","R1",8.72726442012936
91,0,0.499896125602941,6.21098180111095,"HIGH MED",0.270615208637901,"late","med","R1",4.98666217364371
55,1,1.50042743120168,9.69689187655496,"HIGH MED",0.34639107810799,"early","high","R1",10.3536448348314
73,1,1.49916605932148,10.6770522893552,"HIGH MED",0.310220565227792,"early","high","R1",9.80109714809805
58,3,3.49946797305885,13.8968936192254,"HIGH MED",0.366400558082387,"early","high","R1",9.80454002367333
82,0,0.501051497978129,6.7348278953891,"HIGH MED",0.262740158126689,"late","med","R1",7.67203520005569
55,1,1.49957397074954,9.62462447462342,"HIGH MED",0.359102228865959,"early","high","R1",3.21474187914282
50,3,3.49924335666225,15.4252561863385,"HIGH MED",0.366941480711102,"early","high","R1",5.35611333046108
65,0,0.499183244573075,6.32889167137488,"HIGH MED",0.362365214130841,"early","high","R1",6.3951281583868
90,6,6.50108375813221,16.5744497346905,"HIGH MED",0.271452166489325,"late","med","R1",0.42468291381374
78,2,2.49970294718896,12.6745875157514,"HIGH MED",0.223742845002562,"late","med","R1",2.74300395837054
51,0,0.499217934938335,5.97227141392039,"HIGH MED",0.367677051969804,"early","high","R1",13.9313086350448
72,3,3.49875332526978,15.8584655625733,"HIGH MED",0.369355855020694,"early","high","R1",3.72143485536799
50,0,0.50171540454917,6.43329511075068,"HIGH MED",0.302932032616809,"early","high","R1",1.5617217682302
51,11,11.5014174844142,20.15338567894,"HIGH MED",0.328935300349258,"early","high","R1",1.00952455354854
