"Year","Age","AgeE","Length_cm","FSIM","FMORT","block","Flev","REG","Latitude_dd"
96,0,0.497704984247115,6.17675472354853,"LOW HIGH",0.34985940225888,"late","high","R1",13.513587216381
55,2,2.5002746594205,12.7549262671817,"LOW HIGH",0.196779112285003,"early","low","R1",9.69484784221277
82,1,1.49958250671974,9.7475381868931,"LOW HIGH",0.337661934574135,"late","high","R1",12.7530174055137
55,0,0.500601702274053,6.2731290525976,"LOW HIGH",0.106167566101067,"early","low","R1",1.57990695163608
70,5,5.50092582687974,18.4592162668703,"LOW HIGH",0.158101229998283,"early","low","R1",0.440859344322234
81,0,0.498299285763968,6.47144776985323,"LOW HIGH",0.319239907013252,"late","high","R1",7.90949599212036
59,2,2.50079401803053,12.469210700845,"LOW HIGH",0.111127399839461,"early","low","R1",2.65778386546299
55,0,0.500898059122771,6.43315007847218,"LOW HIGH",0.142679660627618,"early","low","R1",13.9651464135386
93,0,0.499932309406231,6.13150166050857,"LOW HIGH",0.338677235785872,"late","high","R1",1.76636989600956
52,1,1.50181268885033,10.2044248646945,"LOW HIGH",0.195595380733721,"early","low","R1",5.94024477526546
50,0,0.499757466118067,6.25380754024712,"LOW HIGH",0.12523070727475,"early","low","R1",11.5589773044921
74,4,4.49956797172785,17.086204920649,"LOW HIGH",0.144385878928006,"early","low","R1",8.13563945656642
60,4,4.50112724994261,16.7689728671976,"LOW HIGH",0.148898832360283,"early","low","R1",4.98195323208347
90,0,0.50154879891195,6.35726156664735,"LOW HIGH",0.376352652721107,"late","high","R1",13.7290044869296
89,8,8.4996712693384,18.8954875460103,"LOW HIGH",0.307895937538706,"late","high","R1",9.8724501891993
79,3,3.50193019250905,15.3892731798545,"LOW HIGH",0.367286030389369,"late","high","R1",7.42390638543293
87,0,0.503013921446992,6.2543468450801,"LOW HIGH",0.330696427542716,"late","high","R1",8.49657263886184
92,0,0.501316430057789,5.99112880383881,"LOW HIGH",0.309810139867477,"late","high","R1",4.80342461261898
84,0,0.498389546908034,6.2435585688827,"LOW HIGH",0.325947128981352,"late","high","R1",9.63069765875116
89,0,0.500524467426945,6.3964825498293,"LOW HIGH",0.323453355114907,"late","high","R1",7.30230054352432
85,0,0.50057092883248,6.26597027665787,"LOW HIGH",0.357372314482927,"late","high","R1",0.745124798733741
95,3,3.49998888398508,14.3493102855753,"LOW HIGH",0.397421996132471,"late","high","R1",2.86656295042485
63,2,2.49948945428434,12.2400793887199,"LOW HIGH",0.133309448510408,"early","low","R1",5.55887696240097
50,1,1.50006332067159,9.87488506466194,"LOW HIGH",0.114035764266737,"early","low","R1",10.6799232224002
69,5,5.50113326510807,16.5044037746816,"LOW HIGH",0.112770855193958,"early","low","R1",0.153296065982431
56,6,6.50125612355559,21.4085300782978,"LOW HIGH",0.15028449811507,"early","low","R1",11.4816761510447
87,0,0.499411614673836,6.35331020289718,"LOW HIGH",0.368819002737291,"late","high","R1",6.9093971545808
69,1,1.499526639337,9.65786774108835,"LOW HIGH",0.16219399694819,"early","low","R1",7.64415459893644
79,0,0.499671451494786,6.10607908321728,"LOW HIGH",0.319024297920987,"late","high","R1",11.519272135105
68,2,2.49857913413025,12.1527448920096,"LOW HIGH",0.102790807979181,"early","low","R1",2.54504552157596
54,2,2.50212498449508,12.0707491384216,"LOW HIGH",0.164891149965115,"early","low","R1",2.62009990727529
98,0,0.49911701074751,6.18634605002859,"LOW HIGH",0.334712163312361,"late","high","R1",8.41695255925879
65,0,0.49821346589587,6.35659918735776,"LOW HIGH",0.181747327861376,"early","low","R1",10.6470828186721
73,5,5.50012369367136,18.0306972093282,"LOW HIGH",0.186810520547442,"early","low","R1",8.6328416839242
53,8,8.49911370102593,21.2089296802222,"LOW HIGH",0.119454180030152,"early","low","R1",13.2607005755417
88,1,1.49950681494158,9.2424217795296,"LOW HIGH",0.358360006497242,"late","high","R1",13.5382943176664
69,0,0.497864564254214,6.25304503483107,"LOW HIGH",0.112770855193958,"early","low","R1",9.79458341840655
73,4,4.49947583334049,16.2838149395336,"LOW HIGH",0.18541215932928,"early","low","R1",6.6840048651211
57,1,1.50056053851511,10.7077339188038,"LOW HIGH",0.194166613463312,"early","low","R1",8.88478877255693
56,0,0.500673915889984,6.31426174930812,"LOW HIGH",0.15028449811507,"early","low","R1",2.15768011845648
84,1,1.50046357007422,9.82053988578063,"LOW HIGH",0.380221071140841,"late","high","R1",0.576017022132874
86,0,0.498190885028904,6.14089265370438,"LOW HIGH",0.320100501668639,"late","high","R1",5.70278231101111
59,3,3.49836679775909,15.0401312728232,"LOW HIGH",0.158692843280733,"early","low","R1",11.3901038756594
64,0,0.499813583603746,6.24376614620833,"LOW HIGH",0.131318266061135,"early","low","R1",7.64315737085417
53,3,3.50000940591055,16.3661119784318,"LOW HIGH",0.116156231192872,"early","low","R1",9.52969697816297
53,0,0.499587930465099,5.97229503487184,"LOW HIGH",0.100547297624871,"early","low","R1",0.021306206472218
73,2,2.50055704237659,12.9843320179669,"LOW HIGH",0.154222279787064,"early","low","R1",13.6779735246673
66,2,2.50107716932094,11.4767390998879,"LOW HIGH",0.141692318208516,"early","low","R1",13.2646874277852
64,1,1.50039121817598,9.62070066608986,"LOW HIGH",0.167678187205456,"early","low","R1",8.58210009848699
80,1,1.50064815751038,9.95161607858599,"LOW HIGH",0.300843900907785,"late","high","R1",11.3411585185677
75,2,2.49751992440901,13.1517141106812,"LOW HIGH",0.35669154683128,"late","high","R1",7.28799465764314
90,0,0.499804307807312,6.33686964174075,"LOW HIGH",0.393100330536254,"late","high","R1",8.42177685257047
53,2,2.49938380062797,12.5578487925233,"LOW HIGH",0.119454180030152,"early","low","R1",3.17983782710508
67,0,0.499527114847712,6.30944295581141,"LOW HIGH",0.129326208913699,"early","low","R1",7.07465183455497
54,1,1.49997604932574,10.369799287297,"LOW HIGH",0.11041312252637,"early","low","R1",2.74845479149371
96,5,5.49877046412078,18.3789257826014,"LOW HIGH",0.367180877435021,"late","high","R1",13.6270104344003
80,2,2.50011478243494,12.8178312359037,"LOW HIGH",0.300843900907785,"late","high","R1",10.2538205054589
71,2,2.50068133999276,12.999748388676,"LOW HIGH",0.177186428266577,"early","low","R1",3.69597262842581
97,0,0.500318281819569,6.18949307989912,"LOW HIGH",0.386283805198036,"late","high","R1",8.50526349106804
100,3,3.50087769379849,15.3353587241138,"LOW HIGH",0.387529311003163,"late","high","R1",5.2265540654771
56,4,4.50023932538468,15.4169327385472,"LOW HIGH",0.105459864367731,"early","low","R1",2.32290045497939
97,1,1.50070669677483,9.9156313819862,"LOW HIGH",0.312258664309047,"late","high","R1",7.28929799422622
52,7,7.50097783809723,17.5027115212274,"LOW HIGH",0.134970658109523,"early","low","R1",10.1320695937611
61,0,0.500105485007487,6.28912026105504,"LOW HIGH",0.135334038012661,"early","low","R1",8.75876553030685
76,0,0.500007796523674,6.24451984378464,"LOW HIGH",0.388649974600412,"late","high","R1",5.18926244601607
64,2,2.5001486357101,12.7363192863257,"LOW HIGH",0.19535633942578,"early","low","R1",1.66601313557476
89,0,0.500655975554892,6.18077614132905,"LOW HIGH",0.323453355114907,"late","high","R1",13.3531936015934
75,2,2.49944930004268,13.078425435013,"LOW HIGH",0.34801950014662,"late","high","R1",6.83621036354452
56,0,0.498594912350756,6.15575635202455,"LOW HIGH",0.1413915195968,"early","low","R1",2.72267954563722
93,6,6.49919898495203,17.1083344186049,"LOW HIGH",0.338677235785872,"late","high","R1",11.2103250711225
62,0,0.501610197510643,6.13630713571372,"LOW HIGH",0.117720731603913,"early","low","R1",2.18671197490767
63,0,0.499174461662306,6.26469931717229,"LOW HIGH",0.13791719332803,"early","low","R1",4.32177196629345
84,1,1.4988164870503,10.0675256151543,"LOW HIGH",0.328572598728351,"late","high","R1",5.22479300852865
87,0,0.501333480617721,6.46468380026461,"LOW HIGH",0.320851677469909,"late","high","R1",4.40699393674731
76,1,1.49998981070966,9.88298499121315,"LOW HIGH",0.37514515502844,"late","high","R1",9.18883877201006
66,0,0.498455527803449,6.32953516041348,"LOW HIGH",0.139121111179702,"early","low","R1",0.407019362319261
85,4,4.49835596306494,19.2175018347965,"LOW HIGH",0.389852742571384,"late","high","R1",12.4102263567038
80,0,0.499350028556896,6.28335416103901,"LOW HIGH",0.358236743998714,"late","high","R1",4.63112720753998
68,0,0.49891371597917,6.26927087108444,"LOW HIGH",0.150250040064566,"early","low","R1",6.39345503319055
58,1,1.49853300639379,9.06284562847244,"LOW HIGH",0.100992965558544,"early","low","R1",8.23761170869693
68,0,0.499848642335428,6.19033522363231,"LOW HIGH",0.150250040064566,"early","low","R1",7.66813080990687
76,0,0.499958765146372,6.53111936441928,"LOW HIGH",0.322817633673549,"late","high","R1",11.2009864947759
60,1,1.50019826336432,9.55066342643408,"LOW HIGH",0.155214276537299,"early","low","R1",5.18060469860211
53,0,0.498736897470768,6.27358908412979,"LOW HIGH",0.119454180030152,"early","low","R1",13.7074260199443
56,0,0.499087704327075,6.20179467629221,"LOW HIGH",0.184387811785564,"early","low","R1",7.43782133422792
66,1,1.5009735729426,10.1233924111125,"LOW HIGH",0.139121111179702,"early","low","R1",2.78191240597516
78,2,2.50089899561987,12.2275738343944,"LOW HIGH",0.326163798780181,"late","high","R1",12.0464202808216
83,0,0.499129061278924,6.25622065574049,"LOW HIGH",0.336492234678008,"late","high","R1",12.2206094246358
83,0,0.500666822119669,6.2591311004832,"LOW HIGH",0.336492234678008,"late","high","R1",13.7096204934642
57,7,7.49943696534829,17.4501283536583,"LOW HIGH",0.153249665466137,"early","low","R1",12.6378301056102
