"Year","Age","AgeE","Length_cm","FSIM","FMORT","REG","Latitude_dd"
56,7,7.49899864084742,20.4754580679992,"LOW HIGH NA",0.108664501574822,"R1",22.8440750855953
66,1,1.49891372822492,10.6380220453816,"LOW HIGH NA",0.149537098547444,"R1",5.71108258445747
52,2,2.49929712629832,12.601617006859,"LOW HIGH NA",0.165460554207675,"R1",0.20919325761497
75,7,7.49950494620195,18.7571359852455,"LOW HIGH NA",0.344899567519315,"R1",14.0992488479242
61,5,5.50065343838709,17.2680392430556,"LOW HIGH NA",0.179848717339337,"R1",22.2086911846418
80,1,1.49822027212283,10.1963074524844,"LOW HIGH NA",0.375810939632356,"R1",10.1709913637023
64,1,1.50057393206148,9.73237792953417,"LOW HIGH NA",0.130626787943766,"R1",6.7522746976465
53,1,1.50211258257131,9.57572697209559,"LOW HIGH NA",0.12893224041909,"R1",10.3225509461481
70,5,5.49952890605175,18.1608483696698,"LOW HIGH NA",0.111451039137319,"R1",9.66708460473455
53,4,4.50197941568563,16.9941448628629,"LOW HIGH NA",0.153619463508949,"R1",3.66767189698294
73,0,0.500333886963261,6.49882772970662,"LOW HIGH NA",0.114496278902516,"R1",7.48525420203805
85,0,0.501125958078159,6.31767950550164,"LOW HIGH NA",0.382740984531119,"R1",19.1261435102206
52,2,2.50012691428346,12.5244403845227,"LOW HIGH NA",0.147184616955929,"R1",18.3261196536478
98,2,2.50110648517872,13.1712202197106,"LOW HIGH NA",0.399981811898761,"R1",2.98923818627372
100,1,1.49890607030932,9.57515559860772,"LOW HIGH NA",0.327790352306329,"R1",15.9031217801385
93,0,0.500116419732619,6.13545517495673,"LOW HIGH NA",0.31880400381051,"R1",18.2902230299078
50,3,3.49893998489755,13.7443536051916,"LOW HIGH NA",0.196789488079958,"R1",12.9247345263138
69,1,1.49959737739161,10.1858975636744,"LOW HIGH NA",0.192591480864212,"R1",2.35267949756235
56,1,1.49947175692581,9.95376318025968,"LOW HIGH NA",0.142138876579702,"R1",2.68669241340831
55,0,0.499494897710469,6.33753565162873,"LOW HIGH NA",0.187750866357237,"R1",17.8962370846421
88,1,1.49921146630868,9.63466035319352,"LOW HIGH NA",0.319273784686811,"R1",5.01386027899571
76,1,1.50095177880976,9.95580409897216,"LOW HIGH NA",0.369726746506058,"R1",5.91223292867653
86,0,0.499597557733303,6.18901045979511,"LOW HIGH NA",0.350431922986172,"R1",14.9632750486489
89,0,0.501023988100017,5.9802909470195,"LOW HIGH NA",0.36353985297028,"R1",24.0069184044842
57,1,1.49864664733993,9.18266390652416,"LOW HIGH NA",0.175847506476566,"R1",1.13711402518675
67,4,4.5014937837681,17.39894612968,"LOW HIGH NA",0.126264927024022,"R1",1.9635371863842
53,2,2.4991700015871,12.1917596075776,"LOW HIGH NA",0.153619463508949,"R1",10.9322589822114
55,1,1.49998807687565,10.4888597587568,"LOW HIGH NA",0.103186509874649,"R1",17.401508212788
79,2,2.49912957524075,12.4658320906589,"LOW HIGH NA",0.391429556440562,"R1",20.147675764747
74,13,13.5014772349049,22.3169275927392,"LOW HIGH NA",0.153954339819029,"R1",11.9082654535305
63,0,0.499770385729781,6.43994131560004,"LOW HIGH NA",0.180031394632533,"R1",19.6688278811052
82,0,0.501638401401007,6.4403535834643,"LOW HIGH NA",0.337661927379668,"R1",18.465341074625
96,0,0.499408010106249,6.06877649113684,"LOW HIGH NA",0.342503426084295,"R1",13.512989989249
71,2,2.50038928235353,12.2053166640506,"LOW HIGH NA",0.151207488961518,"R1",10.0654748675879
92,1,1.50021578323935,9.89142276221995,"LOW HIGH NA",0.31178313405253,"R1",9.70359102939256
66,3,3.50022187719301,15.5338036189736,"LOW HIGH NA",0.149537098547444,"R1",13.8301468919963
75,3,3.50227151416272,14.7227605557245,"LOW HIGH NA",0.331504929671064,"R1",18.4540093701798
51,14,14.4998605174214,23.404112382632,"LOW HIGH NA",0.191876543033868,"R1",18.3078314061277
74,0,0.500814606254312,6.7022878279804,"LOW HIGH NA",0.11065660326276,"R1",16.2930010585114
50,1,1.50026838163136,9.74777884419132,"LOW HIGH NA",0.196789488079958,"R1",8.30071990494616
61,1,1.50108431145639,9.76348429711657,"LOW HIGH NA",0.10791820071172,"R1",15.4594004445244
55,6,6.50080062031607,19.0732333453869,"LOW HIGH NA",0.186379874241538,"R1",18.9581327780616
51,0,0.498981931455982,6.08136133664725,"LOW HIGH NA",0.181247267569415,"R1",6.8737402674742
65,2,2.49973555787955,12.8811979102336,"LOW HIGH NA",0.198891777405515,"R1",23.4068419900723
70,9,9.49846276343069,21.8537760623323,"LOW HIGH NA",0.135517591098323,"R1",4.2481234355364
63,0,0.501640217640426,6.35928641476206,"LOW HIGH NA",0.163671249034815,"R1",20.1103080937173
81,8,8.49915914243032,19.4225824090509,"LOW HIGH NA",0.361046268651262,"R1",7.99133660038933
60,11,11.5010477756682,22.4451634706728,"LOW HIGH NA",0.162995022651739,"R1",7.27620545076206
71,2,2.50040547320586,12.5442066663028,"LOW HIGH NA",0.151207488961518,"R1",16.4650317165069
57,1,1.49769612285377,9.69762176973973,"LOW HIGH NA",0.168557075480931,"R1",3.70918698026799
75,0,0.497697401669237,6.41618133629782,"LOW HIGH NA",0.387698816158809,"R1",14.3457853817381
51,9,9.49808891822912,17.5768678449201,"LOW HIGH NA",0.117885090480559,"R1",17.9991130484268
54,0,0.500098046032419,6.30365216897217,"LOW HIGH NA",0.131075919815339,"R1",8.90259716543369
52,7,7.5009534649512,18.3348198825621,"LOW HIGH NA",0.165460554207675,"R1",20.4619081690907
