"Year","Age","AgeE","Length_cm","FSIM","FMORT","block","Flev","REG","Latitude_dd"
56,4,4.49797713660601,16.9910729976822,"MED LOW",0.224374284851365,"early","med","R1",6.78524461667985
57,2,2.50132481694599,14.2470869582827,"MED LOW",0.243466877005994,"early","med","R1",6.7361420802772
93,2,2.49909891861214,13.1180110973424,"MED LOW",0.119690260011703,"late","low","R1",0.171427723020315
86,5,5.49987033908898,14.7602056921135,"MED LOW",0.103703703009523,"late","low","R1",2.76151473959908
82,0,0.500700446301647,6.37457022312909,"MED LOW",0.127166382712312,"late","low","R1",2.19801194174215
59,3,3.49929550146826,15.1440182825235,"MED LOW",0.211510544875637,"early","med","R1",4.26793975709006
54,0,0.499616451948928,6.48299444993081,"MED LOW",0.297442025900818,"early","med","R1",0.742444858886302
50,0,0.500065812181907,6.09907762156447,"MED LOW",0.237664424814284,"early","med","R1",6.8974649598822
75,0,0.499884807491348,6.38726059160685,"MED LOW",0.193296397151425,"late","low","R1",6.81575642945245
96,5,5.49926228220221,16.037131130379,"MED LOW",0.12809723939281,"late","low","R1",1.39528012694791
64,0,0.501707072558581,6.17437526220884,"MED LOW",0.221736515010707,"early","med","R1",8.72195844817907
91,1,1.49975183021469,10.1920737257277,"MED LOW",0.18860324267298,"late","low","R1",9.15785435214639
83,0,0.500144361226795,6.06844000207782,"MED LOW",0.164560963353142,"late","low","R1",2.76276258099824
73,0,0.501294545973932,6.16633803844046,"MED LOW",0.240484712901525,"early","med","R1",9.82765169953927
91,0,0.500521802777511,6.14015442357374,"MED LOW",0.18860324267298,"late","low","R1",8.86643208377063
67,3,3.50012000793203,15.1438082755067,"MED LOW",0.231980538065545,"early","med","R1",12.5774195119739
54,0,0.499375914065903,6.355440762144,"MED LOW",0.240380326169543,"early","med","R1",0.827807674650103
79,0,0.499071568361031,6.30994204431925,"MED LOW",0.164303074451163,"late","low","R1",6.51208426011726
66,2,2.49903727025321,12.2656730432597,"MED LOW",0.241072790697217,"early","med","R1",0.364863567985594
64,0,0.499707316301177,6.42285388677809,"MED LOW",0.255834244890139,"early","med","R1",7.17641587462276
82,0,0.50070696299763,6.18686980988901,"MED LOW",0.127166382712312,"late","low","R1",13.2459615338594
56,1,1.50116372776694,10.1203721289145,"MED LOW",0.277076374879107,"early","med","R1",0.872488110326231
72,1,1.50116659684147,9.85480233027099,"MED LOW",0.271355560980737,"early","med","R1",13.8890174063854
67,2,2.50053698453505,12.5673373422376,"MED LOW",0.208481816458516,"early","med","R1",7.32051892299205
50,4,4.49906758534665,16.4593717154449,"MED LOW",0.231921349535696,"early","med","R1",0.8281588149257
50,0,0.499669473473154,6.34209212833826,"MED LOW",0.231921349535696,"early","med","R1",9.98622417263687
81,2,2.49972890957332,12.6449509855985,"MED LOW",0.120072791096754,"late","low","R1",1.30474101705477
55,2,2.49933945701776,12.025479720911,"MED LOW",0.233348099444993,"early","med","R1",13.7990576205775
74,1,1.50051068529454,9.22096230705205,"MED LOW",0.239414113899693,"early","med","R1",6.28308805637062
