"Year","Age","AgeE","Length_cm","FSIM","FMORT","block","Flev","REG","Latitude_dd"
94,2,2.50100897282658,13.1656919900701,"LOW MED",0.236022064602003,"late","med","R1",12.5159126073122
78,3,3.50156057515559,14.9591509498481,"LOW MED",0.223675926751457,"late","med","R1",9.23645712435246
81,0,0.499894545929285,6.21098983700404,"LOW MED",0.205643322924152,"late","med","R1",13.8795663467608
59,3,3.50176614227719,15.6299073503092,"LOW MED",0.129002017201856,"early","low","R1",4.47286775009707
70,0,0.498893204300023,6.29984925058909,"LOW MED",0.197132488922216,"early","low","R1",10.1301364349201
85,0,0.500297987265294,6.26226293606296,"LOW MED",0.201587964873761,"late","med","R1",6.15690851816908
63,4,4.50011770478392,16.0300953854371,"LOW MED",0.15071436134167,"early","low","R1",2.77841395698488
62,0,0.499487820246609,6.21712560833302,"LOW MED",0.108749441266991,"early","low","R1",3.94029915099964
92,4,4.50101662766025,17.1163010987988,"LOW MED",0.27495400661137,"late","med","R1",6.17329094093293
54,8,8.49903684494689,19.5683058290344,"LOW MED",0.158068314567208,"early","low","R1",13.3003166723065
51,2,2.49928725454673,12.8371522044367,"LOW MED",0.187019912223332,"early","low","R1",11.4282969976775
64,1,1.50075982520134,9.86813089284552,"LOW MED",0.177741504390724,"early","low","R1",13.5558954081498
65,6,6.49909891147152,18.1583129331612,"LOW MED",0.199114178773016,"early","low","R1",7.75986928725615
99,0,0.499389483965351,6.42414986024181,"LOW MED",0.212128722597845,"late","med","R1",7.34791804756969
85,1,1.49936755250394,9.7791716737279,"LOW MED",0.201587964873761,"late","med","R1",7.79803370824084
50,2,2.50102163386595,14.0268846665313,"LOW MED",0.121209260448813,"early","low","R1",7.7090232600458
71,1,1.49997192483076,9.55732196525203,"LOW MED",0.169680405990221,"early","low","R1",8.89690706599504
72,1,1.50028573388876,9.61083157067402,"LOW MED",0.147631985927001,"early","low","R1",3.62628599116579
80,1,1.50013765974083,10.6642145395041,"LOW MED",0.228404877032153,"late","med","R1",2.21685328194872
94,1,1.5002523965705,10.1489371302267,"LOW MED",0.208366512716748,"late","med","R1",12.2606561346911
61,3,3.50009262173283,14.5604221428805,"LOW MED",0.127723859180696,"early","low","R1",12.4990554521792
65,3,3.49947885836208,15.3903130217583,"LOW MED",0.198472406645305,"early","low","R1",0.096054985653609
73,4,4.50018080960856,15.0506020275393,"LOW MED",0.104713732353412,"early","low","R1",9.1096446053125
88,0,0.499913391606653,6.25797918043162,"LOW MED",0.261236701975577,"late","med","R1",1.71575757442042
85,6,6.49843430121403,19.6051887070909,"LOW MED",0.201587964873761,"late","med","R1",8.01379428943619
55,1,1.49825336045963,9.73010301021283,"LOW MED",0.115488221519627,"early","low","R1",6.05712443217635
66,3,3.49966783871279,13.9191171892381,"LOW MED",0.133666411135346,"early","low","R1",4.18791082547978
72,0,0.501668708520609,6.24496493724932,"LOW MED",0.184164860285819,"early","low","R1",7.15325966896489
77,4,4.50002781310204,17.6605510576927,"LOW MED",0.250000623753294,"late","med","R1",3.11307794880122
86,1,1.49918699711276,9.61945213737401,"LOW MED",0.227049175999127,"late","med","R1",5.30864863703027
72,0,0.500718572424581,6.24718039175434,"LOW MED",0.184164860285819,"early","low","R1",13.1809736648574
56,7,7.50137193302635,20.5395063845929,"LOW MED",0.154924393980764,"early","low","R1",10.5921423486434
52,10,10.4998068377744,21.861738548513,"LOW MED",0.184887052909471,"early","low","R1",2.40407534502447
70,1,1.49954971372735,9.16303696734789,"LOW MED",0.133940610010177,"early","low","R1",10.9849213729613
71,2,2.50037268635566,13.4388971614775,"LOW MED",0.159147495753132,"early","low","R1",2.18613041145727
69,0,0.501620925737675,6.23928960289568,"LOW MED",0.148257036833093,"early","low","R1",8.22888413025066
83,4,4.50092462355572,17.0867530598611,"LOW MED",0.284088003565557,"late","med","R1",12.3762051425874
53,5,5.49928417657534,16.9717146782959,"LOW MED",0.185110000520945,"early","low","R1",5.49168615788221
50,2,2.49921959145888,12.5986425862653,"LOW MED",0.19505299217999,"early","low","R1",10.6117266756482
60,6,6.50102110623215,19.1724100948588,"LOW MED",0.110719978203997,"early","low","R1",11.9580754162744
95,3,3.49936722542791,13.8253730808629,"LOW MED",0.279113430436701,"late","med","R1",9.25034267781302
75,0,0.50060571177292,6.17936956349912,"LOW MED",0.206269478192553,"late","med","R1",1.05818111076951
59,2,2.49910237577478,12.8206375924621,"LOW MED",0.100046362099238,"early","low","R1",13.5645101545379
93,1,1.49953210622937,9.80361256530707,"LOW MED",0.260618749982677,"late","med","R1",4.26997051248327
54,6,6.4988742886061,20.1685991796078,"LOW MED",0.1372313991189,"early","low","R1",13.5597141450271
90,2,2.49996707048772,11.9514073310903,"LOW MED",0.267477298085578,"late","med","R1",3.34944456489757
51,2,2.49935079781508,12.7251341628369,"LOW MED",0.187019912223332,"early","low","R1",0.233874440658838
59,0,0.500547512344616,6.21734017445878,"LOW MED",0.122866979660466,"early","low","R1",0.950925645418465
93,4,4.49996494281602,14.829652592072,"LOW MED",0.287160809244961,"late","med","R1",8.33881408534944
71,0,0.500145028068447,6.09484799751255,"LOW MED",0.157110654376447,"early","low","R1",7.84798062546179
61,1,1.50144757292792,10.1466172302884,"LOW MED",0.199613203643821,"early","low","R1",11.1940573840402
84,0,0.499636018133912,6.22645743917061,"LOW MED",0.266886169742793,"late","med","R1",4.16151924571022
76,0,0.500389632511291,6.50621812392689,"LOW MED",0.243961175344884,"late","med","R1",7.75178372533992
66,1,1.50014693297215,9.29061258619902,"LOW MED",0.187131426413544,"early","low","R1",7.67986246570945
58,2,2.49968375433174,12.7114059404031,"LOW MED",0.131956291967072,"early","low","R1",11.8730964609422
100,2,2.49950014101565,12.6631963322185,"LOW MED",0.214367268397473,"late","med","R1",6.49003996280953
66,0,0.500328203092567,6.31371500917724,"LOW MED",0.133666411135346,"early","low","R1",0.194562499877065
70,4,4.49768556465287,15.9121613651253,"LOW MED",0.197132488922216,"early","low","R1",9.32916112011299
70,0,0.499844244749689,6.04660030772572,"LOW MED",0.133940610010177,"early","low","R1",7.78613268537447
70,0,0.499972531645762,6.50876088108,"LOW MED",0.133940610010177,"early","low","R1",2.60911107202992
76,1,1.49958020500037,9.98051880535669,"LOW MED",0.26569710355252,"late","med","R1",11.6359449326992
56,1,1.49986236216608,9.74115099355413,"LOW MED",0.125157228275202,"early","low","R1",2.83552961330861
68,1,1.50014497498724,9.80976813454626,"LOW MED",0.139495982276276,"early","low","R1",10.3385660746135
85,0,0.498419384536161,6.41049158337096,"LOW MED",0.201587964873761,"late","med","R1",10.4095366210677
82,3,3.50094695270964,15.2767475164464,"LOW MED",0.208605301659554,"late","med","R1",9.21953156590462
50,4,4.49966092697206,16.9474750916197,"LOW MED",0.121209260448813,"early","low","R1",9.39060610486194
69,6,6.49978633594391,17.668269373262,"LOW MED",0.148257036833093,"early","low","R1",5.51738616172224
96,0,0.499366623510973,6.50803667209769,"LOW MED",0.21771911047399,"late","med","R1",4.27507650619373
70,0,0.498999620643939,6.17897376892559,"LOW MED",0.133940610010177,"early","low","R1",5.99889505514875
77,2,2.49969509908691,12.7638245315832,"LOW MED",0.250000623753294,"late","med","R1",9.44967887504026
88,2,2.49920961926161,12.9659374927072,"LOW MED",0.21964981907513,"late","med","R1",8.44166386220604
74,1,1.49894525120235,9.77909653006766,"LOW MED",0.167847385304049,"early","low","R1",8.29752547293901
68,4,4.49762945786376,16.61175530696,"LOW MED",0.190564644592814,"early","low","R1",12.6259135180153
90,8,8.50002320728583,23.1953863284181,"LOW MED",0.276732545509003,"late","med","R1",12.3729449138045
51,0,0.501611507215524,6.47214360737956,"LOW MED",0.154631201713346,"early","low","R1",4.98670829087496
91,0,0.499566960406432,6.32972033804944,"LOW MED",0.247514508292079,"late","med","R1",12.9087013844401
