"Year","Age","AgeE","Length_cm","FSIM","FMORT","block","Flev","REG","Latitude_dd"
55,3,3.49971331604115,14.2205093323591,"MED MED",0.234403840801679,"early","med","R1",12.9334635343403
62,0,0.498606691360196,6.43958362794977,"MED MED",0.277513613644987,"early","med","R1",4.49136406835169
50,1,1.50024802884701,9.93768157207885,"MED MED",0.288826037757099,"early","med","R1",9.5752794672735
86,0,0.500466671392407,6.2908929504933,"MED MED",0.204882184742019,"late","med","R1",9.50199919659644
74,2,2.50242595368213,13.0560208685765,"MED MED",0.246585550182499,"early","med","R1",7.02730576880276
91,3,3.50017503180944,14.8277617527632,"MED MED",0.278581435931846,"late","med","R1",1.25911302026361
84,1,1.5002676229546,10.4184983495974,"MED MED",0.281908640800975,"late","med","R1",13.8290554583073
70,2,2.50136358754056,11.3728444552153,"MED MED",0.280305958515964,"early","med","R1",12.2238797028549
97,0,0.497980838930365,6.24952579933764,"MED MED",0.295616987277754,"late","med","R1",1.29399102786556
73,0,0.500172759472692,6.30103121486175,"MED MED",0.260052317939699,"early","med","R1",5.32213823357597
97,0,0.500251442473137,6.32974578265309,"MED MED",0.263378200400621,"late","med","R1",11.1465341346338
66,3,3.50071240700741,17.235743620702,"MED MED",0.257954133977182,"early","med","R1",1.44545635581017
53,1,1.4985344518165,10.4224035170609,"MED MED",0.201886232523248,"early","med","R1",9.33327398309484
71,0,0.501244124455064,5.98500550182415,"MED MED",0.261345915566199,"early","med","R1",3.79371410701424
51,4,4.49989595032342,16.1695236283347,"MED MED",0.27549146078527,"early","med","R1",10.5347338048741
58,1,1.5009601060236,9.36877925936834,"MED MED",0.24523508339189,"early","med","R1",1.72950230864808
59,0,0.499567024052859,6.4424553018188,"MED MED",0.263553608790971,"early","med","R1",13.6803893432952
67,0,0.500000580604065,6.3478124274147,"MED MED",0.254417886119336,"early","med","R1",9.41652015550062
68,0,0.499862649894239,6.08565528748445,"MED MED",0.208309520827606,"early","med","R1",3.6548264878802
50,0,0.499520061014355,6.3952107151846,"MED MED",0.211460917443037,"early","med","R1",10.0372266718186
82,0,0.500038384103603,6.22753289110692,"MED MED",0.279199216188863,"late","med","R1",6.33368825865909
85,2,2.50181742808398,13.417354463328,"MED MED",0.232127194968052,"late","med","R1",0.95173489395529
92,1,1.50113620914596,9.85018903637717,"MED MED",0.289117726078257,"late","med","R1",5.88047709455714
67,0,0.498889911510336,6.12775126138853,"MED MED",0.290222004824318,"early","med","R1",8.56410514377058
