"Year","Age","AgeE","FSIM","Length_cm"
61,3,3.50003189636657,"HIGH HIGH",14.538891585555
5,2,2.50056969532769,"HIGH HIGH",12.1549871763344
5,0,0.500076891008481,"HIGH HIGH",6.91386074413142
84,1,1.50040208453767,"HIGH HIGH",10.0540982642427
29,2,2.49977713480222,"HIGH HIGH",13.3295618712632
62,2,2.49921282586951,"HIGH HIGH",12.424074609822
85,1,1.49974635234491,"HIGH HIGH",9.91586521641241
41,3,3.50031655069796,"HIGH HIGH",13.5645162030468
54,1,1.50134924444376,"HIGH HIGH",10.082102894778
30,6,6.49866882336582,"HIGH HIGH",20.5806866417476
88,4,4.50023015607414,"HIGH HIGH",15.2726798218971
83,2,2.50014415012247,"HIGH HIGH",12.5627644519557
56,3,3.49950406108771,"HIGH HIGH",14.1811157748906
22,3,3.49942026840506,"HIGH HIGH",14.4990451038918
20,1,1.50231089815711,"HIGH HIGH",10.0910618883578
49,1,1.49972657430645,"HIGH HIGH",10.3237703483965
39,8,8.49890364518248,"HIGH HIGH",17.8080277555412
15,7,7.49906742626042,"HIGH HIGH",20.0174952331005
11,3,3.50048450367625,"HIGH HIGH",16.1244235460302
28,5,5.50222206796398,"HIGH HIGH",18.072651151491
68,1,1.49896016640762,"HIGH HIGH",9.92588418718179
57,0,0.502009192220878,"HIGH HIGH",6.48247914555642
64,0,0.49902803979517,"HIGH HIGH",6.40119930992575
96,1,1.49818990396061,"HIGH HIGH",10.2057408152381
17,4,4.49769762913938,"HIGH HIGH",16.2554950267651
83,3,3.49984595139114,"HIGH HIGH",15.4828797246999
25,7,7.50104463252804,"HIGH HIGH",20.3625021676533
78,3,3.49971048136543,"HIGH HIGH",14.8226486715329
16,0,0.49914913348349,"HIGH HIGH",6.54214787855736
15,7,7.5000532613496,"HIGH HIGH",20.3407766478969
63,1,1.50123823763932,"HIGH HIGH",9.83982076738913
24,2,2.49942456544487,"HIGH HIGH",11.7060125719459
60,1,1.50210987015885,"HIGH HIGH",9.97157475478249
37,0,0.499450149520273,"HIGH HIGH",6.2158724476157
63,0,0.501787520721579,"HIGH HIGH",6.32934819109914
34,0,0.49872285865596,"HIGH HIGH",6.22796798005976
92,3,3.50252779149658,"HIGH HIGH",14.7316260421977
19,0,0.499047918590354,"HIGH HIGH",6.56140192515728
69,0,0.500182775022025,"HIGH HIGH",6.16134668490359
73,0,0.500776864489818,"HIGH HIGH",5.98001086851096
39,0,0.500598302256151,"HIGH HIGH",6.20416536662383
